,username,created_at,replies_count,retweets_count,likes_count,tweet,language
72,Shamik Bhattacharyya,2021-08-08T14:08:32.000Z,0.0,1.0,1.0,"Top news of the day: Taliban seizes two more Afghan Provincial capitals in northern blitz; COVID-19 vaccination certificate can now be obtained via WhatsApp, and more: https://thehindu.com/news/top-news-of-the-day-august-8-2021-taliban-seizes-two-more-afghan-provincial-capitals-in-northern-blitz-covid-19-vaccination-certificate-can-now-be-obtained-via-whatsapp-and-more/article35800655.ece…",en
73,Mahesh Saharia,2021-08-08T11:02:27.000Z,0.0,0.0,0.0,"HCM 
@vijayanpinarayi
 Sir, #Kerala has highest literary rate. Yet becoming breeding ground for introducing all #Covid variants in India & at highest rate. Surely you are bothered & initiating action. Respectfully submit please take bold corrective steps to arrest. 
@CMOKerala",en
82,The Era,2021-08-05T09:14:46.000Z,0.0,0.0,0.0,"#NewsAlert | #WestBengal CM #MamataBanerjee writes to PM #NarendraModi seeking adequate doses of #Covid vaccine for the state. 'More doses given to #Gujarat and #UttarPradesh', says Mamata.",en
85,Shamik Bhattacharyya,2021-08-04T09:13:52.000Z,0.0,1.0,1.0,"COVID-19 | China's Wuhan to test ‘all residents’: https://thehindu.com/news/international/chinas-wuhan-to-test-all-residents/article35708321.ece… 
@ananthkrishnan",en
87,ishtiyaque ahmed,2021-08-03T18:28:16.000Z,0.0,0.0,0.0,"Bhubaneswar becomes first Indian city to vaccinate 100% against COVID-19.
The Bhubaneswar Municipal Corporation (BMC) had launched a massive vaccination drive against Covid-19. This milestone is credited to the BMC running 55 centres at all times for vaccines.",en
90,Srishti Clinic,2021-08-02T10:40:34.000Z,0.0,0.0,1.0,"  𝓣𝓸 𝓽𝓪𝓴𝓮 𝓸𝓻 𝓷𝓸𝓽 𝓽𝓸 𝓽𝓪𝓴𝓮 - the Covid  - 19 vaccination during pregnancy
Here is what Srishti Clinic has to say
Website: http://shrishtiivf.com
Phone: 03340664321 
Location: Behind Acropolis Mall | Kolkata
 #gynaehealth #Bangladesh #WestBengal #ivf #IVF #baby",en
91,Sandip,2021-08-01T18:05:29.000Z,0.0,0.0,0.0,US Top COVID-19 Advisor Says No New Lockdowns Expected Despite Delta Surge - NDTV,en
92,The Era,2021-08-01T12:31:20.000Z,0.0,0.0,0.0,"""How COVID-19 vaccines are being prioritized and distributed""",en
14,maslizamustafa,2021-08-04 03:01:27 India Standard Time,0.0,0.0,1.0,"For the time being, continuing to  mask up, as well as  other simple precautions such as physical distancing, hand hygiene, avoid crowded and confined places as much as possible. As the saying goes,  ""sediakan payung sebelum hujan"".  #MaskUp #COVID19 #StaySafe",en
15,bilalhussainch3,2021-08-04 02:38:27 India Standard Time,0.0,2.0,4.0,"Ex CM of Sindh nd our Honourable Saeen Qaim Ali shah positive for COVID-19 , prayers for speedy and complete recovery from Covid19.   May Allah bless him with healthy and long life amen sum ameeen  @ShahNafisa  https://t.co/zwEapjL4kF",en
16,mdmitonislam1,2021-08-04 01:55:10 India Standard Time,0.0,0.0,1.0,HPM #SheikhHasina-led @albd1971 Govt. plans to vaccinate approx. 10 million people Vs #COVID19 in a week starting Aug 8 when ongoing mass #vaccination drive is extended to the grassroots union level.  #VaccineForAll #VaccineEquity @CEPIvaccines @gavi    https://t.co/QK7CYMcKIg,en
18,_rodahidup,2021-08-10 05:13:26 India Standard Time,0.0,0.0,0.0,Saravanan: Employers must pay for Covid-19 screening tests for employees | New Straits Times  https://t.co/6s2SxB0zT4,en
19,firasro,2021-08-10 04:32:52 India Standard Time,0.0,0.0,0.0,Day after day covid-19 took someone precious away from people’s life 💔,en
21,shubhroxz,2021-08-10 01:51:53 India Standard Time,0.0,0.0,0.0,If I was @Neeraj_chopra1 @BajrangPunia @ravikumardhaiya @LovlinaBorgohai or Olympic contingent  came from #Tokyo2020 today would have asked fans not to gather  welcoming them &amp; #maintainsocialdistance considering that #COVID19 3rd wave is just around &amp; We may face 1 more disaster,en
23,solim_mohamad,2021-08-10 01:36:52 India Standard Time,0.0,0.0,1.0,The Council of Europe and UNHCR support Member States in bringing refugee health workers into the COVID-19 response:  https://t.co/DI2HlX02mv via @refugees,en
24,ainahnia,2021-08-10 00:53:36 India Standard Time,0.0,0.0,0.0,"At that time i didnt know i am a Positive  Covid-19. But now Alhamdullillah i think ive already recover. And tmrw my quarantine, probably will be over after swab test. And getting my 2nd dose.",en
25,sayan_dey,2021-08-09 23:19:36 India Standard Time,0.0,0.0,0.0,"Don't need rocket-science to predict that this was always on the cards, given the US administration had asked the citizens to come out without masks on, after vaccination, as I had pointed out back in May. That was just a blatant error! #COVID19 #USA   https://t.co/2dr2S1kkpH",en
28,pranjitsharma36,2021-08-09 22:49:57 India Standard Time,0.0,0.0,1.0,"@ATULBORA2 Sir,…Pray for your early &amp; speedy recovery from Covid-19. Recovery",en
29,guwahatiplus,2021-08-09 22:44:13 India Standard Time,1.0,2.0,9.0,"1,40,454 tests were conducted in #Assam on August 9 of which 1120 have tested positive for #COVID19.   197 of these cases were from Kamrup Metro. The positivity rate is at 0.80%  #AssamCovidUpdate #Guwahati #CoronavirusPandemic  https://t.co/qL17Jo1jSb",en
30,advjebimather,2021-08-09 22:22:43 India Standard Time,1.0,4.0,7.0,Aluva Municipality completes 150 Covid Bulletins.   Today’s Covid Bulletin(151) &amp; (152) Aluva Municipality   #COVID19  https://t.co/QMncowu0l0,en
31,faheemahmadadv,2021-08-09 22:16:12 India Standard Time,0.0,0.0,3.0,"May Allah make this year better for us, shower His mercy and make us better Humans &amp; better Muslims and protect this whole world from #COVID19 😷😇🌸 May Allah be please with all of us. Ameen 🤲🏻 #Muharram #IslamicNewYear  #محرم_الحرام  https://t.co/gycs2XKCoO",en
32,wikiayiyaa,2021-08-09 22:15:34 India Standard Time,0.0,0.0,0.0,#BREAKING I SAID&gt;END LAST YEAR&gt;LACKIN VENTILTRS/OXYGN WAS DA TIME PAVITHRA WS FLOOZING AROUND WT SHAVENDRA/ANIL SAYIN FLoB BETTER DAN USA&gt;COVID MATTERS. DIS IS DA CASE-MORONS COMPARE FLoB WT BEST LANDS&gt;ENDS UP WORSE-Wiki Wiks '21-08-09 #SriLanka #COVID19   https://t.co/dLI313L4so,en
34,amitpawar87,2021-08-09 21:58:01 India Standard Time,0.0,0.0,1.0,Central government is taking all precautions fighting #COVID19  https://t.co/2VM4Mikqsd,en
37,gulhimaa,2021-08-09 21:49:53 India Standard Time,0.0,1.0,3.0,The many facets of cutaneous manifestations of #COVID19 #medtwitter #dermtwitter #SARSCoV2 #Sars_Cov_2 #skin #hairfall #Corona,en
39,moghemilind,2021-08-09 21:42:26 India Standard Time,0.0,0.0,0.0,"@AskAnshul By @TimesNow #India reports 35,499 new #COVID-19 cases, 447 fatalities in past 24 hours.   https://t.co/RPTc414bzO",en
43,lolita_tnie,2021-08-09 21:18:17 India Standard Time,0.0,0.0,2.0,Details of #covid19 status in diff parts of Karnataka:  https://t.co/FMxLsl0Quj,en
44,lolita_tnie,2021-08-09 21:16:13 India Standard Time,3.0,7.0,12.0,"For 2nd consec day, just 1 #COVID19 death in Bengaluru. City had 296 new cases on Sund. #Karnataka 24 deaths &amp; 1186 cases. Tsts 132192 Dch 1776  +vty rat: 0.89% @ChitraSundaram7 @dr_asr @sun_usind @scooban @SunithaNahar @Amit_A_Tiwari @SimplyJaya4 @ShobhaMookerje1 @airavatvolvo",en
47,werenphan2008,2021-08-14 05:10:20 India Standard Time,0.0,0.0,1.0,"Take that first step, confidence follows  #COVID19 #ipoh  https://t.co/Z4O2eGsAx9",en
50,mostafa_razm444,2021-08-14 03:57:04 India Standard Time,0.0,0.0,1.0,@WHO  Help my (Iran) S. O. S #soslran  #Covid_19  https://t.co/iS1IWos9cL,en
51,srsghosh,2021-08-14 03:55:16 India Standard Time,0.0,0.0,0.0,"""COVID-19: Here’s a list of some of the organisations helping India cope""   https://t.co/v0qJ6NDaVD",en
52,saifeezubi98,2021-08-14 03:44:21 India Standard Time,3.0,1.0,0.0,This hotel got special permission to operate in night also during the pandemic covid-19 . Locals contiously complaining on 100 but no action has been initiated to him @MumbaiPolice @ @vishwasnp @MCGM_BMC @rajeshtope11 @CMOMaharashtra  @CPMumbaiPolice @TV9Marathi  https://t.co/IYRHdooam4,en
56,ravinda28821378,2021-08-14 01:50:59 India Standard Time,1.0,0.0,0.0,Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India ⬇️ #Covid19IndiaHelp  MR ravindar12 🙏 you,en
63,ahmadnazir655,2021-08-14 00:39:53 India Standard Time,0.0,0.0,1.0,129 new COVID-19 positive cases have been reported today on 13-8-2021 in Jammu and Kashmir  https://t.co/F3b4mJely0,en
68,safikhanmagical,2021-08-14 00:16:21 India Standard Time,0.0,0.0,0.0,@LadyVelvet_HFQ Very rightly indicated respect from #Pakistan needs much more quick direction to defeat #COVID19 through #CovidVaccine on massive scale globally #vaccinated #VaccinEquity need to assure #VaccinesWork properly no discriminate to inject lower quality or mixture of useless #vaccines,en
69,vipinsi96695537,2021-08-14 00:11:27 India Standard Time,0.0,0.0,0.0,"Sir, I am taking follow-up with you because I have lost my job due to covid’19 and my loan EMI is due from last two month. So I would request you kindly release my refund asap.",en
71,seemas_khan,2021-08-14 00:09:53 India Standard Time,0.0,0.0,0.0,"@AUThackeray Sir, you can check my Tweets and activities. Do you think I am a cheater or playing politics. @tweeter has been my fmly since last Covid 19. Your people here know my social activities very well. I want you to know what's happening. 🙏",en
72,heyamrit,2021-08-14 00:08:08 India Standard Time,0.0,1.0,1.0,Got vaccinated today  Did you vaccinate?  No! Then get yourself vaccine soon &amp; help break this virus 🦠 chain   #COVID19 #vaccinated  https://t.co/otJdeaGHtS,en
73,alejojohnson,2021-08-14 00:06:47 India Standard Time,0.0,0.0,0.0,"Morocco 🇲🇦 Receives 600,000 Doses of the Pfizer Vaccine Today 💉 💉 💉  #Morocco #Maroc #المغرب #Africa #NorthAfrica #pandemic #COVID #COVID19 #Pfizer @pfizer #vaccination #vaccine #Sinopharm   https://t.co/UjDdXGvDQt",en
82,ianmcintyre73,2021-08-20 05:01:47 India Standard Time,0.0,0.0,0.0,"Switch focus to Covid-19 variants infecting vaccinated folk, MoH urged  https://t.co/IXOQepOMgU",en
85,ihisyam,2021-08-20 01:01:42 India Standard Time,0.0,0.0,0.0,"Me after a long day of doing nothing.  #workfromhome #insomniac #pkp #pkpd #covid_19 #lockdown #mentaldown #rockers #random #tgif   Credit : JAYY @ Kuala Lumpur, Malaysia  https://t.co/lZpg1cwNnA",en
87,bhargav75069598,2021-08-20 00:28:57 India Standard Time,0.0,0.0,0.0,@ourvadodara @MyVadodara @PMOIndia @CollectorVad Today in Sandesh newspaper I saw 2 ml covid19 bottles are fake nd since I got 2nd vaccine it was same 2ml where Siram company don't produce now I'm confused about what to do with it 😠,en
90,soorajgupta2001,2021-08-19 23:25:37 India Standard Time,0.0,0.0,1.0,"As the world waits for a vaccine💉 to defeat the COVID-19 pandemic, We look back to all that vaccines have achieved for humanity.  https://t.co/4P1wXGhfLa",en
91,byattitude1,2021-08-19 23:22:14 India Standard Time,0.0,0.0,0.0,Please cancel the Jharkand ITI CBT exam because COVID 19,en
92,ahmed_eyeman,2021-08-19 23:11:06 India Standard Time,0.0,0.0,0.0,✳️ COVID-19 : Case Updates  https://t.co/NVdABg4DFB,en
93,jehlamtimes,2021-08-19 22:46:51 India Standard Time,0.0,0.0,0.0,"JK reports 110 new positive cases, 318283 recovered so far  #SRINAGAR:  The  Government on Thursday informed that 110 new positive cases of novel Corona virus (COVID-19), 33 from Jammu division and 77 from Kashmir division, have been reported today.  https://t.co/NCaUsjBF4i",en
94,chourasialavesh,2021-08-19 22:06:47 India Standard Time,0.0,0.0,0.0,@projshoshangaba Sir hoshangabad district bus no any passenger and bus staff wearing mask it violation of covid 19 norms and district administration will be responsible for corona third waves  https://t.co/ze0UEKrypV,en
100,kellynyachio,2021-08-28 05:25:49 India Standard Time,0.0,0.0,0.0,"China has greenlit booster shots for people at high risk of contracting Covid-19, citing studies that show the immune system fights off the infection better when a third dose of its homegrown vaccines are given.",en
103,550mohsin,2021-08-28 04:39:37 India Standard Time,3.0,0.0,0.0,@iamhamzaabbasi My father died due to Covid 19. Why this pre qiamat is killing us like this!? 😔,en
104,aruyanrupini,2021-08-28 04:33:13 India Standard Time,0.0,0.0,0.0,"Feel proud to be a Health Volunteer. Under leadership of PM @narendramodi ji, through ""Rashtriya Swasthya Swayamsevak Abhiyan"" let's try to boost our fight against 3rd wave of COVID-19 by further strengthening our efforts to beat Corona. #BJPHealthVolunteer  #IndiaFightsCOVID19  https://t.co/0cObE8agah",en
105,ch19_fm,2021-08-28 04:32:37 India Standard Time,0.0,0.0,0.0,"📌  2nd dose of 💉 #COVID19 #vaccine  📍  #bangkok #thailand  📸 🖥   Angeline Veroy  #donpisenableentertainment @ Bangkok, Thailand  https://t.co/8xkxTat6hk",en
106,saudiwire,2021-08-28 02:15:36 India Standard Time,0.0,0.0,0.0,Breaking   The #Saudi Food and Drug Authority confirmed the safety of all doses of the Moderna #COVID19 vaccine mRNA-1273  https://t.co/3vc5TRnHnd,en
108,krish_effect,2021-08-28 00:32:52 India Standard Time,0.0,0.0,1.0,The country crossed the milestone of administering 1 crore doses of COVID-19 vaccines in a single day. (27 Aug),en
110,lolita_tnie,2021-08-27 23:58:12 India Standard Time,0.0,0.0,4.0,Details #COVID19 diff districts of Karnataka  https://t.co/fTXBoVgvil,en
111,shivrajlandge03,2021-08-27 23:50:08 India Standard Time,0.0,0.0,5.0,India crosses the milestone of administering more than 1 crore doses of #COVID19 vaccine in a single day. Thank you @narendramodi for making this possible... Congratulations India..,en
112,ihabfathisulima,2021-08-27 23:47:39 India Standard Time,0.0,1.0,3.0,"CDC: Covid-19 Vaccines 66% Effective Against Delta Variant  ▫️Vaccine Effectiveness Against Covid-19 Infection Dropped From About 91% To 66% Once The Delta Variant Became The Dominant Strain In The U.S., According To A New Study Published Tuesday by The CDC.  https://t.co/tawmY6Affv",en
113,officialdmcwest,2021-08-27 23:41:04 India Standard Time,0.0,1.0,3.0,Dmc West Medical Department Progress for In-Office Vaccinations. This facility is open for All Employees and Non-Employees #GetVaccinated #COVID19Vaccination #vaccination #vaccinationworks #COVID19  https://t.co/gsKDpP8vxu,en
116,imdebraj01,2021-08-27 23:31:19 India Standard Time,0.0,0.0,2.0,"#Meeting with #JointSecretary #Mr_Lav_Agarwal - Ministry of Health &amp; Family Welfare (MoHFW), Govt. Of India.   Being #PublicHealthScholar,this is my honour and fortune to discuss with some formal points on COVID19 and it's vaccination as well as impacts of Sero-prevalence survey  https://t.co/fVkZ6Q8Qbg",en
118,ivishaldesai97,2021-08-27 23:20:09 India Standard Time,0.0,2.0,3.0,Today India Administrated Over 1 Crore Covid-19 Vaccine. Thank you honourable Pm Shri @narendramodi ji.🙏🏻,en
119,zams706,2021-08-31 05:02:33 India Standard Time,0.0,0.0,2.0,"After without testing entry of #US soldiers in #Pakistan, do you really think #COVID19 exist?   #WellDoneNCOC",en
120,jennu_sahadev,2021-08-31 05:00:06 India Standard Time,0.0,0.0,0.0,"""ICMR predicts third wave of COVID-19 to be less severe than the second wave — Delhi, Maharashtra and Uttar Pradesh may see a decline""   https://t.co/kW91W2A8Ch",en
124,anandksen,2021-08-31 04:46:58 India Standard Time,1.0,0.0,1.0,@scottkessler @cnbci $ZM  Good analysis as always from Scott. How they arrive at these valuations boggles the mind.Zoom is the man of the hour during Covid-19 pandemic but many competitors out there &amp; nothing like live face to face meetings for greater results with personal touch  https://t.co/8FwhxCPTIR,en
131,muqeetk35622287,2021-08-31 02:27:38 India Standard Time,0.0,0.0,0.0,The world is finally divided into two clear groups 1.the vaccinated ones waiting for the non vaccinated ones to die. 2.the non vaccinated ones waiting for the vaccinated ones to die. #covid-19,en
132,aleinalishah,2021-08-31 01:56:27 India Standard Time,5.0,0.0,17.0,Delta Variant is the worst! #DeltaVariant #Covid_19,en
133,sahilsmishra,2021-08-31 01:48:01 India Standard Time,0.0,0.0,2.0,"@MumbaiPolice Respected @MumbaiPolice do visit once near  @advanilparab house look the gathering of volunteers, please do some legal action on that it's not about politics it's just for people who are standing for the minister they may be pay for it,  in the covid19 situation. Tim: 12pm to 9pm",en
138,biswasnirmalya,2021-08-30 23:58:58 India Standard Time,1.0,0.0,1.0,@labnol guru I really can't stop thanking u from the bottom of my heart because of ur trigger our entire family got vaccinated. God bless u! #vaccinated #COVID19 #COVISHIELD #ThankU,en
15,mridulkesharwa,2021-08-04 03:59:06 India Standard Time,0.0,0.0,0.0,How do you plan for in-person consumer behavior and COVID at the same time?; Tuesday’s daily brief  https://t.co/AcdOIWY4Pq  https://t.co/1dTB4yjq3N,en
16,kamranansaar,2021-08-04 03:47:55 India Standard Time,0.0,0.0,1.0,So The 5 T20s Result. Pakistan  1 Rain 3 Covid 1 Westindies 0 #PAKvWI,en
18,otherside1985,2021-08-04 03:20:59 India Standard Time,0.0,1.0,1.0,#COVID19 death toll is rising drastically day by day in Myanmar.  JUNTA USES COVID AS WEAPONS #WhatsHappeningInMyanmar  #MyanmarCovidSOS #SACWantsCovidUncontrollable  https://t.co/bySit2W7TG,en
21,eilarashid,2021-08-08 04:54:03 India Standard Time,0.0,2.0,2.0,"'Avoiding pregnancy during this pandemic' has raised various sensitive opinions. To those that have been planning for years or accidentally, doctors won't blame you for getting pregnant but they're worried if you and your baby have to go through an unfortunate event due to COVID",en
23,muhammadahmedf,2021-08-08 04:41:36 India Standard Time,0.0,0.0,0.0,No rush #expocenter #covid #vaccine  https://t.co/ip42HgP6Gk,en
24,visionforhope1,2021-08-08 04:09:43 India Standard Time,0.0,0.0,0.0,"Shi Zhengli, the deputy director of China’s Wuhan Institute of Virology [WIV], has warned that the world should brace itself to coexist with COVID-19 as the virus will continue to mutate and spread across the globe.A top Chinese virologist, Shi was dubbed by the Chinese media.",en
25,gautamspeaks,2021-08-08 03:34:19 India Standard Time,0.0,0.0,0.0,"@adarpoonawalla SOS dear sir, I have been affected due to covid pandemic and have no job for almost 2 years now. My children are in school but fees are unpaid. Could u be considerate enough to help us with this &amp; other expenses like rental etc &amp; also if u can help with a job",en
28,faizayousuf,2021-08-08 02:18:42 India Standard Time,1.0,0.0,1.0,@flaminh0t_ Lots of duas for you. I lost my chacha and mamu due to Covid 19 and I can see their wives dealing with their absence. It is heartbreaking to see. My dad barely made it out of the covid ward.,en
29,kamlesh_paryani,2021-08-08 02:10:44 India Standard Time,0.0,0.0,0.0,Full Commitment to the Battle against COVID-19  https://t.co/HKPi0SDwJa  via NaMo App,en
30,kamlesh_paryani,2021-08-08 02:06:53 India Standard Time,0.0,0.0,0.0,COVID-19 vaccination numbers cross 50 crore-mark; PM Narendra Modi reassures free inoculation for all  https://t.co/HEt3iIygg8 via NaMo App  https://t.co/gyTQhOAmXy,en
31,ahmad_banto,2021-08-08 01:38:44 India Standard Time,0.0,0.0,0.0,"@PakistaninUK maybe you guys need to work hard to convey Pakistan's attempt to counter covid to the British govt. Our statistics show better numbers than India,Nigeria and other countries. Still we are on the red list and they have moved onto the amber list. @ukhomeoffice",en
32,lav_narayanan,2021-08-08 01:04:04 India Standard Time,0.0,0.0,4.0,Fragments of #NeerajChopra's elbow. He had surgery Long rehab Then covid hit No competition Did everything to try and get competition time Won gold at the #Olympics   CHAMP.,en
34,kimchijacy95,2021-08-08 00:54:37 India Standard Time,2.0,10.0,46.0,@qisyaaaaa @MuhamadAzim58 @hanafiridwann @cazzrah I have patient female age 23 years old with not known medical illness but covid positive pun blh meninggal lepas ditidurkan.,en
37,rjunbee,2021-08-08 00:41:36 India Standard Time,1.0,0.0,0.0,"but when it came to walking the talk about respecting our covid warriors, it all went mute. We make these grand gestures for people's whose work we take so much national pride out of that  we inject it into our own self-esteem that when it comes to actually taking care of -(4/n)",en
39,doseoflifecom,2021-08-08 00:15:41 India Standard Time,1.0,0.0,0.0,@imransuleman86 Truly is. I can’t even remember how it looked on a Saturday night pre covid…wait cuz I was never home. Haha 😂 😆,en
43,daniuaf,2021-08-07 23:59:30 India Standard Time,0.0,0.0,3.0,NO electricity in Sialkot since 2hours. Pls Solve the Problem if there is any.  OTHERWISE  machharr ne sari Covid Vaccine jism se nikal laini hai  #Gepco #Sialkot #electricity #blackout #breakdown #BreakingNews,en
44,smoazzamqureshi,2021-08-07 23:54:00 India Standard Time,1.0,35.0,67.0,"Administrator Karachi and Spokesperson Sindh Govt Barrister @murtazawahab1 visited the drive thru Covid Vaccination Facility established by #SindhGovt at District Korangi. PPP korangi representatives, DC @mb_dharejo, AC @atakakar1 and other officials were also present.  https://t.co/bkt0awSUXI",en
47,drzahiduom,2021-08-07 23:48:14 India Standard Time,0.0,0.0,1.0,@Rheumatologistt Let Covid over.,en
50,drmurukadas,2021-08-07 23:42:29 India Standard Time,0.0,0.0,0.0,06.08.2021 InTamilNadu daily #Covid_19 cases today dipped to1985 from 1997y'day;death slided to30 from 33. In Chennai slight drop to196from203 y'day;in Kovai risen to239from 220. Total cases in TN- 2571383;inChennai-540340. Total  discharged-2516938; fatalities-34260&amp;active-2015,en
