,username,created_at,replies_count,retweets_count,likes_count,tweet,language
8,Md Sk Shahnawaz(মোঃ শেখ শাহনাওয়াজ),2021-04-29T06:55:23.000Z,,,,May Allah Bless you a lot! From a non-Muslim..very sweet gesture..This type of things Giving me more power day by day! #Kolkata #Pandemic #Covid #SOSQabilah,
9,Nishit Shaw,2021-04-29T06:47:39.000Z,,,,"Contd. Cases are bound to go down if people start distancing themselves and start wearing masks.
#Covid19 can be defeated. I could see that in polling stations amid #WestBengalElections2021 so I urge everyone in #Mumbai, #Delhi & other parts to help us defeat #Corona. #WestBenha",
10,AMIT MAJUMDER,2021-04-29T05:16:47.000Z,,6.0,6.0,Modi is busy holding rallies rather than handling the tough COVID-19 crisis. Think and Vote. #TMC200Paar,
11,Pratik B,2021-04-29T04:03:25.000Z,,1.0,,Seems like the biggest source of #covid spread will soon be the long queues for vaccination where people are exposed to each other for hours waiting to get a token. And we were supposed to register through #CoWin which is now redundant #digitalindia or #indiaqueuesupforvaccine,
12,Brain_explorer,2021-04-29T02:52:31.000Z,2.0,1.0,1.0,"Hospital beds available at Janakpuri super speciality hospital at Janakpuri New Delhi.
This has been converted into COVID-19 hospital just now ( started admitting patients from 5:00pm 28th April 2021)

Janakpuri Superspeciality Hospital 

Contact no- 01128504100 #Covid19IndiaHelp",
14,Md Sk Shahnawaz(মোঃ শেখ শাহনাওয়াজ),2021-04-28T22:36:09.000Z,,,,"Replying to 
@Aniruddha1994B",
15,Saaket Sharma,2021-04-28T20:26:32.000Z,,,,"Source : JHU CSSE COVID 19 shows as of 6th april New Cases Lodged were : 1,15,736. 

@gopalkagarwal
 
@BBCWorld
 

Lies",
16,Vivek Saha,2021-04-28T20:09:08.000Z,,,,"Covid-19 in India: A country struggling to breathe 
@BBC
 News live  BBC https://youtu.be/Gm_4CD0zWB4 via 
@YouTube
 
@narendramodi
 pls save us do something fast sir",
18,RAJ BOSE,2021-04-28T14:57:16.000Z,1.0,,,"My friend's wife is in critical condition in #Covid_19, need Remdesvir 6 vial
if any one can help to get it in Kolkata please inform

@wbdhfw
 
@MahuaMoitra
 
@KPSouthDiv
 
@CPKolkata
 
@MamataOfficial
 
Please Help ",
19,ইন্দ্রজিৎ | INDRAJIT,2021-04-28T14:44:11.000Z,,7.0,29.0,"#Bengal #Covid Update: 17,207 new cases recorded in past 24 hrs, 77 deaths

3821 cases in #Kolkata",
20,JESAL DOSHI,2021-04-28T14:23:29.000Z,1.0,,,"Though Covid 19 spread every where but efforts mad by your government is outstanding. We are proud of you & your team.
@narendramodi
 
@AmitShah
 
@PiyushGoyal
 
@BJP4India",
22,ইন্দ্রজিৎ | INDRAJIT,2021-04-28T14:02:37.000Z,2.0,53.0,121.0,No beds for #Covid patients in UP: Solicitor General Tushar Mehta tells SC in #SiddiqueKappan case,
23,Srinjoy Roychowdhury,2021-04-28T10:56:26.000Z,,,1.0,"""COVID 19 RESOURCES IN WESTBENGAL.""

 SCAN THE QR CODE TO VISIT THE SITE OR TAP ON THE LINK .Sourcelink:https://covidresourceswestbengal.carrd.co

A share can save someone's life... u never know. 

Please share as much as possible ,so that it reaches as many people as possible.",
24,Arghyadip Datta,2021-04-28T10:19:34.000Z,,,,"Replying to 
@narendramodi",
25,বানীব্রত দাশগুপ্ত,2021-04-28T08:19:02.000Z,1.0,,2.0,"But CM of Bihar Government not infected by #Covid
Communist CM of Kerala found #Covid positive
4 candidates of #Modi hating parties died in West Bengal, no #BJP candidate though

@YashwantSinha
 will ask 
@ndtv
 to give some negative news from BJP, he is failing to find some.",
26,Anindita Bhadra,2021-04-28T08:09:29.000Z,2.0,,30.0,"#crochet after ages, during the long wait at the hospital. Finished something I had started before #covid hit me. The pace was much slower, I had to rest every now and then, but it was relaxing.",
27,Nitesh Rajak,2021-04-28T07:52:03.000Z,,,,"We want exam cancellation of class 10 due to increasing of covid 19....

@BanglarGorboMB
 
@abhishekaitc
 
@parthodasgupta",
30,Sneha Saha,2021-04-28T05:05:52.000Z,1.0,,3.0,"There’s no #CowinApp. You need to login to the portal for #covid #VaccineRegistration. 

#CoWin #COVID19India",
31,rise~and~fall,2021-04-28T04:49:28.000Z,,,,"Times of India: Covaxin found to neutralise 617 variant of Covid-19: Dr Fauci.
https://timesofindia.indiatimes.com/india/covaxin-found-to-neutralise-617-variant-of-covid-19-dr-fauci/articleshow/82284139.cms?UTM_Source=Google_Newsstand&UTM_Campaign=RSS_Feed&UTM_Medium=Referral…

via 
@GoogleNews",
32,Md Sk Shahnawaz(মোঃ শেখ শাহনাওয়াজ),2021-04-27T22:25:04.000Z,,,2.0,"In the mddle of night,after mking numrs clls if u r able to get beds for needy,oxygn for some ppl n save few lives,I swear .it's milln times more satisfying thn being a part of any biggest event.We can't sleep when people are infrnt of hospitals waiting for a bed. #Kolkata #Covid",
33,Ankur Datta,2021-04-27T22:13:57.000Z,,,1.0,"@elonmusk
 Hey Mr Musk can you please donate some oxygen to India or some medical equipment or funding, we here in India are really struggling with the second covid-19 wave. Hundreds of thousands are dying everyday and there is a shortage or oxygen supply. Medical equipment. Pls.",
35,ইন্দ্রজিৎ | INDRAJIT,2021-04-27T17:13:36.000Z,1.0,2.0,8.0,"#Bengal #Covid Update: 16,403 new cases recorded in past 24 hrs 

3708 cases in #Kolkata",
36,Rajesh,2021-04-27T13:38:28.000Z,2.0,12.0,6.0,"If you are in #Kolkata and need to refill an oxygen cylinder, let me know. Can help. #COVIDEmergency #COVID #Covid19",
37,Prasanta Mitra,2021-04-27T12:37:45.000Z,,,,"In a show of solidarity, CEOs of some 40 top American companies have come together to create a global task force to mobilise resources to help India fight the battle against Covid-19.",
38,Jaydeep Bose,2021-04-27T11:50:02.000Z,,,,"In these Covid times our earnest prayer to Lord Hanuman to guide us towards Sanjeevani Booti to get this world rid of Covid-19

#hanumanjayanti #hanuman #pawanputra #lordhanuman",
39,Arnab,2021-04-27T08:09:32.000Z,,,,"If you are  aged 45 years or above, Go and get yourself vaccinated now. The COVID-19 vaccine is safe & available at your nearest healthcare center. From 1st may Vaccine will be available for  everyone above the age of 18 years. 
#IndiaStayStrong 
#VaccineBhiPrecautionsBhi",
40,tanima biswas,2021-04-27T06:00:23.000Z,,,1.0,"#Bengal #covid #report Covid cases in the state have gone up by 30 times in the last one month. Yes, in the #election month. Please note 
@ECISVEEP",
41,N.I.H. Alumni Association,2021-04-27T03:30:25.000Z,,,,"
Sorry to inform you all that 
Dr. Goutam Naskar, DipNIH, 11th Batch, is no more with us . 
Being Covid-19 infected he was admitted in Charnok Hospital for last 10-12 days and died yesterday at 9.30 pm. 
Om Shanti. 

See FB page for dt.",
43,Debaditya Dutta,2021-04-27T02:48:07.000Z,,,,"How could a nation get entertained watching 
@IPL
 when its people are loosing jobs, getting infected with #COVID and dying without getting Oxygen. Shame on #centralgovernment, 
@BCCI
 and all related Sponsors. These entities seem to have no compassion towards the grave situation ",
