,tweet,clean_tweet,hastags,attherate,urls,emojis,label
32,@sureshpprabhu @JM_Scindia Sir I really doesn't understand why is the BJP not utilising the services of experts like suresh prabhu... In this hr of crisis people who r meteculous sincere n hardworking are required to lead from the front n take is all from the looming economic n health crisis due to covid.,doesnt understand bjp utilis servic expert like suresh prabhu crisi peopl metecul sincer hardwork requir lead loom econom health crisi covid ,[],"['@sureshpprabhu', '@JM_Scindia']",[],[],0
33,"Listening to ""Are we surely heading for  Third  wave Of COVID? Whats needs to be done to Prevent Third wave"" by Dr. Pratim Sengupta.   https://t.co/tY05x6Qnar",listen sure head wave covid what prevent wave pratim sengupta ,[],[],['https://t.co/tY05x6Qnar'],[],0
34,"While the people of Thailand are hugely suffering from Covid-19, a group of persons they kneed and crawled disappeared. Why do they still exist? #WhatsHappeningInThailand",peopl thailand huge suffer covid group person kneed crawl disappear exist ,['#WhatsHappeningInThailand'],[],[],[],0
35,@ImmigrationMV Are work visa being reissued for those whose work visa expired and couldn't renew due to covid 19?,work visa reissu work visa expir couldnt renew covid ,[],['@ImmigrationMV'],[],[],0
36,"@di2122 Just think how shitvwe have it now, it may come as a relief. KEEP CALM AND CONTINUE BEING CONNED BY COVID.😆",shitvw relief calm continu con covid ,[],['@di2122'],[],['😆'],0
37,"@candicespag For tourists, Qatar is a major airline hub. it gets people visiting on stopovers, business, from all over. During covid it was closed to visitors, but it’s open again from next week.",tourist qatar major airlin hub peopl visit stopov busi covid close visitor open week ,[],['@candicespag'],[],[],0
38,"@candicespag @samanthamaiden @ACurrentAffair9 You’ve an app for covid. You have to show it on entry to all offices, shops, bars, restaurants, etc. The app shows quarantining status, vax status, and monitors your proximity to others. If someone had covid &amp; you were close by, you get alerted to test  BTW bars are proper bars🍻",youv app covid entri offic shop bar restaur app show quarantin statu vax statu monitor proxim covid close alert test bar proper bar ,[],"['@candicespag', '@samanthamaiden', '@ACurrentAffair9']",[],['🍻'],0
39,Mahathir former Prime Minister of Malaysia &amp; MP Langkawi w family assets worth 💲billions 👉 did not make packets of food to feed the hungry families of Malaysia during the Covid Pandemic 👉 DOES MAHATHIR REALLY CARE FOR THE PEOPLE ❓ But a restaurant owner did the good need,mahathir prime minist malaysia langkawi famili asset worth billion packet food feed hungri famili malaysia covid pandem mahathir care peopl restaur owner ,[],[],[],"['💲', '👉', '👉', '❓']",0
40,@FranticKL It's a tragedy unfolding in Malaysia. With 4 suicide cases daily apart from covid 19 deaths.,tragedi unfold malaysia suicid case daili apart covid death ,[],['@FranticKL'],[],[],0
41,@SinarOnline Tak sempat pun nak suicide. Covid is killing us faster than we can think about committing suicide.tengok angka Selangor sudah le,tak sempat pun nak suicid covid kill faster commit suicidetengok angka selangor sudah ,[],['@SinarOnline'],[],[],0
42,"@candicespag @samanthamaiden @ACurrentAffair9 It is voluntary to be vaccinated, easily accessible, &amp; benefits for vaxxing like:  1. No quarantine: On arrival into Doha airport you have a PCR test, but no quarantining unless covid pos.  2. Vaccinated people can go to restaurants, bars, pools, gyms,   People want the jab!",voluntari vaccin access benefit vax like quarantin arriv doha airport pcr test quarantin covid vaccin peopl restaur bar pool gym peopl jab ,[],"['@candicespag', '@samanthamaiden', '@ACurrentAffair9']",[],[],0
43,Due to covid many have lost their jobs its the best opportunity ty @nawabmalikncp saahab @OfficeofNM @NCPspeaks @MumbaiNCP #Jobs #JobFair #opportunity #ncp #भाजपा #Cabinet #nawabmalik #Maharashtra #HDFC #COVID19 #Covid_19  https://t.co/PyQZtkQFp2,covid lose job best opportun saahab ,"['#Jobs', '#JobFair', '#opportunity', '#ncp', '#भाजपा', '#Cabinet', '#nawabmalik', '#Maharashtra', '#HDFC', '#COVID19', '#Covid_19']","['@nawabmalikncp', '@OfficeofNM', '@NCPspeaks', '@MumbaiNCP']",['https://t.co/PyQZtkQFp2'],[],0
44,@nahhzifa Thats terrible :( covid has got the worst of everyone,that terribl covid worst ,[],['@nahhzifa'],[],[],0
45,No one is safe until everyone is safe. Get the COVID-19 vaccine to protect yourself. Save Lives!  https://t.co/sYnFS2Avjw,safe safe covid vaccin protect save life ,[],[],['https://t.co/sYnFS2Avjw'],[],0
46,"@NSWHealth @LadyPoop2 i rented this neat house off a dad looking guy to hold a party all welcome starts at 6pm 109 Kirribilli Ave, Kirribilli NSW  Plenty of parking great harbour views please follow NSW covid suggestion #auspol",rent neat hous dad look guy hold parti welcom start kirribilli ave kirribilli nsw plenti park great harbour view follow nsw covid suggest ,['#auspol'],"['@NSWHealth', '@LadyPoop2']",[],[],0
47,"i rented this neat house off a dad looking guy to hold a party all welcome starts at 6pm 109 Kirribilli Ave, Kirribilli NSW  Plenty of parking great harbour views please follow NSW covid suggestion #auspol",rent neat hous dad look guy hold parti welcom start kirribilli ave kirribilli nsw plenti park great harbour view follow nsw covid suggest ,['#auspol'],[],[],[],0
48,"The BCCI Secretary has spoken to Sri Lanka Cricket chairman over the COVID concerns. Lanka may have to put together a different team from the one that’s returned from England,  and quarantining, or defer the start of the series by a few days #BREAKING #IndvsSL @BCCI",bcci secretari spoken lanka cricket chairman covid concern lanka differ team that return england quarantin defer start seri day ,"['#BREAKING', '#IndvsSL']",['@BCCI'],[],[],0
49,Me and my wife are traveling from sec to vijayawada by train .in this train is durty and wash rooms smell spread entire S2 box. no cleaning we are getting vomitings all passengers are very suffer I request to IRCTC please make the clean in this covid situation.train no is 02710  https://t.co/m1U1b1u402,wife travel sec vijayawada train train durti wash room smell spread entir box clean vomit passeng suffer request irctc clean covid situationtrain ,[],[],['https://t.co/m1U1b1u402'],[],0
50,"@Airtel_Presence @Speedtest In the DM's you're not supposed to advise : restart device .. that I know.. and since that did not work &amp; your support team is useless for a month of complaining...  I'm escalating!!! How irresponsible yaa! Covid, Yes I understand... but basic Service dedo!  #sucks @airtelindia",your suppos advis restart devic work support team useless month complain escal irrespons yaa covid understand basic servic dedo ,['#sucks'],"['@Airtel_Presence', '@Speedtest', '@airtelindia']",[],[],0
51,@ArvindKejriwal Govt starts providing financial assistance to those who lost their loved ones to covid Link to apply:  https://t.co/sLqmsGqhXp #KejriwalCares @msisodia @RamNiwasGoelAap @ipathak25 @AtishiAAP  https://t.co/RumLW7NPW6,govt start provid financi assist lose love one covid link appli ,['#KejriwalCares'],"['@ArvindKejriwal', '@msisodia', '@RamNiwasGoelAap', '@ipathak25', '@AtishiAAP']","['https://t.co/sLqmsGqhXp', 'https://t.co/RumLW7NPW6']",[],0
52,Pray for Malaysia and Tunis. Their Covid cases are out of control. 😥,pray malaysia tuni covid case control ,[],[],[],['😥'],0
53,"What WHO and govt needs to say about mRNA.  FROM YOUR POINT OF VIEW,  Considered over 2 years where you will likely be infected with covid19, Even if you are young  The risk of heart inflammation which mostly is recoverable is still much lower than being killed/damaged by covid",govt mrna point view consid year like infect covid young risk heart inflamm recover lower killeddamag covid ,[],[],[],[],0
54,"Is it coming home finally? Watch the match at Kudo’s on 150” FULL HD Screen! 😍🔥  England vs Italy final! Doesn’t get better 🤩 It's going to be a fun night, book your passes now! Link :  https://t.co/ca3XbJoHqE Mandatory to follow the Covid-related SOPs. No entry without masks.  https://t.co/h8rz8Vnzaf",home final watch match kudo screen england itali final doesnt better fun night book pass link mandatori follow covidrel sop entri mask ,[],[],"['https://t.co/ca3XbJoHqE', 'https://t.co/h8rz8Vnzaf']","['😍', '🔥', '🤩']",0
55,Uk overcame Covid? No mask or physical distance measures followed during #Wimbledon2021 my confused..,overcam covid mask physic distanc measur follow confus ,['#Wimbledon2021'],[],[],[],0
56,@nytimes So the covid is finished there? Or they r known to d drama now?,covid finish drama ,[],['@nytimes'],[],[],0
57,"Role of Railway Schools, clubs, stadiums, golf clubs are to be reviewed/ redefined. Railway Medical procurements need a close review, especially during COVID period. Substandard stock medicines are being supplied to Railway beneficiaries. There is no watch dog system prevailing.",role railway school club stadium golf club review redefin railway medic procur close review especi covid period substandard stock medicin suppli railway beneficiari watch dog system prevail ,[],[],[],[],0
58,"@pedoqpop My husband handle covid kat JB and die mmg ade bagitau something pasal numbers ni kat i. Tak berani la nak expose, just want everyone to follow SOP, stay safe and klu dpt vaccine tu, pegila amik.",husband handl covid kat die mmg ade bagitau pasal number kat tak berani nak expos follow sop stay safe klu dpt vaccin pegila amik ,[],['@pedoqpop'],[],[],0
59,"Tiber teringat kat sorang pakcik ni. Staff bank. Frequent passengers, bertongkat. Last MCO he still boarding. This time around tak nampak langsung. Either company lay off/ caught covid/ WFH. Last time I always thought kenapa pakcik ni dah bertongkat bagai company tak bagi WFH",tiber teringat kat sorang pakcik staff bank frequent passeng bertongkat mco board time tak nampak langsung compani lay off caught covid wfh time thought kenapa pakcik dah bertongkat bagai compani tak bagi wfh ,[],[],[],[],0
60,"@sudarshanweb @Saliltoday @MinhazMerchant Call for protest over price rise,etc is democratic right.But people seem to feel Modi Govt have handled Covid situation &amp; other offshoot problems exceedingly well in given  https://t.co/5E0efYNluP other govt in these conditions could have done better.Opposition compulsive beraters",protest price riseetc democrat rightbut peopl feel modi govt handl covid situat offshoot problem exceedingli give govt condit betteropposit compuls berat ,[],"['@sudarshanweb', '@Saliltoday', '@MinhazMerchant']",['https://t.co/5E0efYNluP'],[],0
61,Now let’s see the covid cases. #Euro2020Final #EURO2020,covid case ,"['#Euro2020Final', '#EURO2020']",[],[],[],0
62,So anyway. Next week in England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 and Italy 🇮🇹 …Covid numbers…  https://t.co/BToffCueYu,week england itali covid number ,[],[],['https://t.co/BToffCueYu'],"['🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f', '🇮🇹']",0
63,Feeling bad for #England General feeling during covid lockdown we wanted to ROME and not sit at HOME...  Thank you for entertaining the world with complete football @azzurri #ItalyVsEngFinal #EURO2020,feel bad gener feel covid lockdown rome sit home entertain world complet footbal ,"['#England', '#ItalyVsEngFinal', '#EURO2020']",['@azzurri'],[],[],0
64,"On another note, Can I get a count of the number of Covid cases in London after today’s Wembley version of Kumbh mela? #Euro2020",note count number covid case london today wembley version kumbh mela ,['#Euro2020'],[],[],[],0
65,"Aku respect #ITA not just football, but also how they managed to recover from pandemic. Awal2 suffer kut gagal back in march 2020 tapi now top 10 negara yg recover dari covid ni. Respect!",aku respect footbal manag recov pandem awal suffer kut gagal march tapi negara recov dari covid respect ,['#ITA'],[],[],[],0
66,A Gift to Italian Nation after Covid 19 Outbreak ❤️🇮🇹  #EURO2020  https://t.co/jYlGYzJ7Cc,gift italian nation covid outbreak ,['#EURO2020'],[],['https://t.co/jYlGYzJ7Cc'],"['❤️', '🇮🇹']",0
67,Italy needed this badly after last year's Covid disaster. Wembley was too hot to handle for English men. They cracked under pressure. Penalty is all about mental strength. Congrats Italian Stallions #Euro2020Final #Italy #wembleystadium #London #rome,itali badli year covid disast wembley hot handl english men crack pressur penalti mental strength congrat italian stallion ,"['#Euro2020Final', '#Italy', '#wembleystadium', '#London', '#rome']",[],[],[],0
68,The only thing that's coming home after flouting all norms and dancing naked is COVID. #euro2020 #england #italy #penalties #final,thing that home flout norm danc nake covid ,"['#euro2020', '#england', '#italy', '#penalties', '#final']",[],[],[],0
69,What’s happening in Balaji temple see no one follow the covid rules and mask @Mehndipur sdm @PMOIndia @narendramodi @ABPNews @YRajshthan @aajtak  @ZeeNews  https://t.co/DKJJiD87KE,what happen balaji templ follow covid rule mask sdm ,[],"['@Mehndipur', '@PMOIndia', '@narendramodi', '@ABPNews', '@YRajshthan', '@aajtak', '@ZeeNews']",['https://t.co/DKJJiD87KE'],[],0
70,"#PhuketSandbox #VacayChun Day #6 (7/12/21) ~ covid test #2 (most painful nasal swab ever!), walk around #KataBeach, &amp; pool in the sun! #AvistaGrande #FirstSunnyDay @ Kata Beach Phuket  https://t.co/J3jGY8dyrb",day covid test most pain nasal swab ever walk pool sun kata beach phuket ,"['#PhuketSandbox', '#VacayChun', '#6', '#2', '#KataBeach,', '#AvistaGrande', '#FirstSunnyDay']",['@'],['https://t.co/J3jGY8dyrb'],[],0
71,"At least 36 people have been killed in a fire at #COVID isolation ward in southern #Iraq city of Nasiriya, a health official has told .@AFP. Charred corpses pulled out of the explosion, others suffocating. Last April, 82 were killed in a Baghdad #Covid19 hospital fire",peopl kill fire isol ward southern citi nasiriya health offici told char corp pull explos suffoc april kill baghdad hospit fire ,"['#COVID', '#Iraq', '#Covid19']",[],[],[],0
72,@NitishKumar @mishranitish @lalitjha1984 @BiharHealthDept Kindly look into this matter .The fare from Madhepur(Dist-Madhubani) To Patna Bus conductor charging single seat 450Rs Per Person . They are totally violating Covid 19 Rule Guidelines . Bus name Is Shiv Ganga . #NoMasks  https://t.co/tT7Bv51IwL,kindli look matter fare madhepurdistmadhubani patna conductor charg singl seat person total violat covid rule guidelin shiv ganga ,['#NoMasks'],"['@NitishKumar', '@mishranitish', '@lalitjha1984', '@BiharHealthDept']",['https://t.co/tT7Bv51IwL'],[],0
73,#TheCoronasaurusStories Has been included now as part of popular website Discount Book Man.  Visit your Amazon Kindle store to buy a copy.  #Covid19 #Coronavirus #stories #books #bookreview #bookstagram #booklover #covidindia #covid_19  #CovidVaccine #book  https://t.co/mEWGgBYtOO,includ popular websit discount book man visit amazon kindl store buy copi ,"['#TheCoronasaurusStories', '#Covid19', '#Coronavirus', '#stories', '#books', '#bookreview', '#bookstagram', '#booklover', '#covidindia', '#covid_19', '#CovidVaccine', '#book']",[],['https://t.co/mEWGgBYtOO'],[],0
74,"Consumption of coffee, vegetables, and being breastfed as a baby were favorably associated with incident COVID-19.  https://t.co/9NOlgf7YH7",consumpt coffe veget breastf babi favor associ incid covid ,[],[],['https://t.co/9NOlgf7YH7'],[],0
75,NYC Sees 32% Increase in New COVID Cases as Neighborhood Concerns Mount  https://t.co/GzWJgdInL3,nyc increas new covid case neighborhood concern mount ,[],[],['https://t.co/GzWJgdInL3'],[],0
76,Here taking my covid test,covid test ,[],[],[],[],0
77,@Starr_Lord__ @vibes__N Seems like Covid recovery sahi se nhi hui kind of film 😑 so disappointed.,like covid recoveri sahi nhi hui kind film disappoint ,[],"['@Starr_Lord__', '@vibes__N']",[],['😑'],0
78,@Samir58860100 @CMODelhi These people if the goes hospital for any other treatments for exp even for emergency they recommend covid19 test as well along. They see any symptoms related to covid they suggest you to go for lab test covid,peopl hospit treatment exp emerg recommend covid test symptom relat covid suggest lab test covid ,[],"['@Samir58860100', '@CMODelhi']",[],[],0
79,Same minister that came up with this gold 1) warm water cures covid 2) conference call with 500 countries,minist gold warm water cure covid confer countri ,[],[],[],[],0
80,PM-CARES Fund Helps Nation in Fight against COVID-19  https://t.co/ggw9AQLXVS via NaMo App  https://t.co/9FWuBKBYGi,pmcare fund help nation fight covid namo app ,[],[],"['https://t.co/ggw9AQLXVS', 'https://t.co/9FWuBKBYGi']",[],0
81,"And less than 15 minutes did Second dose of corona covid 19 vaccine Thank you, the Saudi Ministry of Health, and always in pride, progress and prosperity Thank you Custodian of the Two Holy Mosques Thank you, Crown Prince Thank you, Saudi Arabia @SaudiMOH @EngrShamy  https://t.co/KEYoZViDEf",minut second dose corona covid vaccin saudi ministri health pride progress prosper custodian holi mosqu crown princ saudi arabia ,[],"['@SaudiMOH', '@EngrShamy']",['https://t.co/KEYoZViDEf'],[],0
82,@TheOmarrization 2021 even the clouds look like covid-19 🙃,cloud look like covid ,[],['@TheOmarrization'],[],['🙃'],0
83,"""The Rationing of a Last-Resort Covid Treatment""  https://t.co/xypNSS4sOT",ration lastresort covid treatment ,[],[],['https://t.co/xypNSS4sOT'],[],0
84,#KanwarYatra is Covid over ?  Double standards   https://t.co/MEQrmyLobH,covid doubl standard ,['#KanwarYatra'],[],['https://t.co/MEQrmyLobH'],[],0
85,The latest covid cluster is not surprising  Tutor Cleaner Market shop owner Food outlet Company colleague  And now  ktv socialite   If u just stop and think. Everyone meet everyone in modern world.  So it's not surprising there are many jobs where people are always meeting pple,latest covid cluster surpris tutor cleaner market shop owner food outlet compani colleagu ktv socialit stop meet modern world surpris job peopl meet pple ,[],[],[],[],0
86,@IRCTCofficial   My RAC is on 19# I will be travel to my home town on 17th July. Am I eligible to travel on RAC During this covid situation. Please advise.  Jai Hind,rac travel home town juli elig travel rac covid situat advis jai hind ,[],['@IRCTCofficial'],[],[],0
87,"West Bengal reports 885 COVID-19 cases, 11 fatalities. Infection tally rises to 15,13,014, death toll 17,927. The state now has 14,531 active cases of the disease.",west bengal report covid case fatal infect talli rise death toll state activ case diseas ,[],[],[],[],0
88,@KTRoffice With due respect ktr sir kcr sir please do justice for outsourcing nurses joined in covid.19 batch we have worked hard in pandemic situation  we have left our familiesand worked. In this situation in 24 hours thet taken decesion to terminate 1640 nurses.😭😭😭🙏🙏🙏🙏  https://t.co/E0Bbfaa6A1,respect ktr kcr justic outsourc nurs join covid batch work hard pandem situat left familiesand work situat hour thet deces termin nurs ,[],['@KTRoffice'],['https://t.co/E0Bbfaa6A1'],"['😭', '😭', '😭', '🙏', '🙏', '🙏', '🙏']",0
89,"Covid 19 has been polarising figure.  On one side.. there are people who are damaged by it   On the other side, there are people who made covid 19 into a lemonade everyday.  Free lemonade everyday.  We are going to die We are going to die We are going to die  Namaste!",covid polaris figur peopl damag peopl covid lemonad everyday free lemonad everyday die die die namast ,[],[],[],[],0
90,@KTRoffice With due respect ktr sir kcr sir please do justice for outsourcing nurses joined in covid.19 batch we have worked hard in pandemic situation  we have left our familiesand worked. In this situation in 24 hours thet taken decesion to terminate 1640 nurses.😭😭😭🙏🙏🙏  https://t.co/WrcelUi5yL,respect ktr kcr justic outsourc nurs join covid batch work hard pandem situat left familiesand work situat hour thet deces termin nurs ,[],['@KTRoffice'],['https://t.co/WrcelUi5yL'],"['😭', '😭', '😭', '🙏', '🙏', '🙏']",0
91,@KTRoffice With due respect ktr sir kcr sir please do justice for outsourcing nurses joined in covid.19 batch we have worked hard in pandemic situation  we have left our familiesand worked. In this situation in 24 hours thet taken decesion to terminate 1640 nurses.,respect ktr kcr justic outsourc nurs join covid batch work hard pandem situat left familiesand work situat hour thet deces termin nurs ,[],['@KTRoffice'],[],[],0
92,"@RaveenKr I  hve bn twting my requests to my state govt  not to allow tourists w/o required tests n enforce the Covid related protocols, strictly. But I too very strongly feel tht itvwas essentially a thoughtless decision n to open up state borders, in conditionally. Manali scene has  🙏",hve twting request state govt allow tourist requir test enforc covid relat protocol strictli strongli feel tht itvwa essenti thoughtless decis open state border condit manali scene ,[],['@RaveenKr'],[],['🙏'],0
93,Huh ??? Covid outbreak in Unilag  ???  https://t.co/LbH5Xv3nM7,huh covid outbreak unilag ,[],[],['https://t.co/LbH5Xv3nM7'],[],0
94,@akshaykumar Dad will pass away so that they will kick us from their home and even rice we got from covid distribution and vegetable one aunty helping us sometime but most of the time we eat rice with water or boil beans and cabbage that much we suffer and no fan in this season.  https://t.co/x29gC8ZToF,dad away kick home rice covid distribut veget aunti help time eat rice water boil bean cabbag suffer fan season ,[],['@akshaykumar'],['https://t.co/x29gC8ZToF'],[],0
95,WHO says countries should not order COVID-19 booster shots while others still need vaccines   https://t.co/J6D9ohpYNC,countri order covid booster shot vaccin ,[],[],['https://t.co/J6D9ohpYNC'],[],0
96,"I'm at COVID-19 Vaccine Center in Dammam, Ash Sharqiyah w/ @_itsayat9  https://t.co/QvRH3slAY2",covid vaccin center dammam ash sharqiyah ,[],['@_itsayat9'],['https://t.co/QvRH3slAY2'],[],0
