,tweet,clean_tweet,hastags,attherate,urls,emojis,label
203,"@NadraMedia I got both doses of corona virus vaccine from Expo Centre, lahore but still the certificate says Partially vaccinated?? @OfficialNcoc Called helpline and they have no clue.",corona viru vaccin expo centr lahor certif partial vaccin call helplin clue ,[],"['@NadraMedia', '@OfficialNcoc']",[],[],0
204, https://t.co/WEi0KCIdJX India Coronavirus Dispatch: Scientists say didnt back doubling vaccine gap #VaccineGap,india coronaviru dispatch scientist didnt doubl vaccin gap ,['#VaccineGap'],[],['https://t.co/WEi0KCIdJX'],[],0
207,first vaccine for coronavirus  https://t.co/IHx6P60uUN,vaccin coronaviru ,[],[],['https://t.co/IHx6P60uUN'],[],0
211,The Indian government wants to soon start inoculating children against the coronavirus. However there is no vaccine for that group yet. The Centre's plan is to cover at least 80 percent of the 130mn (13 crore) children falling in the 12-18 age group. https://t.co/es707f8T00,indian govern soon start inocul child coronaviru vaccin group centr plan cover percent crore child fall age group ,[],[],['https://t.co/es707f8T00'],[],0
232,Vaccinated! ✌️ #coronavirus #Vaccinated,vaccin ,"['#coronavirus', '#Vaccinated']",[],[],['✌️'],0
250,"Any combination of Pfizer or AstraZeneca Covid vaccine doses gives good protection against coronavirus, UK study suggests - @BBCWorld #COVID19  https://t.co/mEmD7CVSpg",combin pfizer astrazeneca covid vaccin give protect coronaviru studi suggest ,['#COVID19'],['@BBCWorld'],['https://t.co/mEmD7CVSpg'],[],0
256,"Parliamentary standing committee on Home Affairs, member asked Health Ministry officials about the efficacy of the available #COVID19 vaccines. The Committee further enquired if Indian vaccines can deal with possible third wave of coronavirus. I report👇  https://t.co/4mAHHCFXAu  https://t.co/fQqAVAZ4Ba",parliamentari stand committe home affair member ask health ministri offici efficaci avail vaccin committe enquir indian vaccin deal possibl wave coronaviru report ,['#COVID19'],[],"['https://t.co/4mAHHCFXAu', 'https://t.co/fQqAVAZ4Ba']",['👇'],0
270,"""Coronavirus: Can the new Delta Plus variant affect people who are fully vaccinated?""   https://t.co/Negu3Uu9yx",coronaviru new delta plu variant affect peopl fulli vaccin ,[],[],['https://t.co/Negu3Uu9yx'],[],0
283,So far only 4% of Indians have been fully vaccinated : @SitaramYechury (Rajya Sabha MP and CPI-M General). He has said that PM Modi's boast on the world's largest vaccination campaign is disgusting. .  #coronavaccination #coronavirus #COVID19  #Covid_19  https://t.co/0oK0hu6GYs,far indian fulli vaccin rajya sabha cpim gener modi boast world largest vaccin campaign disgust ,"['#coronavaccination', '#coronavirus', '#COVID19', '#Covid_19']",['@SitaramYechury'],['https://t.co/0oK0hu6GYs'],[],0
443,"@SriLankaTweet Oya ithin rata wahanna nedha lamayo oya sadda naga kiyanne.  This time curfew pass must be, fully vaccine card.  @RajapaksaNamal await your vaccine digital ID to avoid people printing fake vaccine cards.",oya ithin rata wahanna nedha lamayo oya sadda naga kiyann time curfew fulli vaccin card await vaccin digit avoid peopl print fake vaccin card ,[],"['@SriLankaTweet', '@RajapaksaNamal']",[],[],0
446,"@Pijush_hazarika Yes it is Sir, but the Police is not letting us go to the vaccination center in the name of night curfew. Whereas Vaccination center, Grocery &amp; medicine shops are open to serve the general public.",polic vaccin center night curfew vaccin center groceri medicin shop open serv gener public ,[],['@Pijush_hazarika'],[],[],0
450,@ufc  have to fight for the vaccine. Please train me.,fight vaccin train ,[],['@ufc'],[],[],0
451,"United will require new employees to show proof of Covid vaccine, following Delta  https://t.co/XXymcdN49g #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",unit requir new employe proof covid vaccin follow delta ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/XXymcdN49g'],[],0
452, https://t.co/PmNGKm4v32 Once infected from covid? Take a single shot of mRNA Vaccine nd get life time of immunity.,infect covid singl shot mrna vaccin life time immun ,[],[],['https://t.co/PmNGKm4v32'],[],0
454,Penn Study Suggests Those Who Had COVID19 May Only Need One Vaccine Dose  https://t.co/81Uc6zEyeC via @PennMedicine,penn studi suggest covid vaccin dose ,[],['@PennMedicine'],['https://t.co/81Uc6zEyeC'],[],0
457,Ashish shellar is seen initiating vaccine at Rs 1000 in mumbai when state is committed to free vaccine. Some r selling injection beds n ambulance Sewa. Stop this pl. offer insurance to all covids. State can give electricity n property tax waivers @BJP4Maharashtra @BJP4India,ashish shellar initi vaccin mumbai state commit free vaccin sell inject bed ambul sewa stop offer insur covid state electr properti tax waiver ,[],"['@BJP4Maharashtra', '@BJP4India']",[],[],0
458,@uzairsurhio HahHaha let’s see if that changes after vaccine or not! 😆,hahhaha chang vaccin ,[],['@uzairsurhio'],[],['😆'],0
459,U.S. administers 300.3 million doses of COVID-19 vaccines - CDC  https://t.co/r7JUsno2YV #Sipgrab #UnitingPeopleWithThePossibilities,administ million covid vaccin cdc ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/r7JUsno2YV'],[],0
460,@abhijitmajumder Don't report deaths ... Simple .... US : Deaths before vaccine .. India : Deaths after vaccines ...,dont report death simpl death vaccin india death vaccin ,[],['@abhijitmajumder'],[],[],0
461,Don't report deaths ... Simple .... US : Deaths before vaccine .. India : Deaths after vaccines ...,dont report death simpl death vaccin india death vaccin ,[],[],[],[],0
462,"US, India, China account for 60% of Covid vaccine doses distributed: WHO - The Economic Times  https://t.co/LyFuaRgw9B @DrTedros",india china account covid vaccin distribut econom time ,[],['@DrTedros'],['https://t.co/LyFuaRgw9B'],[],0
463,"@Samrejuvenated @bmcbbsr @CMO_Odisha @IPR_Odisha @HFWOdisha @HUDDeptOdisha @SRC_Odisha Ye, I just took my 2nd dose today.😶but leaving that, the problem remains the same. We have shortage of vaccine currently, so the govt will do what they think is necessary in this situation. And this will continue till we get a large quantity of vaccine, which will take time.",dose todaybut leav problem remain shortag vaccin current govt necessari situat continu till larg quantiti vaccin time ,[],"['@Samrejuvenated', '@bmcbbsr', '@CMO_Odisha', '@IPR_Odisha', '@HFWOdisha', '@HUDDeptOdisha', '@SRC_Odisha']",[],['😶'],0
464,#GetVaccinatedSoonIndia  We need vaccines,vaccin ,['#GetVaccinatedSoonIndia'],[],[],[],0
465,Who offered vaccines to Private Hospitals?,offer vaccin privat hospit ,[],[],[],[],0
466,Mission completed 2nd vaccine  #covaxine  Go corona go...,mission complet vaccin corona ,['#covaxine'],[],[],[],0
467,"@Samrejuvenated @bmcbbsr @CMO_Odisha @IPR_Odisha @HFWOdisha @HUDDeptOdisha @SRC_Odisha Again a stupid question. You do know we are going through shortage of vaccine, right? In this situation its important to vaccinate those who are due the 2nd dose because if not then all those 1st dose are wasted. Govt is going this for a reason, they know what they are doing.😅",stupid question shortag vaccin situat import vaccin dose dose wast govt reason ,[],"['@Samrejuvenated', '@bmcbbsr', '@CMO_Odisha', '@IPR_Odisha', '@HFWOdisha', '@HUDDeptOdisha', '@SRC_Odisha']",[],['😅'],0
468,So why don't you just start the vaccination for 18+group. Sir aapki technique hi galat he.. Some people are not so educated here. So if you can start giving vaccine to 18+ people. They can motivate their parents or grand parents. These elderly people only listen to their children,dont start vaccin group aapki techniqu galat peopl educ start give vaccin peopl motiv parent grand parent elderli peopl listen child ,[],[],[],[],0
469,And currently vaccination has started for 45+age group. But in some villages people are not taking vaccine rather they are threatening the health workers. They don't want to take vaccines.. Literally they are coming to beat the health workers. You have heard of this news maybe.,current vaccin start age group villag peopl vaccin threaten health worker dont vaccin liter beat health worker heard news mayb ,[],[],[],[],0
471,@INeetuDabas First vaccine of India ❤️,vaccin india ,[],['@INeetuDabas'],[],['❤️'],0
472,The excitement for the second dose of vaccine combined with the anxiousness of getting a slot on Cowin yet again is a devil's combo.,excit second dose vaccin combin anxious slot cowin devil combo ,[],[],[],[],0
473,So why don't you just start the vaccination for 18+group. Sir aapki technique hi galat he.. Some people are not so educated here. So if you can start giving vaccine to 18+ people. They can motivate their parents or grand parents. These elderly people only listen to their children,dont start vaccin group aapki techniqu galat peopl educ start give vaccin peopl motiv parent grand parent elderli peopl listen child ,[],[],[],[],0
474,"@ZahebHussain @kailash04111956 @RNTata2000 🤣🤣🤣 their is no problem of money, problem is shortage of vaccine ( shortage of vaccine materials)...  So please check news not tv shows  Ok I am working in wfh mode that doesn't means labour can't work they need money too",problem money problem shortag vaccin shortag vaccin materi check news show work wfh mode doesnt mean labour cant work money ,[],"['@ZahebHussain', '@kailash04111956', '@RNTata2000']",[],"['🤣', '🤣', '🤣']",0
477,"For easier future references in 2025, posting this picture today to mark my 1st jab of COVID-19 Vaccine. ✌🏼  P.S.: The best part was getting vaccinated at my own school - MES Bal Shikshan Mandir!   #covid_19 #vaccine #Pune #India  https://t.co/aELVpTdxq9",easier futur refer post pictur today mark jab covid vaccin best vaccin school bal shikshan mandir ,"['#covid_19', '#vaccine', '#Pune', '#India']",[],['https://t.co/aELVpTdxq9'],['✌🏼'],0
478,"@TimesNow This gentleman,so called BJP Vaccine man, if seen anywhere,Covid pandemic situation would be remembered",gentlemanso call bjp vaccin man anywherecovid pandem situat rememb ,[],['@TimesNow'],[],[],0
479,"@nimmala @9rajnish How cum when shortage of vaccines r there....u ppl managed to get almost 40,000 shots 🙄🤔",cum shortag vaccin thereu ppl manag shot ,[],"['@nimmala', '@9rajnish']",[],"['🙄', '🤔']",0
481,"Sir, kids want to know when their vaccine will be out..@mygovindia @DrJitendraSingh  https://t.co/tvFe0ZE1mG",kid vaccin ,[],['@DrJitendraSingh'],['https://t.co/tvFe0ZE1mG'],[],0
483,Just got my second dose of the Pfizer vaccine!!! 💉#fullyvaxed #PfizerVaccine #dubai  https://t.co/pfSXzHRDib,second dose pfizer vaccin ,"['#PfizerVaccine', '#dubai']",[],['https://t.co/pfSXzHRDib'],['💉'],0
485,Why?? The people are not getting vaccinated even they book their slot for vaccination..and workers are frequently saying they don't have vaccine..is it part of carelessness or reality of unavailability of vaccine.. The Condition of CHC LALGANJ  #UttarPradesh #VaccineShortage,peopl vaccin book slot vaccinationand worker frequent dont vaccinei careless realiti unavail vaccin condit chc lalganj ,"['#UttarPradesh', '#VaccineShortage']",[],[],[],0
486,Government Vaccine Data Shows Centre Distributed 6.95 Crore More Doses Than It Got: RTI Activist,govern vaccin data show centr distribut crore rti activist ,[],[],[],[],0
487,Further notice ! Wtf cancel 2nd dose of vaccine 🙄😒,notic wtf cancel dose vaccin ,[],[],[],"['🙄', '😒']",0
488,"These elitist crap-bags will never understand the difference. They should understand that unlike theirs, not everyone in the family consume alcohol. But medicine and vaccine are needed for everyone. These are the ubiquitous COVID for this society. Use Periyar as a Vaccine",elitist crapbag understand differ understand unlik famili consum alcohol medicin vaccin ubiquit covid societi periyar vaccin ,[],[],[],[],0
489,Judge tosses Houston hospital workers' lawsuit over vaccine requirement  https://t.co/JS4XVnT3Ki #Sipgrab #UnitingPeopleWithThePossibilities,judg toss houston hospit worker lawsuit vaccin requir ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/JS4XVnT3Ki'],[],0
490,"U.S. has administered 309.3 million doses of COVID-19 vaccines, CDC says  https://t.co/FS6TJAmj8L #Sipgrab #UnitingPeopleWithThePossibilities",administ million covid vaccin cdc ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/FS6TJAmj8L'],[],0
491,"This number makes me happy but watching the racket at Expo Center Khi makes me skeptical. The data entry guys were printing out vaccine certificates for a bunch of CNICs by themselves. Without biometric verification, how do we know ppl were even present, let alone vaccinated.",number happi watch racket expo center khi skeptic data entri guy print vaccin certif bunch cnic biometr verif ppl present vaccin ,[],[],[],[],0
492,"@ubairkhann Secondly, Fed govt also parked 1.1 Billion for procurement of COVID Vaccines..",secondli fed govt park billion procur covid vaccin ,[],['@ubairkhann'],[],[],0
493,Vaccines work because of your immune system. So vaccinate as you trust your immune system.,vaccin work immun system vaccin trust immun system ,[],[],[],[],0
495,@mohol_murlidhar Sir we are trying to do a vaccination drive in our Co. Facing a lot of challenges the center is saying PMC is causing hurdles and there is shortage of vaccines. Our Co. Has more than 500 employees please help sir.,vaccin drive face challeng center pmc caus hurdl shortag vaccin employe help ,[],['@mohol_murlidhar'],[],[],0
496,I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in India.,surpris disappoint privat hospit covid vaccin high cost govern free vaccin centr vaccin vaccin avail rich peopl common man india ,[],[],[],[],0
497,@JPNaddaOfficial I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only.When a common man has the rights in Ind,surpris disappoint privat hospit covid vaccin high cost govern free vaccin centr vaccin vaccin avail rich peopl onlywhen common man ind ,[],['@JPNaddaOfficial'],[],[],0
498,@MinisterHealth1 I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only.When a common man has the rights in Ind,surpris disappoint privat hospit covid vaccin high cost govern free vaccin centr vaccin vaccin avail rich peopl onlywhen common man ind ,[],['@MinisterHealth1'],[],[],0
499,@narendramodi I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in India,surpris disappoint privat hospit covid vaccin high cost govern free vaccin centr vaccin vaccin avail rich peopl common man india ,[],['@narendramodi'],[],[],0
500,@PMOIndia I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in India.,surpris disappoint privat hospit covid vaccin high cost govern free vaccin centr vaccin vaccin avail rich peopl common man india ,[],['@PMOIndia'],[],[],0
501,@drharshvardhan I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in Ind,surpris disappoint privat hospit covid vaccin high cost govern free vaccin centr vaccin vaccin avail rich peopl common man ind ,[],['@drharshvardhan'],[],[],0
502,@MoHFW_INDIA I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in India.,surpris disappoint privat hospit covid vaccin high cost govern free vaccin centr vaccin vaccin avail rich peopl common man india ,[],['@MoHFW_INDIA'],[],[],0
504,"@ErminK5 It's a joke on the pity state of Vaccines management on India, we don't have enough, but we have an over active foreign minister, who is out to build his own image by shipping out essential Vaccines, made in India !",joke piti state vaccin manag india dont activ foreign minist build imag ship essenti vaccin india ,[],['@ErminK5'],[],[],0
505,Astrazeneca vaccine very murah leh!😝  https://t.co/UqDeqsckCo,astrazeneca vaccin murah leh ,[],[],['https://t.co/UqDeqsckCo'],['😝'],0
506,"Malaysia's fighting two pandemics, Coronavirus &amp; Stupidity. At least one has vaccines. #KerajaanGagal",malaysia fight pandem coronaviru stupid vaccin ,['#KerajaanGagal'],[],[],[],0
507,Can't be corona vaccine be like that polio key drops.,cant corona vaccin like polio key drop ,[],[],[],[],0
509,@my_sejahtera my sisters say i need to mix-up vaccines in order to be allowed back into Canada🇨🇦  https://t.co/7pTX33KcOc,sister mixup vaccin order allow canada ,[],['@my_sejahtera'],['https://t.co/7pTX33KcOc'],['🇨🇦'],0
510,COVID-19 vaccines pre-prepared in syringes can be safely transported  https://t.co/hBTDhTlCJo #Nifty #sipgrab,covid vaccin preprepar syrinx safe transport ,"['#Nifty', '#sipgrab']",[],['https://t.co/hBTDhTlCJo'],[],0
511,@AljawazatKSA How a person already in Kingdom on visit visa can take covid-19 vaccine ?,person kingdom visit visa covid vaccin ,[],['@AljawazatKSA'],[],[],0
513,"#Nepal also needs more vaccines. 8% have received one dose, it’s got a long way to go…",vaccin receiv dose long way ,['#Nepal'],[],[],[],0
515,@Lokendr28589564 Ho but with vaccine and vaccine ho jaae phir to 2nd year ki bhi ho sakti h exam,vaccin vaccin jaae phir year bhi sakti exam ,[],['@Lokendr28589564'],[],[],0
517,24 clinics selected to administer Sinovac COVID-19 vaccine; S$10 to S$25 for single dose   https://t.co/2ztr0eI14N,clinic select administ sinovac covid vaccin singl dose ,[],[],['https://t.co/2ztr0eI14N'],[],0
522,"Dear Anubhvi Sinha, Congratulations! You have successfully completed the schedule of all doses of COVID-19 vaccine. You can download your certificate at -  https://t.co/DzWMkrUI8K - CoWIN  #vaccinatedandhappy #covaxin2nddose  https://t.co/wOsB04I1dj",dear anubhvi sinha congratul success complet schedul covid vaccin download certif cowin ,"['#vaccinatedandhappy', '#covaxin2nddose']",[],"['https://t.co/DzWMkrUI8K', 'https://t.co/wOsB04I1dj']",[],0
523,"I have successfully completed the schedule of all doses of COVID-19 vaccine.   Thanks to hon. CM @himantabiswa sir, hon. health minister @keshab_mahanta  sir and also thanks to @nhm_assam  https://t.co/2V3wflSGSC",success complet schedul covid vaccin hon hon health minist ,[],"['@himantabiswa', '@keshab_mahanta', '@nhm_assam']",['https://t.co/2V3wflSGSC'],[],0
524,2nd dose of Covid 19 Vaccine  Thanks Pakistan  #CovishieldVaccine  #COVIDVaccination  #Sinovac  #Islamabad  Thanks @dcislamabad for such a huge and wonderful arrangements  https://t.co/TBzjG4tIrg,dose covid vaccin pakistan huge wonder arrang ,"['#CovishieldVaccine', '#COVIDVaccination', '#Sinovac', '#Islamabad']",['@dcislamabad'],['https://t.co/TBzjG4tIrg'],[],0
525,They believed Vaccine will make them impotent,believ vaccin impot ,[],[],[],[],0
526,@dmshopian revealed  that district admin kick-started the Vaccination drive for the18-44 age bar persons the masses particularly the age appropriate persons who are most vulnerable the Covid infection take vaccine on priority basis @diprjk @OfficeOfLGJandK  https://t.co/iJCp21wsBh,reveal district admin kickstart vaccin drive age bar person mass particularli age appropri person vulner covid infect vaccin prioriti basi ,[],"['@dmshopian', '@diprjk', '@OfficeOfLGJandK']",['https://t.co/iJCp21wsBh'],[],0
527,@Ohisama15612173 Headache is unlikely to be due to vaccine,headach unlik vaccin ,[],['@Ohisama15612173'],[],[],0
532,second vaccine 🦠💉,second vaccin ,[],[],[],"['🦠', '💉']",0
533,"@itsManghwani Yes, testing because of vaccine side effects and enjoying the view.",test vaccin effect enjoy view ,[],['@itsManghwani'],[],[],0
536,"@hogo_leyy @digitaltrendz22 @Tejasvi_Surya No doubt, India is a country of 1.3 billion population, but it also is the largest producer of vaccines in the world!",doubt india countri billion popul largest produc vaccin world ,[],"['@hogo_leyy', '@digitaltrendz22', '@Tejasvi_Surya']",[],[],0
538,@SyedNasirHShah Sir you are right. Now please also answer his concerns about vaccine corruption in Sindh and expose him,answer concern vaccin corrupt sindh expos ,[],['@SyedNasirHShah'],[],[],0
539,What about countries that doing Chinese Covid 19 vaccines #Sinopharm #Sinovac to there citizens @arabtimeskuwait @Saudi_Gazette @PakinKuwait @SajjadDiplomat @mophrd @ForeignOfficePk,countri chines covid vaccin citizen ,"['#Sinopharm', '#Sinovac']","['@arabtimeskuwait', '@Saudi_Gazette', '@PakinKuwait', '@SajjadDiplomat', '@mophrd', '@ForeignOfficePk']",[],[],0
542,"Mak and ayah aku dah received appointment date for their vaccination this weekend, so they plan to make a medical check up today before get the vaccine.   Since I’m working they decide to take a grab to go our panel clinic. But then..",mak ayah aku dah receiv appoint date vaccin weekend plan medic check today vaccin work decid grab panel clinic ,[],[],[],[],0
545,Now I’m super hungry... side effect of vaccine 😂,super hungri effect vaccin ,[],[],[],['😂'],0
547,They were supposed to end vaccine apartheid.   Fun fact: US recently donated 80 vials of vaccines to Trinidad and Tobago.   #vaccine,suppos end vaccin apartheid fun fact recent donat vial vaccin trinidad tobago ,['#vaccine'],[],[],[],0
548,"1st &amp; 2nd dose Covisheild VACCINES for 45+ Citizens/Health Care Workers/Front Line are available on 18/06/21at :  1) NMMC ESIS JUMBO Vaccination Centre, Sec 5, Vashi, NMMC Hospital Vashi, NMMC UHP Sec 1, Vashi &amp; 23 NMMC Urban Primary Health Centres.    Timing : 9 AM to 5 PM...  https://t.co/7FX06kpLx8",dose covisheild vaccin citizenshealth care workersfront avail nmmc esi jumbo vaccin centr sec vashi nmmc hospit vashi nmmc uhp sec vashi nmmc urban primari health centr time ,[],[],['https://t.co/7FX06kpLx8'],[],0
549,@sacredeastwind @UNICEFIndia 😣 we are also scrambling for vaccines while the US offers doobies if you get jabbed,scrambl vaccin offer doobi jab ,[],"['@sacredeastwind', '@UNICEFIndia']",[],['😣'],0
551,"Thank you, @ChatrapurNac @Ganjam_Admin @CMO_Odisha for regular availability of the vaccine &amp;  scenic vibes of  vaccine centre's &amp; following the protocol of Distance maintenance with proper guidance so that we can get safely vaccinated. Please Come forward and let`s get vaccinated  https://t.co/uF5dbWXXzc",regular avail vaccin scenic vibe vaccin centr follow protocol distanc mainten proper guidanc safe vaccin forward vaccin ,[],"['@ChatrapurNac', '@Ganjam_Admin', '@CMO_Odisha']",['https://t.co/uF5dbWXXzc'],[],0
552,"Under  the guidance of Sh. Sanjay Srivastava, Chairman vaccination program has also been started by the team of BBMB, Dispensary, Chandigarh.Dispensary team is vaccinating 100 to 120 individuals on daily basis. #COVIDVaccination #vaccine #COVID19 #VaccinationDrive @MinOfPower  https://t.co/dwaJ5XPjd9",guidanc sanjay srivastava chairman vaccin program start team bbmb dispensari chandigarhdispensari team vaccin individu daili basi ,"['#COVIDVaccination', '#vaccine', '#COVID19', '#VaccinationDrive']",['@MinOfPower'],['https://t.co/dwaJ5XPjd9'],[],0
553,"@hogo_leyy @digitaltrendz22 @Tejasvi_Surya Despite vaccine hesitancy, vaccines are not available for those who want to get vaccinated.  When shortage is the problem it would be wise to work on improving the supply part first rather than creating awareness of importance of vaccination",despit vaccin hesit vaccin avail vaccin shortag problem wise work improv suppli creat awar import vaccin ,[],"['@hogo_leyy', '@digitaltrendz22', '@Tejasvi_Surya']",[],[],0
554,@Coltr_Jogulamba DISTRICT HEALTH OFFICER name and contact details not available in the  https://t.co/HQgzhGtQew of Jogulamba. How do we reach out to PHCs and CHCs ? Or is there a call centre where we can reach out to check where and when vaccine is available,district health offic contact detail avail jogulamba reach phc chc centr reach check vaccin avail ,[],['@Coltr_Jogulamba'],['https://t.co/HQgzhGtQew'],[],0
555,"@Coltr_Jogulamba DISTRICT HEALTH OFFICER Sir, how do we disseminate the availability of vaccination at PHCs and CHCs ? How do the people in the village will get to know when and where vaccine is available and for which age group. ASHA WORKERS cannot reach out to all.",district health offic dissemin avail vaccin phc chc peopl villag vaccin avail age group asha worker reach ,[],['@Coltr_Jogulamba'],[],[],0
