created_at,username,tweet,language,replies_count,retweets_count,likes_count
2021-08-04 04:06:55 India Standard Time,polsek_badau,@Repost @metrotv . . .  Mulai 2 Agustus 2021 Kementerian Kesehatan RI mencanangkan program vaksinasi ibu hamil. Vaksinasi melawan Covid-19 disambut positif tenaga kesehatan yang berada di bawah Perkumpulan Obstetri dan Ginekologi.  Bagaimana prosedur program vaksinasi ibu hamil  https://t.co/SDki0TFlSl,in,1,0,1
2021-08-04 03:56:02 India Standard Time,engtbag,"Who- Considerations regarding ""consent"" in vaccinating children and adolescents between 6 to 17 years old. منظمة الصحه العالميه- ""الموافقه"" على تطعيم الاطفال من عمر 6 الى 17 سنه 1⃣ #الحرية_الطبية #COVID19 #متضرري_اللقاح #ساحة_الإرادة #لا_للتطعيم_الاجباري  https://t.co/YYVcSNbIed",ca,3,10,37
2021-08-04 03:12:29 India Standard Time,prallav_sharma,@jayesh_ranjan I hope you and your family is safe from covid 19 . please ask your family and Yourself to travel in public bus/train and public transport for 1 month .this will help us believe that covid protocol are strong.,en,0,0,0
2021-08-04 03:07:07 India Standard Time,yourfeverdreams,١٤٤٢/١٢/٢٤ | 03/08/2021 مركز لقاحات COVID-19 - المعهد الوطني.  -چان يجتمع الـTeam العظيم من جد وجديد، يضحك كيف ٤ ايام سحبت عالتطوع وكأنها شهر مادري كيف بصارح نفسي انها شهر بالكثير وراح يتفركش كل شيء 🥲، وچان برضو اليوم كسرت الـRecord وقدرت اطعم قرابة الـ100 شخص لوحدي 🤪🔥.  https://t.co/HQ7VZZdnPZ,ar,1,0,10
2021-08-04 03:01:27 India Standard Time,maslizamustafa,"For the time being, continuing to  mask up, as well as  other simple precautions such as physical distancing, hand hygiene, avoid crowded and confined places as much as possible. As the saying goes,  ""sediakan payung sebelum hujan"".  #MaskUp #COVID19 #StaySafe",en,0,0,1
2021-08-04 02:38:27 India Standard Time,bilalhussainch3,"Ex CM of Sindh nd our Honourable Saeen Qaim Ali shah positive for COVID-19 , prayers for speedy and complete recovery from Covid19.   May Allah bless him with healthy and long life amen sum ameeen  @ShahNafisa  https://t.co/zwEapjL4kF",en,0,2,4
2021-08-04 01:55:10 India Standard Time,mdmitonislam1,HPM #SheikhHasina-led @albd1971 Govt. plans to vaccinate approx. 10 million people Vs #COVID19 in a week starting Aug 8 when ongoing mass #vaccination drive is extended to the grassroots union level.  #VaccineForAll #VaccineEquity @CEPIvaccines @gavi    https://t.co/QK7CYMcKIg,en,0,0,1
2021-08-04 01:52:45 India Standard Time,mdmitonislam1,সরকারের পক্ষ থেকে বিনামুল্যে কোভিড -১৯ ভ্যাকসিন প্রদান কার্যক্রম চলমান রয়েছে   আগামী ৭-১২ আগস্ট ২০২১ পর্যন্ত দেশব্যাপী কোভিড-১৯ ভ্যাকসিনেশনের ক্যাম্পেইন চলবে   #CoronaVaccation #COVID19 #MOHFW #DGHS #COVID19Bangladesh  #NoMaskNoEntry #সেবা_পেতে_মাস্ক_পরুন  https://t.co/l6KtQkBweN,bn,0,0,5
2021-08-10 05:13:26 India Standard Time,_rodahidup,Saravanan: Employers must pay for Covid-19 screening tests for employees | New Straits Times  https://t.co/6s2SxB0zT4,en,0,0,0
2021-08-10 04:32:52 India Standard Time,firasro,Day after day covid-19 took someone precious away from people’s life 💔,en,0,0,0
2021-08-10 02:09:30 India Standard Time,nation_doctors,Happy Birthday with good wishes for His Healthy &amp; Happy Life ❤️  Thanks! 🇮🇳  https://t.co/ClzWihOkie 🇮🇳 Sincerely Public Apriciated website for Doctors support to Nation People in Covid-19.,en,0,0,1
2021-08-10 01:51:53 India Standard Time,shubhroxz,If I was @Neeraj_chopra1 @BajrangPunia @ravikumardhaiya @LovlinaBorgohai or Olympic contingent  came from #Tokyo2020 today would have asked fans not to gather  welcoming them &amp; #maintainsocialdistance considering that #COVID19 3rd wave is just around &amp; We may face 1 more disaster,en,0,0,0
2021-08-10 01:48:34 India Standard Time,nation_doctors,"Sincerely Publicly Apriciated website for Doctors supports to Nation People in Covid-19.  Made in India 🇮🇳 Made for World !  Please like, Rt in favor of Nation love ❤️  https://t.co/txCA8pgMTM",en,0,0,2
2021-08-10 01:36:52 India Standard Time,solim_mohamad,The Council of Europe and UNHCR support Member States in bringing refugee health workers into the COVID-19 response:  https://t.co/DI2HlX02mv via @refugees,en,0,0,1
2021-08-10 00:53:36 India Standard Time,ainahnia,"At that time i didnt know i am a Positive  Covid-19. But now Alhamdullillah i think ive already recover. And tmrw my quarantine, probably will be over after swab test. And getting my 2nd dose.",en,0,0,0
2021-08-09 23:19:36 India Standard Time,sayan_dey,"Don't need rocket-science to predict that this was always on the cards, given the US administration had asked the citizens to come out without masks on, after vaccination, as I had pointed out back in May. That was just a blatant error! #COVID19 #USA   https://t.co/2dr2S1kkpH",en,0,0,0
2021-08-09 23:02:56 India Standard Time,kumarshailesh91,When we will get freedom from mask 😷   #COVID19,en,0,0,0
2021-08-09 22:56:51 India Standard Time,ineeteshdwivedi,#COVID19 के दौरान जनता के हित में किए गए कार्य सराहनीय हैं।  आपका हार्दिक आभार 🙏💐 #KhajurahoLoksabha,hi,1,1,1
2021-08-09 22:49:57 India Standard Time,pranjitsharma36,"@ATULBORA2 Sir,…Pray for your early &amp; speedy recovery from Covid-19. Recovery",en,0,0,1
2021-08-09 22:44:13 India Standard Time,guwahatiplus,"1,40,454 tests were conducted in #Assam on August 9 of which 1120 have tested positive for #COVID19.   197 of these cases were from Kamrup Metro. The positivity rate is at 0.80%  #AssamCovidUpdate #Guwahati #CoronavirusPandemic  https://t.co/qL17Jo1jSb",en,1,2,9
2021-08-09 22:22:43 India Standard Time,advjebimather,Aluva Municipality completes 150 Covid Bulletins.   Today’s Covid Bulletin(151) &amp; (152) Aluva Municipality   #COVID19  https://t.co/QMncowu0l0,en,1,4,7
2021-08-09 22:16:12 India Standard Time,faheemahmadadv,"May Allah make this year better for us, shower His mercy and make us better Humans &amp; better Muslims and protect this whole world from #COVID19 😷😇🌸 May Allah be please with all of us. Ameen 🤲🏻 #Muharram #IslamicNewYear  #محرم_الحرام  https://t.co/gycs2XKCoO",en,0,0,3
2021-08-09 22:15:34 India Standard Time,wikiayiyaa,#BREAKING I SAID&gt;END LAST YEAR&gt;LACKIN VENTILTRS/OXYGN WAS DA TIME PAVITHRA WS FLOOZING AROUND WT SHAVENDRA/ANIL SAYIN FLoB BETTER DAN USA&gt;COVID MATTERS. DIS IS DA CASE-MORONS COMPARE FLoB WT BEST LANDS&gt;ENDS UP WORSE-Wiki Wiks '21-08-09 #SriLanka #COVID19   https://t.co/dLI313L4so,en,0,0,0
2021-08-09 22:01:19 India Standard Time,uzair139,"So Sad and Unfortunate ..the bridge about which I felt proud,  concerned department and Authorities, the Bridge got demolished in monsoon. This is the  result of poor accountability and transparency. #COVID19 #CORRUPTION @dawn_com @ImranKhanPTI #AssamPoliceFakeEscort @KPKUpdates  https://t.co/eTBJ6nbH6c",en,0,0,0
2021-08-09 21:58:01 India Standard Time,amitpawar87,Central government is taking all precautions fighting #COVID19  https://t.co/2VM4Mikqsd,en,0,0,1
2021-08-09 21:56:31 India Standard Time,mooto68051929,"As part of a global initiative aimed at equitable access to #COVID19 vaccines, a shipment of almost 1 million Sinopharm jabs was sent from #China to #Pakistan on Monday. Through this shipment, CNBG has begun fulfilling its vaccine supply commitment to COVAX.",en,0,0,0
2021-08-09 21:54:29 India Standard Time,hs5xrg,Covid-19 มีอานุภาพทำลายล้างจริงๆ มองไม่เห็นตัวด้วย,th,0,0,0
2021-08-09 21:49:53 India Standard Time,gulhimaa,The many facets of cutaneous manifestations of #COVID19 #medtwitter #dermtwitter #SARSCoV2 #Sars_Cov_2 #skin #hairfall #Corona,en,0,1,3
2021-08-09 21:46:05 India Standard Time,syerie,Selamat menyambut Awal muharram 1443 hijri  Daripada kami di @anas_aneesa_kitchen  Semoga semua rakyat Malaysia kekal tabah mengadapi Pandemik Covid-19 ini. #stayathome #kitajagakita  #covid_19 #pleasegoaway  https://t.co/uRp8tqmXrJ,in,0,0,0
2021-08-09 21:42:26 India Standard Time,moghemilind,"@AskAnshul By @TimesNow #India reports 35,499 new #COVID-19 cases, 447 fatalities in past 24 hours.   https://t.co/RPTc414bzO",en,0,0,0
2021-08-09 21:24:01 India Standard Time,sato_cnb,やべーやつじゃん。 「おれ、コロナ対応で頑張ったから罪犯しても、お咎めなしね」ってことでしょ。  Covid-19当局者らが何らかの犯罪を犯した場合、刑事告発を受けないよう法的保護を与えるって。。  こんなものは廃案にしてしまえ。   https://t.co/cCLYWeqEij,ja,2,1,20
2021-08-09 21:20:08 India Standard Time,sksinghdentist,@aomsiOfficial @AOCMF_official @aomsitnp  @JagranNews #COVID19 #PostCovid  https://t.co/5iVEmzhItO,und,0,0,0
2021-08-09 21:18:19 India Standard Time,fatehpurpolice,"#SPFhr के निर्देशन में जनपद के विभिन्न थानों से #कानून_व्यवस्था  के दृष्टिगत थाना क्षेत्रो में #COVID19 गाइड लाइन अनुपालन कराते हुए संदिग्ध लोगों चेक किया गया, पैदल गस्त कर आमजन को सुरक्षा का एहसास दिलाया। #UPPolice @Uppolice @dgpup @CMOfficeUP @ADGZonPrayagraj @igrangealld  https://t.co/BvZR8sdwZW",hi,2,2,26
2021-08-09 21:18:17 India Standard Time,lolita_tnie,Details of #covid19 status in diff parts of Karnataka:  https://t.co/FMxLsl0Quj,en,0,0,2
2021-08-09 21:16:13 India Standard Time,lolita_tnie,"For 2nd consec day, just 1 #COVID19 death in Bengaluru. City had 296 new cases on Sund. #Karnataka 24 deaths &amp; 1186 cases. Tsts 132192 Dch 1776  +vty rat: 0.89% @ChitraSundaram7 @dr_asr @sun_usind @scooban @SunithaNahar @Amit_A_Tiwari @SimplyJaya4 @ShobhaMookerje1 @airavatvolvo",en,3,7,12
2021-08-09 21:14:06 India Standard Time,syahidzulkefli_,"Setakat hari ini 10,961 orang telah meninggal dunia. Mereka tidak terkenal, mereka bukan selebriti, namun semoga liputan media yang meluas tentang pemergian Siti Sarah membuka mata kita semua bahawa 10k itu bukan sekadar angka, tetapi nyawa, nyawa yang hilang akibat COVID-19.",in,0,0,1
2021-08-14 05:16:54 India Standard Time,nazuriyamada1,Operating rooms at the Covid-19 national quarantine and treatment center.August 2021. #thesanitiserman #FrontlinersMalaysia #covid19malaysia #kitajagakita #PKRC #iPhone12Pro  https://t.co/3ecwySBzYs,en,0,0,0
2021-08-14 05:10:20 India Standard Time,werenphan2008,"Take that first step, confidence follows  #COVID19 #ipoh  https://t.co/Z4O2eGsAx9",en,0,0,1
2021-08-14 05:08:16 India Standard Time,soso888,"チョンブリ県COVID19 新規感染者1,254 人 2021年8月14日06:30  ムアンチョンブリ296人、シラチャ346人、 バンラムン（パタヤ）216人  施設,市場、建設現場、家族間、知人間での感染  累積感染者44,356人 23,702が治癒、20,419人が治療中 死者+13人累積死者235人  https://t.co/j0bcQKucwy",ja,0,1,4
2021-08-14 04:26:39 India Standard Time,ginanjartrisno,Pemerintah mempercepat penyaluran bansos pada masyarakat yang terdampak COVID-19. Vaksin Tuntaskan Pandemi  https://t.co/HcXhwFF7bB,in,0,0,0
2021-08-14 03:57:04 India Standard Time,mostafa_razm444,@WHO  Help my (Iran) S. O. S #soslran  #Covid_19  https://t.co/iS1IWos9cL,en,0,0,1
2021-08-14 03:55:16 India Standard Time,srsghosh,"""COVID-19: Here’s a list of some of the organisations helping India cope""   https://t.co/v0qJ6NDaVD",en,0,0,0
2021-08-14 03:44:21 India Standard Time,saifeezubi98,This hotel got special permission to operate in night also during the pandemic covid-19 . Locals contiously complaining on 100 but no action has been initiated to him @MumbaiPolice @ @vishwasnp @MCGM_BMC @rajeshtope11 @CMOMaharashtra  @CPMumbaiPolice @TV9Marathi  https://t.co/IYRHdooam4,en,3,1,0
2021-08-14 03:43:57 India Standard Time,qwintessentwit,No wonder I am falling sick once again as I got #Sinopharm vaccination but it's not effective against new variants of #Covid_19,en,1,0,0
2021-08-14 03:25:17 India Standard Time,mohamoudslh,INAA LILLAH WA INAA ILEYHI RAAJICUUN  Alle ha u naxariisto Guddoomiyihii Guddiga Xalinta Khilaafaadka Doorashooyinka Marxuum Cabdullaahi Abyan Nuur oo ugu geeriyoodey COVID-19 magaalada Muqdisho.  https://t.co/DvBvrq0l8T,in,0,1,0
2021-08-14 02:16:47 India Standard Time,samrinahashmi,"The #DeltaVariant is more dangerous than other variants of the virus that causes #COVID19.  Get vaccinated as soon as you can. If you’re in an area of substantial or high transmission, wear a mask indoors in public, even if you’re fully vaccinated.  More:  https://t.co/aDrSAkaRbA.  https://t.co/kyZI8GPtjy",en,0,1,4
2021-08-14 01:50:59 India Standard Time,ravinda28821378,Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India ⬇️ #Covid19IndiaHelp  MR ravindar12 🙏 you,en,1,0,0
2021-08-14 01:42:47 India Standard Time,zamanzulhelmy,Krisis 3 Penjuru:- 1) Krisis Kesihatan - Disebabkan Covid19 2) Krisis Ekonomi - Sektor Ekonomi Tutup 3) Krisis Politik - Ahli politik bergolak  https://t.co/C7zuwOYOvX,in,1,0,0
2021-08-14 01:20:28 India Standard Time,bishwambharmis9,Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India ⬇️ #Covid19IndiaHelp Be Safe &amp; Keep India Safe.,en,0,0,0
2021-08-14 01:11:09 India Standard Time,abdiaziz_alim,"Ilaahay ha u naxariisto Cabdullahi Abyan Nuur, Guddoomiyihii Guddida Xallinta Khilaafaadka Doorashooyinka Qaranka oo caawa COVID-19 ugu geeryooday cusbataalka Martini ee Magalaada Muqdisho. Rabbi Naxariistii Janno ha ku abaal mariyo.  https://t.co/V7t7c5fyET",in,0,0,1
2021-08-14 00:54:58 India Standard Time,drafaquepsf,ڈرائیو تھرو کی اس سہولت سے روزانہ 2500 افراد کو ویکسین لگائی جا سکے گی۔ #SindhGovernment #SindhHealth #Covid19 #CoronaVaccine #drivethrough #HBL #PCB #VaccinationCenter #NationalStadium #Karachi #Sindh #NCOC,ur,0,0,0
2021-08-14 00:47:33 India Standard Time,farezrusman,"Dan hari ni (13/08/2021), Pak Tam aku telah ditidurkan di hospital di Kedah akibat covid19. Paras oksigen berkurang hingga 60%. Semoga ada keajaiban berlaku kepada PakTam.   You’re one strong man Pak Tam. I know you can win the war! 💪",in,0,0,0
2021-08-14 00:40:19 India Standard Time,korutlarajad,ఈ రోజు COVID_19 మొదటి వ్యాక్సిన్ టీకా  వేయించుకోవడం జరిగింది. ప్రజలు ఏ లాంటి భయాందోళన  లేకుండా వ్యాక్సిన్ టీకా వేయించుకోవాలని కోరుతున్నాను. జై హో నరేంద్రమోది. 🚩 జై హింద్. భరత్ మతకి కి జై.  @Arvindharmapuri @BJP4Telangana @narendramodi  https://t.co/Vmu7EKe9Ws,te,0,0,1
2021-08-14 00:39:53 India Standard Time,ahmadnazir655,129 new COVID-19 positive cases have been reported today on 13-8-2021 in Jammu and Kashmir  https://t.co/F3b4mJely0,en,0,0,1
2021-08-14 00:39:32 India Standard Time,konnektify,@wakeupfromcovid #Covid19  #Pandemic #Plandemic #PlannedDemic,und,0,0,0
2021-08-14 00:29:48 India Standard Time,vinayku34028615,#Covid_19 I am #vaccinated  https://t.co/nkHFLFPxV6,und,1,0,2
2021-08-14 00:23:34 India Standard Time,h_haneef,"Yet Maldives welcomes Indian tourist despite the fact of Covid19 situations, however Maldivian can’t travel India as tourists even though Maldives is more safer. So called friendship, @abdulla_shahid @HCIMaldives @MoFAmv",en,0,0,0
2021-08-14 00:17:57 India Standard Time,mateenlrk44,#Covid_19 #14august2021 #14August  https://t.co/kkkM7I97nl,und,0,0,0
2021-08-14 00:16:21 India Standard Time,safikhanmagical,@LadyVelvet_HFQ Very rightly indicated respect from #Pakistan needs much more quick direction to defeat #COVID19 through #CovidVaccine on massive scale globally #vaccinated #VaccinEquity need to assure #VaccinesWork properly no discriminate to inject lower quality or mixture of useless #vaccines,en,0,0,0
2021-08-14 00:11:27 India Standard Time,vipinsi96695537,"Sir, I am taking follow-up with you because I have lost my job due to covid’19 and my loan EMI is due from last two month. So I would request you kindly release my refund asap.",en,0,0,0
2021-08-14 00:10:29 India Standard Time,safikhanmagical,@DrTedros Very rightly indicated respect from #Pakistan needs much more quick direction to defeat #COVID19 through #CovidVaccine on massive scale globally #vaccinated #VaccinEquity need to assure #VaccinesWork properly no discriminate to inject lower quality or mixture of useless #vaccines,en,0,0,0
2021-08-14 00:09:53 India Standard Time,seemas_khan,"@AUThackeray Sir, you can check my Tweets and activities. Do you think I am a cheater or playing politics. @tweeter has been my fmly since last Covid 19. Your people here know my social activities very well. I want you to know what's happening. 🙏",en,0,0,0
2021-08-14 00:08:08 India Standard Time,heyamrit,Got vaccinated today  Did you vaccinate?  No! Then get yourself vaccine soon &amp; help break this virus 🦠 chain   #COVID19 #vaccinated  https://t.co/otJdeaGHtS,en,0,1,1
2021-08-14 00:06:47 India Standard Time,alejojohnson,"Morocco 🇲🇦 Receives 600,000 Doses of the Pfizer Vaccine Today 💉 💉 💉  #Morocco #Maroc #المغرب #Africa #NorthAfrica #pandemic #COVID #COVID19 #Pfizer @pfizer #vaccination #vaccine #Sinopharm   https://t.co/UjDdXGvDQt",en,0,0,0
2021-08-14 00:06:13 India Standard Time,safikhanmagical,@thehill Great voice towards vaccination supporting from #Pakistan to #Canada for defeating #COVID19 through massive &amp; safe #CovidVaccine as #CovidIsNotOver,en,0,0,0
2021-08-14 00:05:50 India Standard Time,gangadharodisha,"Scoring a new milestone, Bhubaneswar has become the first city to achieve 20 Lakh COVID19 vaccination. #naveen4odisha  https://t.co/3jMmK3vYf4",en,0,0,0
2021-08-14 00:05:15 India Standard Time,tausiful94,To compensate the lost time due to Covid-19 pandemic.    https://t.co/RiZTbIQhOO  https://t.co/IJHquTwTRx,en,0,0,1
2021-08-14 00:04:40 India Standard Time,matte_man23,@axrilkmn Saya obes and ex covid19 survivor tp sngat bersyukur dpt sembuh ❤️,in,0,0,0
2021-08-14 00:04:14 India Standard Time,drdebduttab,To serve the motherland is a dream for all.but being a laboratory scientist I never thought I could do it until 9th April 2020..All battles r not fought in a battlefield some are in Lab too..Proud to lead a team to fight against #Covid19 &amp; serve the people of #IndiaAt75 #JaiHind  https://t.co/bRTqsUiRZw,en,2,4,19
2021-08-13 23:59:17 India Standard Time,iravikoranga,Online Classes - Dark Times 2020 New NFT available on @wazirxnft   50% of the profit will go to the Covid Relief Funds.   https://t.co/xq6ALVsAG6  #wazirxnft #nftwazirx #nft #nftcommunity #nftcollector #pandemic #nftart #ravikoranga #darktimes2020 #coronavirus #Covid_19  #COVID19,en,0,1,0
2021-08-13 23:44:52 India Standard Time,zaid_khilji,Farmer protest #FarmersProtest #BJPMotto_KeepFarmersPoor #Delhi #COVID19 #liveline #FarmersProtest @aimim_national @ndtv @RahulGandhi @asadowaisi @msisodia @ravishndtv @CPHydCity  https://t.co/caFc1vtWrm,en,0,0,0
2021-08-20 05:15:29 India Standard Time,rdnaiman,"@SyedSaddiq Yb pun kejap kecam, kejap support orang yang berkumpul waktu Covid-19 ni dah kenapa?",in,0,0,3
2021-08-20 05:01:47 India Standard Time,ianmcintyre73,"Switch focus to Covid-19 variants infecting vaccinated folk, MoH urged  https://t.co/IXOQepOMgU",en,0,0,0
2021-08-20 03:55:42 India Standard Time,hen_cheng,King of Malaysia has a very difficult decision to make in the choice of Prime Minister Does he choose the one backed by 112 or &gt;MPs❓ OR Does the King choose the one who can manage Covid-19 &amp; weakened economy❓ Who is more important ❓ Nation &amp; people or political figures❓🤔🤨  https://t.co/FABx5QmkZD,en,2,0,0
2021-08-20 01:16:24 India Standard Time,mazedkhan7,COVID - 19 is still dangerous stage. 159 people died last 24 hours in Bangladesh. It is a far reduced status. May Allah kind saving us from this  disease.,en,0,0,0
2021-08-20 01:01:42 India Standard Time,ihisyam,"Me after a long day of doing nothing.  #workfromhome #insomniac #pkp #pkpd #covid_19 #lockdown #mentaldown #rockers #random #tgif   Credit : JAYY @ Kuala Lumpur, Malaysia  https://t.co/lZpg1cwNnA",en,0,0,0
2021-08-20 00:29:24 India Standard Time,dreamshipper,"Despite of good relationship between BD &amp; India,ur GOVT pushed us very bad situation by stopping Onion export. And specifically stopped the supply of Covid-19 #AstraZeneca Vaccine in crucial time! Can you imagine what a shameful matter based on the relationship? Mr @SuvenduWB 2/3",en,1,0,0
2021-08-20 00:28:57 India Standard Time,bhargav75069598,@ourvadodara @MyVadodara @PMOIndia @CollectorVad Today in Sandesh newspaper I saw 2 ml covid19 bottles are fake nd since I got 2nd vaccine it was same 2ml where Siram company don't produce now I'm confused about what to do with it 😠,en,0,0,0
