,username,created_at,replies_count,retweets_count,likes_count,tweet,language
54,varaprasadk2,2021-06-05 00:37:45 India Standard Time,0.0,0.0,0,"Unemployment rate before Covid after Covid 📍   Mostly, Young Economist listen 📍  Not because Covid, the reason that criminal in our Indian Politicians📍  Quality less education what's the use📍  @V6News @PMOIndia @TelanganaCMO   Last since 2018 conveying to setup by step 📍 😂",en
55,ksharma2714,2021-06-05 00:36:00 India Standard Time,0.0,0.0,0,"Madhya Pradesh reports 798 new COVID-19 cases, 50 deaths in the last 24 hours",en
68,vipin_pandey05,2021-06-05 00:13:47 India Standard Time,0.0,0.0,0,@srinivasiyc @IYC Congress is more dangerous than a pandemic lik covid😂😂😂😂😂😂,en
69,_rodahidup,2021-06-05 00:11:46 India Standard Time,0.0,0.0,0,"People rejected, allergic to Pfizer-BioNTech or Moderna vaccines to be reimbursed if they get Sinovac COVID-19 jab at private clinics   https://t.co/xsYnsnwM9i",en
76,tabrezkhansab92,2021-06-04 23:55:01 India Standard Time,1.0,1.0,7,"#Alhamdulillah 33rd day of @KhidmatEMillat team distribute food package to #COVID patients attenders in QP, Maridan L, Tipu Sultan, Mannur, GIMS, Turman Cc Hospital's Gulbarga under the leadership of @Wahaj_Baba.  #COVIDEmergencyIndia #SecondWaveofCovid  https://t.co/CUv1ZVnAmz",en
77,izullk,2021-06-07 05:22:58 India Standard Time,0.0,0.0,1,Kena covid 🤭,en
78,imagestilista,2021-06-07 05:18:25 India Standard Time,0.0,0.0,2,"You are precious, so is everyone around you! We are in this together! Let's beat COVID! Let's get vaccinated!  #TTC #ttc #goodvibrations  #imageconsultants #softskillstraining #covid19 #vaccination #staysafe  https://t.co/WBaxiLgTc6",en
81,sbdanish,2021-06-07 05:12:01 India Standard Time,0.0,0.0,2,"Because of fudged figures, orphans, families, etc. are not getting the aid they need to, as they were not considered #COVID19 #deaths in #India. Public should understand, when actual #covid deaths aren't reported, whatever aid you announce, that will not reach all those impacted.  https://t.co/gwifcbosVG",en
84,pawan0bhardwaj,2021-06-07 04:40:23 India Standard Time,1.0,0.0,0,"@HindWarrior2 @richapandey @ArvindKejriwal @msisodia @BJP4Delhi @adeshguptabjp @praveenskapoor @Rajan_Tewari @HarishKhuranna @GautamGambhir @Gupta_vijender @dushyanttgautam @hdmalhotra @kuljeetschahal @BJP4India @AmitShah Ye petition h c...bana raha h Sisodia Education k naam pe kya bola in covid Pendamic we helped jin k children r studied in private Schools we care about this , Schools don't take full fee only tution fee  Kya hua Inn AAP eo ki kahi chalti h  Medical m to dikh gya or Education",en
90,bachansirohi,2021-06-07 03:32:56 India Standard Time,0.0,0.0,0,Meerut is one of the 4 districts of UP where covid curfew continues beyond 7th Jun 21?,en
91,sudipta47527945,2021-06-07 03:32:19 India Standard Time,0.0,0.0,0,Every month more than one of my circle of people is dying due to Covid. Still vaccination process is very slow. Many frontline Corona Warriors have not yet been vaccinated. The Government needs to be further improved the vaccination policy.,en
92,bharathadepu2,2021-06-07 03:15:20 India Standard Time,0.0,0.0,0,COVID-19 has been devastating so far making many kids as orphans! I hope the Authorities will look into the matter and help the innocent children! @KTRTRS @blsocialwelfare @SocialWelfareBd @PamelaSatpathy @trsharish @revanth_anumula @Collector_WGLU @ManoVikasa @SrinivasThoutam,en
96,thebhunesh,2021-06-07 02:51:16 India Standard Time,1.0,0.0,2,"Free WiFi should be for Hyderabad only, not Karachi. @SindhGovt1 needs to work on Hyd's infrastructure to turn this city into Sindh's IT Hub. Covid has proved that IT is the future &amp; will help states in their economy - more jobs, more revenue,better connectivity across the prvnc.  https://t.co/GxGfBcDtI0",en
97,sohaira_hj,2021-06-10 05:27:59 India Standard Time,0.0,0.0,0,Hi i have covid,en
99,cryptocompass7,2021-06-10 05:21:44 India Standard Time,1.0,0.0,3,@WClementeIII @glassnode I think #bitcoin FUD has peaked out.  boomers in Singapore have started to short #bitcoin out of boredom being cooped up at home (Singapore is in covid lockdown).  This dude ran for presidency a few years ago  https://t.co/83ZWWNAdYP,en
101,skvandor,2021-06-10 05:08:02 India Standard Time,0.0,0.0,0,Monsoon. COVID. Double whammy in India's Maximum City right now.   #Bombay #Tarpaulin #Art #Design #Creativity #Photoshop  https://t.co/v52insWrIp,en
102,sulinglincna,2021-06-10 05:01:02 India Standard Time,1.0,0.0,1,"Do you know what 95% vaccine efficacy means for you? Hint: No, doesn’t mean you now have a 5% chance of catching #covid compared to not being vaccinated.",en
104,skvandor,2021-06-10 04:57:37 India Standard Time,0.0,0.0,0,NFT worthy?   #5amArt #Bombay #Monsoons #covid_19 #Tarpaulins #Design #Photoshop #artistsoninstagram @ Pali Hills Bandra West  https://t.co/Ud6mxMeeXI,en
105,mrlamba5,2021-06-10 04:41:03 India Standard Time,1.0,0.0,0,@cmohry Hello CM Sir I am covid 19 patient and corona frontline worker also now I am home Quarantine so how can I boost my immunity after awakening the whole night here is daily a power cut between 10PM-5AM. You and the Govt doing a lot better in all fields plz do the needful,en
106,khazransays,2021-06-10 04:33:12 India Standard Time,0.0,0.0,0,In Pakistan we are developing a Covid-19 legacy to end poverty and drive health for all. Via @Telegraph  #COVID19    https://t.co/xawgpXYTKU,en
108,cipher_rr,2021-06-10 04:15:25 India Standard Time,0.0,0.0,0,No covid their? I can see no face mark🤔🤭,en
109,sipgrab,2021-06-10 03:22:02 India Standard Time,0.0,0.0,0,Valneva completes Phase 3 trial recruitment for its inactivated COVID-19 vaccine candidate  https://t.co/sTXSy3QHru #Nifty #sipgrab,en
110,munadas85679377,2021-06-10 03:10:53 India Standard Time,0.0,0.0,0,"@Naveen_Odisha Dear sir I am laxmi narayan dash from jeypore koraput, due to the current pandemic of covid I lost my job  . Request to you sir kindly help my elder daughter to admission govt school std 6th.She was in private school they wants due 2 month fees for tc.",en
111,munadas85679377,2021-06-10 03:02:29 India Standard Time,0.0,0.0,0,"@PMOIndia @narendramodi Dear Sir my name is laxmi narayan dash from jeypore ,koraput,odisha Sir due to the pandemic of covid I lost my job ,we are 5 numbers of family members including 2 kids ,I leaving in a rental house . Due to financial problem I unable to give admission for my elder daughter.",en
113,khaleeqrahman,2021-06-10 02:42:26 India Standard Time,3.0,4.0,21,"URGENT JEDDAH   I have received a request from Mr Amaer Ibrahim Mob: 0500749610 Jeddah, Al Rehab Dist whose mother is in ICU due to COVID. They are in need of Remdesevir injection in Jeddah. Would appreciate if @IndianEmbRiyadh @CGIJeddah can facilitate this request. Thanks",en
117,sipgrab,2021-06-10 02:17:34 India Standard Time,0.0,0.0,0,U.S. is in discussions with Moderna on buying Covid vaccine doses for other nations  https://t.co/RZtAvz8B1Y #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en
118,swarupbaba,2021-06-10 02:13:26 India Standard Time,0.0,0.0,1,Post covid syndrome probably... sleepless nights... 😳  https://t.co/dHLq9XOFUd,en
119,krishna_shanaya,2021-06-10 02:05:36 India Standard Time,1.0,1.0,1,@bsesdelhi There is no power from last 3 hours. Is there any strong reason in this COVID time.,en
121,kichu_chirps,2021-06-10 01:55:13 India Standard Time,1.0,0.0,0,At the end of the Covid pandemic its essential to trim down intl air travel to Kerala.Diplomatically its a challenge considering the stakeholders but what option do we have when youngsters from the state end up in terror camps of ISIS etc..We have no other option.,en
122,madhusurvi,2021-06-10 01:55:13 India Standard Time,0.0,0.0,0,Support Bharani Chandra Munigalla To Fight COVID &amp; Lung Infection  https://t.co/zKq28CGusw,en
123,ganeshpalve12,2021-06-10 01:45:42 India Standard Time,1.0,0.0,5,"I want to tell you that Currently, the incidence of covid-19 is on the rise in the entire district of Maharashtra. Due to frequent Lockdown announced by the government, many parents lost their jobs &amp; in other hand Examination fees at Government Engineering College Chandrapur",en
124,suneja_yuvraj,2021-06-10 01:42:32 India Standard Time,0.0,0.0,1,"Mucormycosis is a loophole in COViD, many questions can be answered if we find the real reason behind its epidemic spread during COViD  @WHO @US_FDA @ICMRDELHI  #mucormicosis #CoronaPandemic",en
125,whymeali,2021-06-10 01:33:45 India Standard Time,0.0,0.0,0,@KnightRises_ Unbelievable but if it does happen then big credit to government for not only managing covid it so well but also for the crazy vaccination drive they're at it,en
126,alejojohnson,2021-06-10 01:31:11 India Standard Time,0.0,0.0,1,Morocco 🇲🇦 ranked low risk for travel by the United-States' 🇺🇲 Centers for Disease Control and Prevention #Morocco #Maroc #المغرب #Africa #NorthAfrica #US #USA #America #CDC @CDCgov #travel #tourism #COVID #COVID19  https://t.co/oRaIMMk4zf via @yabiladi_en,en
130,abhifour,2021-06-10 01:15:52 India Standard Time,0.0,1.0,4,"@sanjaymishra42 @RajatSethi86 @ArvindKejriwal @bsesdelhi My family has been living in Delhi when Brits ruled, lucky or unlucky is subjective/irrelevant. Production is surplus that doesn’t mean distribution is, which is under BSES. The way Kejriwal ignored COVID cases in MH &amp; Congress in DL, who is close to whom is pretty clear.",en
135,manitheepank,2021-06-10 00:46:27 India Standard Time,1.0,0.0,1,@AthaudaDasuni Could you please clarify this death count? Are all 67 deaths occurred in this single day due to COVID19? Or confirmed due to COVID 19 today but occurred over a period in last week? Thank you,en
137,covidhomewarior,2021-06-10 00:42:29 India Standard Time,0.0,0.0,0,@PreetiChoudhry @AmarUjalaNews  @JagranNews @DailyNavajyoti @ReporterVikrant @ANI @ReporterAnkitG  Requesting you to address Urgent need of Covid HomeWarriors in  families 2 assist Remote Doc in Pandemic via NPs Instagram : covidhomewarrior #Covidhomewarrior  https://t.co/zLIC2qKTH5,en
139,wayssamie,2021-06-10 00:38:29 India Standard Time,0.0,0.0,0,8 days before our anniversary... Maybe we cant meet bcoz of rhis covid...😓,en
141,sec_thoddoo,2021-06-10 00:36:17 India Standard Time,0.0,0.0,0,✳️ COVID-19 Live Updates: 09/06/2021  https://t.co/urk1kHTX7c,en
142,barunjha,2021-06-10 00:35:08 India Standard Time,1.0,0.0,0,"@amithpr Seems it's #BohotHard for genZ. What you say is stone age practice. Max calls I get are about ATM launches, new fund offers, donation of 100 odd covid kits, Rs 10 lakh csr, and even salon openings. And I don't blame kids. Problem is with their bosses and agency owners",en
143,jeiwmpbudgam,2021-06-10 00:34:46 India Standard Time,0.0,0.0,0,"@shahbazmirza9 @diprjk @dicbudgam Sir if a person has registered active  labour card in Budgam, then what he has to do to get such covid assisstance",en
145,sipgrab,2021-06-10 00:31:05 India Standard Time,0.0,0.0,0,U.S. to issue COVID-19 rule for healthcare workers on Thursday  https://t.co/D9mxqeg9lL #Sipgrab #UnitingPeopleWithThePossibilities,en
146,mohamma76818536,2021-06-10 00:27:40 India Standard Time,0.0,0.0,0,Dear Sir I am employe Your Mrhfl Company as a legal adviser Sir I am 7 years work in this company. Sir last month i am sick in covid 19 infected. Sir my Superiors cut My May Month Salary. Sir pls I have Request,en
147,1harshdixit,2021-06-10 00:25:03 India Standard Time,2.0,0.0,0,@CMOfficeUP @Satishmahanaup @myogiadityanath @kanpurnagarpol do you want businesses to setup and run in Kanpur or not? We just setup business back in Mar. then hit with covid now when we are trying to overcome then facing issue with local administration. We are running night(1/2),en
148,srilankatweet,2021-06-10 00:24:30 India Standard Time,3.0,38.0,113,Last 7-days 344 COVID related deaths confirmed in #SriLanka. ⏺️June 9- 67 ⏺️June 8- 54 ⏺️June 7- 47 ⏺️June 6- 46 ⏺️June 5- 40 ⏺️June 4- 48 ⏺️June 3- 42 Stay Safe 🇱🇰 ! #COVID19LK #LKA #COVID19SL #StayHome  https://t.co/t0uBjxBjQ8,en
150,kuldip__gediya,2021-06-10 00:15:17 India Standard Time,0.0,0.0,1,Covid 19 Vaccination Mega Camp.  https://t.co/rEpYlZixSP,en
154,sachinnmalpani,2021-06-10 00:08:55 India Standard Time,1.0,0.0,0,@IncomeTaxUPeast @IncomeTaxIndia Everyone is doing everything except there own work..  1. Defence minister is holding a meeting on examination in India 2. Finance Minister is giving updates on vaccination drive 3. Health Minister explaining about economic loss due to covid..,en
159,patelchanderya5,2021-06-10 00:01:31 India Standard Time,0.0,0.0,0,"@VSrinivasGoud @KTRTRS @RaoKavitha @ntdailyonline @TelanganaCMO @MPsantoshtrs @trsharish @TelanganaToday @trsinnews @trspartyonline Sir,The people's of india's,BPL/FSC Ration Card holders,get Rice only, We are thankful for that,To State &amp; Central govt,Extra Rice 15 KGs free. Sir,What about other Groceries,for Poor people,&amp;no Monetary help too.  This time,of Covid Viruses,in India.",en
160,gauravaroranews,2021-06-10 00:00:03 India Standard Time,0.0,1.0,1,"Delhi, West Bengal reluctant to provide data on children orphaned due to COVID-19, alleges NCPCR chairperson  https://t.co/IlyrSK57f0 @IamNaveenKapoor @ANI @NCPCR_ @KanoongoPriyank @ArvindKejriwal @CMODelhi",en
161,drshubhamnegi,2021-06-09 23:59:56 India Standard Time,0.0,0.0,1,Spread Wellness  #mucormycosissymptoms  . . . . . . . . . . . . . . . . . . #covid2021   #covid_19  #spreadwellness   . . . . .  . .  . . . . . . .  motivational #smiles #love #medical #spreadwellness #tooth #newdelhiindia #healthylife #fitness #drshubhamnegi #exercises #doctor  https://t.co/qHWWpjAhOv,en
162,singhak_endo,2021-06-09 23:58:35 India Standard Time,2.0,2.0,15,@amitsurg We didn’t claim about efficacy. We reported seropositivity rate and median Ab titre. These are reported in total vs Naive vs past Covid and Propensity-matched. We didn’t adjust this for breakthrough infections. 5-times higher cohorts in arm A will have higher BT infections vs B.,en
163,gnoamchomski,2021-06-09 23:56:50 India Standard Time,0.0,0.0,0,"@AnshumanSail @nandtara Protest On street observing COVID protocol in mind will have wider effect than few thousand like on limited Twitter, Whatsapp group.",en
167,jagadee21474593,2021-06-09 23:50:41 India Standard Time,0.0,0.0,0,@KTRTRS @puvvada_ajay  @Collector_KMM khammam government  hospital lo covid ward worker's ki 1year nunchi salary mathram epinchatlydhu???plz sir ma kastarjitham evandi plz...,en
168,monagilani,2021-06-09 23:49:48 India Standard Time,1.0,3.0,19,"@ZarrarKhuhro @ZaraHatKay_Dawn @Xadeejournalist majority of people with disabilities do not have CNIC, a prerequisite for COVID vaccination. Please discuss with authorities for an alternative solution for their registration. #CovidVaccine",en
169,prabhud19,2021-06-09 23:49:28 India Standard Time,0.0,0.0,12,@sumanthraman There will be lots of corrections. For the benefit of Covid death schemes this will have to be done,en
170,jerin__reji,2021-06-09 23:48:10 India Standard Time,0.0,0.0,0,"Request to all medias  Please report the current pathetic situation, the University students facing in the Country which regarding the exams during this #Covid situation. Please report this ASAP #ReportStudentsSituation #canceluniversityexams @timesofindia @htTweets @BBCIndia",en
171,birubha01549420,2021-06-09 23:47:33 India Standard Time,0.0,0.0,0,@SonuSood  kindly sir help us my brother is severely infected with covid 19 he is a teacher by profession we need a lot of money nearly about 20lakh rupees to cure him  ours last hope is you please sir help us 🙏🙏🙏  https://t.co/MOqmRiXt19,en
173,prakritishukl12,2021-06-09 23:45:06 India Standard Time,0.0,0.0,0,@agrawalmanindra @stellensatz Please give latest graph of covid cases in india.,en
174,birubha01549420,2021-06-09 23:44:20 India Standard Time,1.0,0.0,0,"My brother  ( Gyanaranjan Das) is severely infected with COVID, and under treatment at Kalinga hospital, Bhubaneswar since past two weeks. As per the doctors, COVID has caused chronic damage to his lungs, he is in ICU at present battling for life. He is a teacher by profession,  https://t.co/NogSHQ8vkz",en
176,ayazkhan_inc,2021-06-09 23:35:02 India Standard Time,0.0,0.0,0,Yes No GST to any products of Covid,en
177,hitirfan03,2021-06-09 23:34:22 India Standard Time,0.0,0.0,0,@Labyriinthh Covid,en
178,nishatriaz,2021-06-09 23:31:58 India Standard Time,0.0,1.0,2,"@WajihaQmr So glad seeing vaccination centres in every village we visited in #GilgitBaltistan. We went to far flung valleys, saw 🌲 #plantation &amp;COVID #Vaccination centres. Times when I feel proud of state services &amp; community participation. 🙏 to everyone involved. Pakistan keep doing it!  https://t.co/OzgHhib58s",en
184,rekhakhan_nbt,2021-06-09 23:26:13 India Standard Time,0.0,1.0,2,@yogitabhayana You too are doing a wonderful job in these difficult times of COVID. You are not only my source of inspiration but of the unconditionally support that I will always be grateful for. Thank you ❤️,en
185,dastanjannat,2021-06-09 23:24:21 India Standard Time,0.0,0.0,3,“ Covid didn't kill me but definitely killed the person inside me ...”,en
187,lagrandchose,2021-06-09 23:14:52 India Standard Time,2.0,0.0,19,Ok people. Get your covid vaccine when it is available. Stay safe. Xx.,en
191,trv_airport_off,2021-06-09 23:07:16 India Standard Time,0.0,0.0,0,"@hydchinnodu As per latest Govt of Kerala orders Movement of public transport, private vehicles and taxis to and from airports is allowed for facilitating movement of passengers by air on display of  valid travel documents/tickets &amp; strictly adhering to COVID protocol.  https://t.co/4iBs3KaWBm",en
192,sipgrab,2021-06-09 23:05:03 India Standard Time,0.0,0.0,0,The Number One: This island — almost untouched by COVID — is home to the most livable city in the world  https://t.co/5RE9i6dVOb #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en
193,haryanarpwd,2021-06-09 23:04:58 India Standard Time,1.0,0.0,1,"@dharamvirnehra @DisabRights_Ind @cmohry Serious efforts on the part of State of Haryana are undergoing to सेव divyangjan from Covid 19 under the leadership of @Cmohry and if any lapse is brought to knowledge, the corrective steps shall immediately be taken.",en
194,nitinsharma13,2021-06-09 23:03:11 India Standard Time,0.0,0.0,0,@drharshvardhan @INCIndia @RahulGandhi @PMOIndia @BJP4India Wish you focus on the job in hand.. COVID .. focus duffer focus!!!,en
198,digitalchefyash,2021-06-09 22:53:27 India Standard Time,0.0,0.0,0,@ekta_says Now You Can Update Your Personal Details On COVID-19 Vaccine Certificate On CoWin Portal  Detailed steps to update your personal details on COVID-19 Vaccine Certificates on CoWin Portal👇🏻    https://t.co/WFfr4tegzR,en
199,thisisnagesh,2021-06-09 22:52:42 India Standard Time,1.0,0.0,0,My previous company didn’t settle my dues once I left the company. Its difficult time for me in COVID situation. Please help me. @LabourMinistry @narendramodi @PMOIndia,en
202,vignesh52661878,2021-06-09 22:47:49 India Standard Time,0.0,0.0,1,"@justinbieber bro, I am Vignesh M from chennai, my totally family got effected with covid 19 bro, we need your help bro, I admitted my father, my father is an sugar patient sir in miot hospital they charged almost 7 lakhs, me admitted in other hospital please help my father bro🙏",en
204,sumitac94006849,2021-06-09 22:46:42 India Standard Time,2.0,0.0,2,@DhirajRMishra21 It is news in all media that Covid 19 vaccine gap between 1st and 2nd Dose should be minimum 28days for students pursuing international study. Please let me know from where I will get it in Mira-Bhayander as I am about to travel in 1st week July.,en
210,dravinashtiwary,2021-06-09 22:37:22 India Standard Time,0.0,0.0,0,Thank you #Dettol . #Dettol India has #honoured me for #helping_people during the #Covid and #going to #print my photos on its products.   #dettolsalutes  https://t.co/yVVs2zrX66,en
212,clubnursery1,2021-06-09 22:35:52 India Standard Time,0.0,2.0,3,Telling the truth will diamonds or oxygen be useful in an Covid-19 epidemic? #SaveBuxwahaForest #savearavalirange  @narendramodi @ChouhanShivraj  @AmitShah @NaturePortfolio @ap_greenWarrior @KshKonde,en
222,ifjalh,2021-06-14 04:34:17 India Standard Time,0.0,6.0,5,"Students across the state are already suffering a lot due to COVID. Meanwhile, the Assam Government is also playing with the mental state of SEBA/AHSEC aspirants !  #CancelAssamBoardExams",en
223,hazanzan2,2021-06-14 04:31:14 India Standard Time,0.0,0.0,0,Total lockdown part II  dari 15 - 28 Jun 2021 #cmco #mco #pkp #Corona #COVID #StayHomeStaySafe,en
224,knchnds3,2021-06-14 04:10:37 India Standard Time,1.0,35.0,13,Who stole SSR's AI Patents based on Gaming + Covid App?? 😡👊 @ips_nupurprasad @IPS_Association @cbic_india  SUSHANT JUSTICE MATTERS,en
228,vasanmsv,2021-06-14 03:20:12 India Standard Time,0.0,0.0,2,"These elitist crap-bags will never understand the difference. They should understand that unlike theirs, not everyone in the family consume alcohol. But medicine and vaccine are needed for everyone. These are the ubiquitous COVID for this society. Use Periyar as a Vaccine",en
230,vasanmsv,2021-06-14 02:54:22 India Standard Time,1.0,1.0,0,"Inventing and scaling the world’s largest urban vertical farming network  https://t.co/Kh3whlNZTL via @McKinsey The future of food. Self sufficient and Sustainable.  A good model to be adopted for TN/Union. In times like COVID , this is going to be a boon. (1/2)",en
231,varaprasadk2,2021-06-14 02:43:20 India Standard Time,0.0,0.0,0,@TheSeeker268  https://t.co/LoJjbpxkVZ  Please do visit my blog on Covid spreading,en
233,bshrutib,2021-06-14 02:35:47 India Standard Time,0.0,2.0,3,Sad to hear of the passing away of Mrs Nirmal Milkha singh ji. Had the honour of meeting @JeevMilkhaSingh few years ago. Great personality. Heartfelt condolences to the entire family 🙏🏻🙏🏻🙏🏻 #covid #COVID19India #COVIDSecondWave,en
236,priyank94718412,2021-06-14 02:00:17 India Standard Time,2.0,0.0,0,@deepigoyal giving busness to bigger brands like al-bek and leon grill is what your duty is? selling things at 129/- and past 3-4 days we are stuggling for orders do we not have family? my outlet was closed since 2 mnths as my husbnd was covid+ &amp; was admittd we did opnd 2 weeks,en
237,judge1958,2021-06-14 01:39:24 India Standard Time,0.0,1.0,1,"@nileshsingh3322 There can't be a reply more idiotic than the one being offered here. In Covid times , documents are being registered as per the Govt guidelines. There is no such time restrictions as are being mentioned here.",en
238,yepdrshivuhere,2021-06-14 01:34:15 India Standard Time,2.0,0.0,3,"@divyayyy Preparing for the PG entrance examinations since, last one and half years, nothing has moved! Witnessed two deadly covid waves, two IPL seasons...half of 2021 is already done and as someone said, the show must go on🙌",en
242,gurpree01184154,2021-06-14 01:20:51 India Standard Time,0.0,1.0,1,SEWA FOR HUMANITY  With all your Blessings and under the Guidance and Supervision of our Dedicated *MLA RAGHAV CHADHA*...  Today Saturday (12-06-21) Free Langar Thali Sewa Lunch/Dinner homemade for around 55+ Covid Patients  For any Sewa 🙏🙏 Gurpreet Singh  *TEAM RAGHAV CHADHA*  https://t.co/rzf0Wx1ZDx,en
244,gurmeetgill111,2021-06-14 00:45:54 India Standard Time,4.0,16.0,32,"Whenever Society needed a supporting hand u always turned up as a Superhero. Be it d volunteering 4 Vaccination drive @ Wagholi PHC or Wagholi Covid Helpdesk, u always stood strong, saved many lives &amp; helped many needy.  Hats off to you🙏 @Siraj_Dokadia @PMCPune @CMOMaharashtra  https://t.co/BneKAsfNVh",en
245,shubhendu1975,2021-06-14 00:43:45 India Standard Time,0.0,0.0,0,"@drharshvardhan @RijijuOffice @KirenRijiju @nitin_gadkari @PiyushGoyal @MoHFW_INDIA @PIBHomeAffairs @PIB_India @PMOIndia #NarendraModi See,how  UK has managed Covid and opened up and allowed sports activities and here you spoilt the life of our children in sports and education.",en
247,sipgrab,2021-06-14 00:41:03 India Standard Time,0.0,0.0,0,"A new milestone for Bitcoin, COVID hits conference, Buterin’s DOGE payday: Hodler’s Digest, June 6–12  https://t.co/o8Yo0SqRkd #Sipgrab #UnitingPeopleWithThePossibilities",en
248,gurmeetgill111,2021-06-14 00:31:56 India Standard Time,8.0,16.0,27,"In d darkest hour of Covid Pandemy a Technical Expert &amp; Management Guru decided to pick d Sword &amp; Light together to save Lives &amp; Inspire others. Mr. Arzan @arrzaan ji, ur hard work &amp; selfless service for d Society is truly Inspiring.  U r a Superhero🙏 @PMCPune @CMOMaharashtra  https://t.co/EbMWEzmNg9",en
250,mirroramazing,2021-06-14 00:23:54 India Standard Time,0.0,0.0,0,@SonOfTheLand01 @Shifframarvins1 @Rugusuki @AidenKaliisa @BradleyCarlvin1 @FredRutagarama @AggreyKthe7th @GenSituka @YekoyadaUG @baazi_original @Arnoldtugumegm1 She must killed by poison injection to dignosed it covid 19,en
252,monowartlp,2021-06-14 00:21:24 India Standard Time,0.0,0.0,2,"Reposted from @ndtv As soon as Himachal Pradesh announced that COVID-19 RT-PCR negative tests are no longer required to enter the state, hundreds of cars were seen on the road leading up to the state  #Himachal #HimachalPradesh #Traffic #TrafficJam #RTPCRTest #Covid19  https://t.co/QP9k7QASKx",en
253,shishiraryatoi,2021-06-14 00:18:32 India Standard Time,0.0,0.0,1,A Freelance healthcare consultant and Nagpur's Government medical college trying self sampling for covid tests. Patients can take own nasal and throat swabs on theie Method under trial now and said to be pain free @timesofindia,en
254,blessonmanos,2021-06-14 00:14:06 India Standard Time,0.0,0.0,0,"We have prayerfully launched ""Life Pack to the Needy"" to provide the needy with 13 ESSENTIAL ITEMS worth 600 rupees..You can also contribute to be a part of it... Thank you... Contact: +91-8870101510 #lifepack #feednellai #COVID  https://t.co/Wy9cH4FjoY",en
255,msaeedherl,2021-06-14 00:12:41 India Standard Time,0.0,0.0,2,Jazz Cares ❤  #jazzcares #jazzsuper4g #DunyaKoBataaDo #COVID #vaccine,en
258,infoeschd,2021-06-14 00:07:52 India Standard Time,0.0,1.0,5,Very sad to know about the passing away of Nirmal Milkha Singh Ji due to Post-Covid illness. She was the captain of India’s Volleyball team &amp; was a excellent sportsperson. Our heartfelt condolences to milkha singh ji &amp; family.  #NirmalMilkhaSingh @JeevMilkhaSingh  https://t.co/bkPG8ntu5x,en
259,aldrnzf,2021-06-14 00:07:45 India Standard Time,0.0,0.0,0,please end this mco. please end this covid era. i just want to go and meet her. please. please. please.,en
260,journeyaari,2021-06-14 00:04:18 India Standard Time,0.0,0.0,3,10 Most Relaxing Holiday Destinations list.  Want to see all 10 Destinations then just click on this👇  👉 https://t.co/hQzjbOQNfj . #Journeyaari #traveling #travel #Explore #travelblogger #traveler #COVID #coronavirus #holiday #weekend #Trending #Nature #naturelove #NatureBeauty  https://t.co/9s5rJYdxFn,en
261,manaliroy16,2021-06-14 00:03:18 India Standard Time,1.0,0.0,0,"Due to Covid I am unable to sing, but It would be unfair if I don't do something from my side 4 u @itsSSR , recorded after your demise, but for my lifeline. What could be better except your songs. Here's my lil version of Jaan Nisaar. Love U Sushant #JusticeForSushantSinghRajput  https://t.co/EaGlQ5b7Wk",en
262,suneja_yuvraj,2021-06-14 00:03:07 India Standard Time,0.0,0.0,0,Peace time is the time for a guardian to prepare for next war. #COVID #CoronaUpdate #CoronaPandemic #CoronaSecondWave #ThirdWave,en
263,iamvitalpaul,2021-06-13 23:58:30 India Standard Time,0.0,1.0,3,CA Students are Covid immune 💪  - as per ICAI @theicai @PMOIndia #postponecaexams #icaiexams  #Modiji_help_CA_Aspirants,en
267,amitpal49260516,2021-06-13 23:52:02 India Standard Time,0.0,0.0,2,"@ShubhamDhankar2 @RahulDoc2 @drrmittal @myogiadityanath @MoHFW_INDIA @IndiGo6E @manakgupta @MathurVipnesh @AnantBhan @jyoti_archana @DChaurasia2312 @PMOIndia Same is the situation here in Srinagar also, people have become GHAJINI. What Covid, they dnt remember this word",en
268,ranjeet02864997,2021-06-13 23:50:29 India Standard Time,0.0,0.0,1,I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in India.,en
269,ranjeet02864997,2021-06-13 23:50:08 India Standard Time,0.0,0.0,0,@JPNaddaOfficial I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only.When a common man has the rights in Ind,en
270,ranjeet02864997,2021-06-13 23:49:22 India Standard Time,0.0,0.0,0,@MinisterHealth1 I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only.When a common man has the rights in Ind,en
271,fais_mohder,2021-06-13 23:48:42 India Standard Time,0.0,0.0,1,I just knew that mf must be super homophobic or use racial slur liberally. Moga mangkuk tu dapat Covid,en
272,swapnil58195307,2021-06-13 23:48:41 India Standard Time,1.0,0.0,1,@KirtiAzaad A negative COVID-19 test is no longer required to enter Himachal Pradesh so obviously all of North India is heading there now…  https://t.co/JBuNmeWBH5,en
