tweet,clean_tweet,hastags,attherate,urls,emojis
"@rajeshtope11 @Dev_Fadnavis @AjitPawarSpeaks @rajeshtope11 # sir nashik has no testing goverment facility for covid rcpc test, all are sent to Aurangabad ,request you to have direct facility at nashik", # sir nashik has no testing goverment facility for covid rcpc test all are sent to Aurangabad request you to have direct facility at nashik,['#'],"['@rajeshtope11', '@Dev_Fadnavis', '@AjitPawarSpeaks', '@rajeshtope11']",[],[]
"@Dev_Fadnavis @AjitPawarSpeaks @rajeshtope11 # sir nashik has no testing goverment facility for covid rcpc test, all are sent to Aurangabad ,request you to have direct facility at nashik", # sir nashik has no testing goverment facility for covid rcpc test all are sent to Aurangabad request you to have direct facility at nashik,['#'],"['@Dev_Fadnavis', '@AjitPawarSpeaks', '@rajeshtope11']",[],[]
Traders flout Covid-19 guidelines; claim the disease is a myth   Check out my story on Thesoftcopy @iijnmbangalore    https://t.co/RaJH7Ukain    #corona #heath #bangalore,Traders flout Covid19 guidelines claim the disease is a myth Check out my story on Thesoftcopy  ,"['#corona', '#heath', '#bangalore']",['@iijnmbangalore'],['https://t.co/RaJH7Ukain'],[]
The Covid Protocols #WorldTradePark  https://t.co/5Gd9j0mVN3,The Covid Protocols ,['#WorldTradePark'],[],['https://t.co/5Gd9j0mVN3'],[]
"n addition to BMC centres, 29 pvt. hospital in Mumbai have been given permissions to carry out COVID Vaccination Drive. @CMOMaharashtra @AUThackeray  #MyBMCUpdates  https://t.co/cZDWTekvvv",n addition to BMC centres 29 pvt hospital in Mumbai have been given permissions to carry out COVID Vaccination Drive ,['#MyBMCUpdates'],"['@CMOMaharashtra', '@AUThackeray']",['https://t.co/cZDWTekvvv'],[]
"Imagine April 1st come and government be like "" April fools COVID was fake""🥲😳",Imagine April 1st come and government be like  April fools COVID was fake,[],[],[],"['🥲', '😳']"
"We are delighted to share that our CEO, Ms. Avani Singh, inaugrated the SpiceHealth COVID-19 #VaccineDrive!  We believe our frontline workers have shown great courage and worked tirelessly during these trying times, and deserve this!  https://t.co/pcG2ppUXjS",We are delighted to share that our CEO Ms Avani Singh inaugrated the SpiceHealth COVID19 We believe our frontline workers have shown great courage and worked tirelessly during these trying times and deserve this ,['#VaccineDrive!'],[],['https://t.co/pcG2ppUXjS'],[]
"Achieving an equal future in a COVID-19 World #WomensHistoryMonth #IWD2021  Photo :Nagar Valley, Hunza  https://t.co/4EJZTPGeW0",Achieving an equal future in a COVID19 World Photo :Nagar Valley Hunza ,"['#WomensHistoryMonth', '#IWD2021']",[],['https://t.co/4EJZTPGeW0'],[]
So when is kluster rentas negara? We only need 1 btw  Pls covid-19 do your job😉,So when is kluster rentas negara We only need 1 btw Pls covid19 do your job,[],[],[],['😉']
Grade 8 student @WendyGwalior campaigning to take care of the environment in Covid 19-Pandemic. #covid_19 #studentcampaign #environment #raiseyourvoice #stayhome #staysafe  https://t.co/t1vODvgfp9,Grade 8 student campaigning to take care of the environment in Covid 19Pandemic ,"['#covid_19', '#studentcampaign', '#environment', '#raiseyourvoice', '#stayhome', '#staysafe']",['@WendyGwalior'],['https://t.co/t1vODvgfp9'],[]
Bosnia accepting donation of 5000  vaccine doses from Serbia.   Covid has changed the world in many ways.,Bosnia accepting donation of 5000 vaccine doses from Serbia Covid has changed the world in many ways,[],[],[],[]
"After Covid break, flowers showered, candies distributed to welcome back students in schools across the state. On the first day of reopening of schools after nearly 11 months, #UPCM Shri @myogiadityanath Ji interacted with the braveheart kids.  https://t.co/lipH7r02D5",After Covid break flowers showered candies distributed to welcome back students in schools across the state On the first day of reopening of schools after nearly 11 months Shri Ji interacted with the braveheart kids ,['#UPCM'],['@myogiadityanath'],['https://t.co/lipH7r02D5'],[]
Celebrating Womanhood and learning during Covid Times as an entrepreneur. SUBURB breaking boundaries to go digital. @ Delhi/Gurgaon/NCR  https://t.co/Z3wsn5p82M,Celebrating Womanhood and learning during Covid Times as an entrepreneur SUBURB breaking boundaries to go digital @ Delhi/Gurgaon/NCR ,[],['@'],['https://t.co/Z3wsn5p82M'],[]
"""COVID-19 in India"" #coronavirus  https://t.co/jBpKIoau1B",COVID19 in India ,['#coronavirus'],[],['https://t.co/jBpKIoau1B'],[]
"@drmjabalpur @drmdhnecr @RailwaySeva Sir, train no.09608 detained at Gondawali since 20.45 just to give a way to a goods train resulting in unnecessary delay of the train arrivals at Singrauli . During this Covid it's seems unfair on the part of Railways for this act.", Sir train no09608 detained at Gondawali since 2045 just to give a way to a goods train resulting in unnecessary delay of the train arrivals at Singrauli  During this Covid its seems unfair on the part of Railways for this act,[],"['@drmjabalpur', '@drmdhnecr', '@RailwaySeva']",[],[]
"Had an excellent experience today afternoon of walk-in free covid vaccination at 7 Hills Hospital, Marol, Mumbai. Outstanding staff coordination, extremely polite &amp; helpful, well organised movement of Q's and comfortable arrangements for all.",Had an excellent experience today afternoon of walkin free covid vaccination at 7 Hills Hospital Marol Mumbai Outstanding staff coordination extremely polite amp helpful well organised movement of Qs and comfortable arrangements for all,[],[],[],[]
"AGDA hosted a productive #Next50Talks session that extensively discussed the impact of the Covid-19 pandemic during conflict and humanitarian crises, with a focus on the “triple vulnerability” group (conflict, Covid-19 &amp; climate), as well as the secondary impacts of the pandemic.  https://t.co/94fGqUlInY",AGDA hosted a productive session that extensively discussed the impact of the Covid19 pandemic during conflict and humanitarian crises with a focus on the “triple vulnerability” group (conflict Covid19 amp climate) as well as the secondary impacts of the pandemic ,['#Next50Talks'],[],['https://t.co/94fGqUlInY'],[]
6 positive covid,6 positive covid,[],[],[],[]
@VinGuptaMD can vaccinated person still transmit covid., can vaccinated person still transmit covid,[],['@VinGuptaMD'],[],[]
"Mr. Peter Maurer, President of the International Committee of the Red Cross @ICRC during “The Impact of the Covid-19 During Conflict and Humanitarian Crises” session.  https://t.co/dKZAThosMw",Mr Peter Maurer President of the International Committee of the Red Cross during “The Impact of the Covid19 During Conflict and Humanitarian Crises” session ,[],['@ICRC'],['https://t.co/dKZAThosMw'],[]
"@ARanganathan72 Best part is  Mumbai oldies cant wait If you dont have covid sit home relax, Go to work APNI SAFETY dekho Pr pr pr Aaj hi vaccine chaiye these are woke people with zero sense. Social distancing gayi tel lene Humko vaccine chaiye 😓 Sad to see such bright city with such peeps", Best part is Mumbai oldies cant wait If you dont have covid sit home relax Go to work APNI SAFETY dekho Pr pr pr Aaj hi vaccine chaiye these are woke people with zero sense Social distancing gayi tel lene Humko vaccine chaiye  Sad to see such bright city with such peeps,[],['@ARanganathan72'],[],['😓']
@srivathsacm  Today's video.  Place BKC. Mumbai. Event: covid vaccination.  https://t.co/JItyOrwXo4, Todays video Place BKC Mumbai Event: covid vaccination ,[],['@srivathsacm'],['https://t.co/JItyOrwXo4'],[]
Me on the first flight after this covid  https://t.co/JaYQnKdYuB,Me on the first flight after this covid ,[],[],['https://t.co/JaYQnKdYuB'],[]
"With a focus on the Covid crisis, innovation, India-Sweden to hold virtual summit  https://t.co/JInBqm43dT  @wionews",With a focus on the Covid crisis innovation IndiaSweden to hold virtual summit  ,[],['@wionews'],['https://t.co/JInBqm43dT'],[]
"BREAKING: Tickets on sale NOW for the 2021 Formula 1 Gulf Air #BahrainGP! A chance to witness #TheFirstEdition of F1 2021, from 26 to 28 March. Important note: Tickets are only available to vaccinated or COVID-19 recovered individuals. Visit  https://t.co/T9mOq5Taj0 for more info.  https://t.co/y5Rp5J6NHM",BREAKING: Tickets on sale NOW for the 2021 Formula 1 Gulf Air A chance to witness of F1 2021 from 26 to 28 March Important note: Tickets are only available to vaccinated or COVID19 recovered individuals Visit  for more info ,"['#BahrainGP!', '#TheFirstEdition']",[],"['https://t.co/T9mOq5Taj0', 'https://t.co/y5Rp5J6NHM']",[]
"Here is a complete list of countries India has sent covid vaccine so far. 47 countries from Caribbean to Asean, from Africa to Canada.  https://t.co/4O6HH9Ljjx",Here is a complete list of countries India has sent covid vaccine so far 47 countries from Caribbean to Asean from Africa to Canada ,[],[],['https://t.co/4O6HH9Ljjx'],[]
"India sends COVID vaccines to 47 countries - Canada gets 500k doses, Caribbean lauds generosity  https://t.co/NATNneCf1U",India sends COVID vaccines to 47 countries  Canada gets 500k doses Caribbean lauds generosity ,[],[],['https://t.co/NATNneCf1U'],[]
"India sends Covid vaccines to 47 countries; Canada gets 500,000, CARICOM region thank New Delhi's Generosity.  https://t.co/rOGC8P5Nhe  @wionews",India sends Covid vaccines to 47 countries Canada gets 500000 CARICOM region thank New Delhis Generosity  ,[],['@wionews'],['https://t.co/rOGC8P5Nhe'],[]
"Kuwait Daily Covid Cases Rise To 1,716 | Kuwait Local   https://t.co/vhBAigPara",Kuwait Daily Covid Cases Rise To 1716 | Kuwait Local ,[],[],['https://t.co/vhBAigPara'],[]
"Kuwait Daily Covid Cases Rise To 1,716 | Kuwait Local   https://t.co/vhBAigPara",Kuwait Daily Covid Cases Rise To 1716 | Kuwait Local ,[],[],['https://t.co/vhBAigPara'],[]
"Kuwait Daily Covid Cases Rise To 1,716 | Kuwait Local   https://t.co/vhBAigPara",Kuwait Daily Covid Cases Rise To 1716 | Kuwait Local ,[],[],['https://t.co/vhBAigPara'],[]
"Next Lockdown on the way -   ""Over 85% of new COVID-19 cases are from six states across India""   https://t.co/qPOHskg6Ru",Next Lockdown on the way  Over 85% of new COVID19 cases are from six states across India ,[],[],['https://t.co/qPOHskg6Ru'],[]
BallWork Drills #ACMilan #Fortnite #VaccinePassports #twitchstream #Malaysian #DemiPemulihanRI #vaccine #COVID19Vaccine #COVID #EuropaLeague #ChampionsLeague #UEFAChampionsLeague #MFLTransfer2021 #PremierLeague #PRELEMI #footballtime #EuropaLeague #ATMCHE #CHUANG2021 ￼  https://t.co/t8rsBM7cmK,BallWork Drills ￼ ,"['#ACMilan', '#Fortnite', '#VaccinePassports', '#twitchstream', '#Malaysian', '#DemiPemulihanRI', '#vaccine', '#COVID19Vaccine', '#COVID', '#EuropaLeague', '#ChampionsLeague', '#UEFAChampionsLeague', '#MFLTransfer2021', '#PremierLeague', '#PRELEMI', '#footballtime', '#EuropaLeague', '#ATMCHE', '#CHUANG2021']",[],['https://t.co/t8rsBM7cmK'],[]
"There are normally two sleeper trains to Chiang Mai every night, the new No.9 and the older No.13. As not so many people are traveling during COVID, only one sleeper train is running. Unfortunately it’s the old one as you can see from the photos. But still clean and comfortable.  https://t.co/rw4v6sK19Y",There are normally two sleeper trains to Chiang Mai every night the new No9 and the older No13 As not so many people are traveling during COVID only one sleeper train is running Unfortunately it’s the old one as you can see from the photos But still clean and comfortable ,[],[],['https://t.co/rw4v6sK19Y'],[]
"Phuket, Pattaya, and other foreign tourism reliant parts of Thailand pushing forward hard for priority of their local residents to be vaccinated for Covid-19 by September of 2021, in time for high season this year.   https://t.co/lFY6ntWRg7",Phuket Pattaya and other foreign tourism reliant parts of Thailand pushing forward hard for priority of their local residents to be vaccinated for Covid19 by September of 2021 in time for high season this year ,[],[],['https://t.co/lFY6ntWRg7'],[]
@IndiGo6E dear please tel me i have to go urgent in kolkata tomorrow but i am not able to get covid report as it take minimum 12hr plz help, dear please tel me i have to go urgent in kolkata tomorrow but i am not able to get covid report as it take minimum 12hr plz help,[],['@IndiGo6E'],[],[]
BAD NEWS..  HBL PSL 6 has been postponed after multiple positive Covid-19 cases.  https://t.co/AkY4GwP3mU,BAD NEWS HBL PSL 6 has been postponed after multiple positive Covid19 cases ,[],[],['https://t.co/AkY4GwP3mU'],[]
"Things were going perfect for PCB. Organised domestic matches, hosted Zimbabwe and SouthAfrica for bilateral series, completed PSL 5. And now once again entire tournament was about to played in Pakistan during Covid with spectators also allowed.",Things were going perfect for PCB Organised domestic matches hosted Zimbabwe and SouthAfrica for bilateral series completed PSL 5 And now once again entire tournament was about to played in Pakistan during Covid with spectators also allowed,[],[],[],[]
India donated one million doze of  Covid-19 vaccine Covishield to Nepal.This vaccine is made by Oxford and Astra Zeneca.The Government of India  has fixed the price of the vaccine Rs 250 per doze. Canada  has purchased two million doze of this vaccine.,India donated one million doze of Covid19 vaccine Covishield to NepalThis vaccine is made by Oxford and Astra ZenecaThe Government of India has fixed the price of the vaccine Rs 250 per doze Canada has purchased two million doze of this vaccine,[],[],[],[]
"""Over 85% of new COVID-19 cases are from six states across India""   https://t.co/h0Jyzm4JHm",Over 85% of new COVID19 cases are from six states across India ,[],[],['https://t.co/h0Jyzm4JHm'],[]
"@fekufakir @ParamveerChoud9 @arpaninto1 @BesuraTaansane @desimojito 1947: India received 93 cases of penicillin from Canada.  2021: Canada received 5 lakh doses of Covid-19 vaccines from India, 15 lakh more doses to be supplied soon.", 1947: India received 93 cases of penicillin from Canada 2021: Canada received 5 lakh doses of Covid19 vaccines from India 15 lakh more doses to be supplied soon,[],"['@fekufakir', '@ParamveerChoud9', '@arpaninto1', '@BesuraTaansane', '@desimojito']",[],[]
COVID-19 Malaysia Updates  https://t.co/8DjfxMgKbv,COVID19 Malaysia Updates ,[],[],['https://t.co/8DjfxMgKbv'],[]
Maharashtra blamed surge in #Covid_19 cases to #weddings. Marriages are truly made in heaven.    https://t.co/oIdZcJEH1J,Maharashtra blamed surge in cases to Marriages are truly made in heaven ,"['#Covid_19', '#weddings.']",[],['https://t.co/oIdZcJEH1J'],[]
A preprint providing important insights into the real-life post-COVID vaccination antibody response with COVISHIELD in India!  High antibody response was seen in a median duration of 28 days after the first dose!!  #Covishield #COVID19India #COVID19Vaccine  https://t.co/9WDaY3yvfV,A preprint providing important insights into the reallife postCOVID vaccination antibody response with COVISHIELD in India High antibody response was seen in a median duration of 28 days after the first dose ,"['#Covishield', '#COVID19India', '#COVID19Vaccine']",[],['https://t.co/9WDaY3yvfV'],[]
*PSL 6* Postponed 🥺 Meanwhile COVID-19 #PSL6 #pashawarzalmi #YellowStorm #TalhaZiaMTZ  https://t.co/CfoPPTbNAj,*PSL 6* Postponed  Meanwhile COVID19 ,"['#PSL6', '#pashawarzalmi', '#YellowStorm', '#TalhaZiaMTZ']",[],['https://t.co/CfoPPTbNAj'],['🥺']
COVID Vaccines Production by country!  https://t.co/9s39NPPaiV,COVID Vaccines Production by country ,[],[],['https://t.co/9s39NPPaiV'],[]
"#HumanCentric #Design.  Quotes from industry leaders applying #DesignThinking in Covid; ""Artists realised that they all need to come together, and the only way to do that is by helping each other and sharing the information with each other""@ssp10feb   https://t.co/sE0xsaZEzV", Quotes from industry leaders applying in Covid Artists realised that they all need to come together and the only way to do that is by helping each other and sharing the information with each other ,"['#HumanCentric', '#Design.', '#DesignThinking']",[],['https://t.co/sE0xsaZEzV'],[]
@Saranghae_peace I learnt dishes cleaning during COVID, I learnt dishes cleaning during COVID,[],['@Saranghae_peace'],[],[]
"79 new COVID-19 cases in J-K  #JMUSGR: Jammu and Kashmir on Thursday reported 79 new positive cases, taking tally to 126772.  14 from Jammu division, 65 from Kashmir division.  https://t.co/Gjm5dsAuJ7",79 new COVID19 cases in JK Jammu and Kashmir on Thursday reported 79 new positive cases taking tally to 126772 14 from Jammu division 65 from Kashmir division ,['#JMUSGR:'],[],['https://t.co/Gjm5dsAuJ7'],[]
"Hi BSES,  Its been a week since our area West Sagarpur Delhi is effected with a long power cut again and again. In the circumstances of COVID pandemic we are WFH but affected with power cut.  To show your credibility could you please restore power asap.  #BRPL @bsesdelhi #bses",Hi BSES Its been a week since our area West Sagarpur Delhi is effected with a long power cut again and again In the circumstances of COVID pandemic we are WFH but affected with power cut To show your credibility could you please restore power asap ,"['#BRPL', '#bses']",['@bsesdelhi'],[],[]
"@geonews_urdu We can provide a safe system based on BiPolar Ionization technology,  which can protect all players from covid infection.  100% guaranteed.  03008492060", We can provide a safe system based on BiPolar Ionization technology which can protect all players from covid infection 100% guaranteed 03008492060,[],['@geonews_urdu'],[],[]
Covid fatigue  nation are opening up despite the Virus is still very much in action  Sudden rise in fatalities is clear indication of pandemic is not receded,Covid fatigue nation are opening up despite the Virus is still very much in action Sudden rise in fatalities is clear indication of pandemic is not receded,[],[],[],[]
Made-in-India COVID vaccines have the lowest prices in the world if any eligible citizen chooses to pay for the inoculation. It’s free at all the government centres.  #LargestVaccinationDrive #Vaccine4All  https://t.co/PA0wR6eg44,MadeinIndia COVID vaccines have the lowest prices in the world if any eligible citizen chooses to pay for the inoculation It’s free at all the government centres ,"['#LargestVaccinationDrive', '#Vaccine4All']",[],['https://t.co/PA0wR6eg44'],[]
"@brightmoon_sky @mybmc @PMOIndia @HMOIndia @MoHFW_INDIA @CMOMaharashtra @AnilDeshmukhNCP @rajeshtope11 @mayor_mumbai @mybmcHealthDept @mybmcPHD @PIBMumbai Don’t think if you’ve got positive for COVID you’ll be getting the vaccination, know both the sides.. :)  People need to choose any one thing from whether wearing mask for own safety or either to wear the mask and be positive for COVID   @mybmc is doing a good work pls appreciate", Don’t think if you’ve got positive for COVID you’ll be getting the vaccination know both the sides :) People need to choose any one thing from whether wearing mask for own safety or either to wear the mask and be positive for COVID is doing a good work pls appreciate,[],"['@brightmoon_sky', '@mybmc', '@PMOIndia', '@HMOIndia', '@MoHFW_INDIA', '@CMOMaharashtra', '@AnilDeshmukhNCP', '@rajeshtope11', '@mayor_mumbai', '@mybmcHealthDept', '@mybmcPHD', '@PIBMumbai', '@mybmc']",[],[]
"Despite scheduling Covid vaccination, Staff said they are issuing 200 coupons after 7am everyday. Staff was watching videos on mobile, possibly using Hospital WiFi! About 200 older people were made to wait for 7-8 hrs, citing system issues. Issuing coupons can lead to corruption",Despite scheduling Covid vaccination Staff said they are issuing 200 coupons after 7am everyday Staff was watching videos on mobile possibly using Hospital WiFi About 200 older people were made to wait for 78 hrs citing system issues Issuing coupons can lead to corruption,[],[],[],[]
"@drharshvardhan @narendramodi @MPShrirangBarne @AjitPawarSpeaks @Dev_Fadnavis @iLaxmanJagtap @CMOMaharashtra @rsprasad @uddhavthackeray @OfficeofUT Bad Covid vaccination exp at New Jijabai Hospital, Pimpri, Pune. Co-win Reg Schedule not accepting. They are issuing Coupons!  https://t.co/6Ceg8ofNra", Bad Covid vaccination exp at New Jijabai Hospital Pimpri Pune Cowin Reg Schedule not accepting They are issuing Coupons ,[],"['@drharshvardhan', '@narendramodi', '@MPShrirangBarne', '@AjitPawarSpeaks', '@Dev_Fadnavis', '@iLaxmanJagtap', '@CMOMaharashtra', '@rsprasad', '@uddhavthackeray', '@OfficeofUT']",['https://t.co/6Ceg8ofNra'],[]
"@1Sanobar @nuts2406 Oh, how nice. Are you travelling too much even now? Covid has not left us at all. One needs to take a lot of precautions. Travelling should be extremely restricted. Let us know when you are in Hyderabad next. The people of Hyd are v affectionate but its beauty  has been ruined!😥", Oh how nice Are you travelling too much even now Covid has not left us at all One needs to take a lot of precautions Travelling should be extremely restricted Let us know when you are in Hyderabad next The people of Hyd are v affectionate but its beauty has been ruined,[],"['@1Sanobar', '@nuts2406']",[],['😥']
04.02.2021 Recently #Covid_19+ve cases in India is showing declining trend.Rise in cases in the last 24 hrs is 12286. Total cases today is 11124527- recovery so far is 10826075 (97.03%); fatalities-157435 (1.41)&amp; active cases -173413(1.55%),04022021 Recently cases in India is showing declining trendRise in cases in the last 24 hrs is 12286 Total cases today is 11124527 recovery so far is 10826075 (9703%) fatalities157435 (141)amp active cases 173413(155%),['#Covid_19+ve'],[],[],[]
Good to know that India leads in production of Covid vaccine. #India #COVID19Vaccine  #coronavirus,Good to know that India leads in production of Covid vaccine ,"['#India', '#COVID19Vaccine', '#coronavirus']",[],[],[]
Took the first Jab of Covid-19 vaccine today at CHC Tuem.  I urge all the citizens above 60 years and citizens with noted co-morbidities in the age bracket of 45-59 years to take the vaccines.  #getyourselfvaccinated #COVID19Vaccine #sopte4mandrem #bjp4mandrem  https://t.co/coFN9ykic3,Took the first Jab of Covid19 vaccine today at CHC Tuem I urge all the citizens above 60 years and citizens with noted comorbidities in the age bracket of 4559 years to take the vaccines ,"['#getyourselfvaccinated', '#COVID19Vaccine', '#sopte4mandrem', '#bjp4mandrem']",[],['https://t.co/coFN9ykic3'],[]
#Covid_19 wave one = @tiktok_us  #Covid_19  wave Two = @joinClubhouse aa lagu moodaa.  Tech apps❤️, wave one = wave Two = aa lagu moodaa Tech apps,"['#Covid_19', '#Covid_19']","['@tiktok_us', '@joinClubhouse']",[],['❤️']
