,username,created_at,replies_count,retweets_count,likes_count,tweet,language
33,Yoriichi Tsugikuni,2021-03-20T05:16:18.000Z,,,,"@MamataOfficial
 
@BanglarGorboMB
 
@AITCofficial
 In Barasat Hospital COVID-19 Vaccines should be given but the people here are sitting from 6:00 AM But the vaccination process haven’t been started yet. There’s also no sitting chairs, fans and water for old peoples. Pls Look on us.",
34,Healthwire,2021-03-18T11:58:50.000Z,,1.0,4.0,"DSM Brings Vitamin D In The Spotlight; Says It’s Time To ‘Boost Your ImmuniD’

@DSM


#vitaminD #covid19 #Corona #CoronaVirusUpdates #vitamindeficiency",
35,Sreshth Shah,2021-03-18T09:40:49.000Z,3.0,11.0,156.0,"Grateful for many things in life. But one thing that's right up there is that there was no pandemic when I was in college. 

I really sympathise with all you guys who will have only half the Undergraduate ""college experience"" because of staying home for Covid-19.",
36,Healthwire,2021-03-18T06:33:54.000Z,,,1.0,"Covid-19 Vaccination Phase II In India: All You Need To Know

Expert-Dr Richa Sareen, Sr Consultant- Pulmonology at Fortis Hospital Vasant Kunj 
@fortis_hospital


#covid19 #CoronaVirusUpdates #coronavirus #COVID19Vaccination",
37,Anirban Bhattacharya,2021-03-18T06:09:05.000Z,,1.0,1.0,"Section 144 imposed in Noida till April 30, due to surge in #COVID cases #covidwave",
38,Prashant Kumar,2021-03-18T05:32:47.000Z,,11.0,32.0,"BREAKING: Cases of Covid-19 on rise in national capital, Chief Minister Arvind Kejriwal to hold a review meeting to take stock of situation. Some interim measures likely to be announced post the meet.",
39,Call me WD or Wri,2021-03-17T13:22:26.000Z,1.0,,3.0,"It’s been another lapse of time when the earth revolved around the sun, since I last celebrated my life’s year with my favourite person on my special day, tension free of COVID-19.
Miss this 
@Starbucks
 cup, but atleast have my favourite one with me.
#HappyBirthday to me.",
40,ARPAN BHAKTA ,2021-03-17T01:38:53.000Z,,,,"Vaccine Diplomacy: India extends support to over 70 countries, provides 583 lakh doses of Covid-19 vaccines https://financialexpress.com/lifestyle/health/vaccine-diplomacy-india-extends-support-to-over-70-countries-provides-583-lakh-doses-of-covid-19-vaccines/2213826/lite… via 
@FinancialXpress",
41,Suhrita Majumdar,2021-03-16T14:07:57.000Z,,,,"@KolkataPolice
 Sirs, while the State is busy with the election campaigns, could you please ensure that people around me and you are wearing their masks? We need to remind the citizens that COVID-19 hasn’t left yet and continues to remain a life threat for many.",
42,Purushottam Prashar,2021-03-16T11:59:17.000Z,,1.0,,"@narendramodi
 
@drharshvardhan
 
@RajatSharmaLive
 
@aajtak
 
@DDNewslive
 Dear sir again request you to allow the vaccination of COVID-19 for patients below 45 and having co morbidity  from long time because they are also at risk",
43,Krishna Daswwani,2021-03-16T09:06:04.000Z,1.0,,,Vaccinate vaccinate vaccinate #Covid_19 I urge the Govt to vaccinate all especially the states suffering a second wave onslaught because the govts of those states are A. lax B. They will play convenient politics,
44,Global Skoda,2021-03-16T08:15:05.000Z,,,,"Thank you Mr. Siddhartha shankar Majumder for your feedback. He is one of the Proud Škoda Owners. Check out his overall experience at Global Škoda after Workshop facilities.
We are following all precautionary measures during this COVID_19 for all our customers coming to our sales",
45,Call me WD or Wri,2021-03-16T06:24:58.000Z,,,,Be safe and maintain protocols for #Covid_19,
46,Raja Basu(OFFICIAL),2021-03-15T20:35:53.000Z,,,,PRESS RELEASE: COVID-19 Solidarity Response Fund marks first anniversary and appeals for continued support http://createsend.com/t/d-442BB35A7FFC3D2F2540EF23F30FEDED…,
47,Raja Basu(OFFICIAL),2021-03-15T20:16:42.000Z,,,,"DG remarks and links for COVID-19 press briefing, 15 March, 2021 http://createsend.com/t/d-534CF082081653552540EF23F30FEDED…",
48,Pratim Ranjan Bose,2021-03-15T17:16:30.000Z,1.0,1.0,5.0,Used #PPE kept ready for re-use. At petrapole border gate with Bangladesh. Pix taken on March 14 afternoon. #Covid_19 #India,
49,Global Skoda,2021-03-15T06:13:12.000Z,,,,"Thank you Mr. Nilem kumar Mondal for your feedback. He is one of the Proud Škoda Owners. Check out his overall experience at Global Škoda after Workshop facilities.
We are following all precautionary measures during this COVID_19 for all our customers coming to our sales.",
50,Bahari Baron,2021-03-15T05:41:32.000Z,,,,"The surge in the figures of Covid 19 is really alarming, particularly, the active figures have already reached at the figure of January 10, '21 from the lowest position ( 1.33 Lakhs ) of Feb 15, '21.
Also fatality reached 120 with major contribution from Maha, Punjab & Kerala !",
51,Pravishek Singh,2021-03-14T22:11:36.000Z,,,,"If you are above 60 yrs or above 45 yrs with comorbidities then you are eligible to get vaccinated for Covid 19 Virus . Book your slots from Medica New Alipore 
call on 9038334444 & 9831664444.
Email- medicanewalipore@gmail.com

T&C applied **
#COVID19Vaccine 
#medicahospital",
52,Purushottam Prashar,2021-03-14T13:59:24.000Z,,1.0,1.0,"@narendramodi
 
@drharshvardhan
 
@aajtak
 
@RajatSharmaLive
 
@MoHFW_INDIA
 Dear sir request you to allow the vaccination of COVID-19 for patients below 45 and having co morbidity  from long time",
53,TRA Tocklai,2021-03-14T10:35:46.000Z,1.0,5.0,12.0,"The benefits of black tea in inhibiting #coronavirus being highlighted by 
@DDNational
 It may be noted that Black Tea of any Ind origin is beneficial 
@PMOIndia
 
@PiyushGoyalOffc
 
@drharshvardhan
 
@nsitharaman
 
@DoC_GoI
 
@NITIAayog
 
@teaboardofindia
 #chai #tea #COVID #Immunity #COVID19",
54,Suchinta Mukhopadhyay (টিকলু),2021-03-14T08:23:53.000Z,,,,"Replying to 
@MamataOfficial
 and 
@AITCofficial",
55,Suchinta Mukhopadhyay (টিকলু),2021-03-14T08:22:10.000Z,,,,"Replying to 
@MamataOfficial",
56,Suchinta Mukhopadhyay (টিকলু),2021-03-14T08:20:07.000Z,,,,"Replying to 
@MamataOfficial",
57,Purushottam Prashar,2021-03-14T03:07:58.000Z,1.0,1.0,1.0,"@narendramodi
 
@drharshvardhan
 Dear sir request you to allow the vaccination of COVID-19 for patients below 45 and having co morbidity  from long time .",
58,Nazim Hossain,2021-03-13T15:55:39.000Z,,,1.0,"First Anniversary.
#COVID",
59,Bahari Baron,2021-03-12T20:50:21.000Z,,,,"Of the 5 Poll bound states, it seems in Punjab and  Kerala the atmosphere of 'free and fair elections' are more prevalent, 
concerning both the confirmed cases and fatality in fresh onslaught of Covid-19 there !
Proves the special, typical Love (?) towards Elections above all !",
60,Rahul Chanda,2021-03-12T08:11:17.000Z,,,,"Thank you corona warriors!
I want to thank you for seamless implementation of the first jab and in the process of guarding me and my family by working tirelessly. Heartfelt Thank you! #Covid_19 #COVID19Vaccination #GetVaccinated #PeoplesVaccine",
61,Ayan Parichha,2021-03-12T02:42:58.000Z,,,,"This is how Indian Med Colleges restarted after COVID 19 Lockdown.
Do give it a watch!!
https://youtu.be/3LBYpValq8Y
#MedStudentTwitter #MedTwitter #medicine",
62,Amit Mukherjee,2021-03-09T16:19:39.000Z,,,,"Replying to 
@RailwaySeva",
63,AKASH SAMANTA,2021-03-09T11:03:05.000Z,,,1.0,"COVID-19 VACCINE...
Time to take ""Covishield""
Vaccination is going on. Don't afraid to take vaccine, because just for it our entire world was fighting bravely for last 1 year . So, all of us need to take it bravely too....",
64,Dr.Suborno Bose,2021-03-08T13:00:22.000Z,3.0,7.0,24.0,"Absolutely super Covid 19 Vaccine from #ApolloHospital #Kolkata. Great work by #RanaDasgupta and #Jashodhara Ghosh Hospitality at its best 
@drsangitareddy
 so happy about the entire seamless process of #vaccination 
@IIHMHOTELSCHOOL",
65,Sreshth Shah,2021-03-08T12:02:04.000Z,19.0,5.0,120.0,"So why is Mumbai hosting IPL games at all this year? You don't minimise risks by making teams visit the city that has the highest rate of Covid 19 cases. When every team plays matches at neutral venues, the BCCI should have offered matches to other places. Maybe Pune or Mohali.",
66,Dinesh Kumar Modi,2021-03-08T04:42:01.000Z,,,1.0,"Centre should increase spending on Covid-19 research: Ashok Gehlot http://toi.in/VWG6jY/a24gj via 
@timesofindia",
67,ishtiyaque ahmed,2021-03-07T18:44:42.000Z,,,,"UN Women announces the theme for International Women’s Day, 8 March 2021 (IWD 2021) as, “Women in leadership: Achieving an equal future in a COVID-19 world.”",
68,Joydeep Phukan,2021-03-07T07:22:48.000Z,,1.0,7.0,"Wonderful to see Dr Rizwan Sadique, eminent doctor of Kolkata beat #Covid_19 after 4weeks on ventilator & 2weeks on ECMO. MedicaHospital doctors team led by Dr Arpan did an amazing job. Mr Krupa David,exMD 
@GoodrickeTea
 equally did an amazing job thru WAgroup for pooling in funds",
69,Dipak Debnath,2021-03-05T15:50:49.000Z,,,,"PM Narendra Modi took Covid-19 vaccine in AIIMS, Delhi",
70,Manish chowdhary,2021-03-05T14:06:32.000Z,,1.0,1.0,"Second Round Dose of Vaccine Taken.
#covishield
#covishield2nddose
#coronavaccine #coronavaccineinindia  Covid-19...",
71,लोकाः समस्ताः सुखिनो भवन्तु॥ CodehubIndia,2021-03-05T04:27:04.000Z,,,,"Replying to 
@amitmalviya",
72,Joydeep Phukan,2021-03-05T03:04:34.000Z,,,1.0,"First great apes at U.S. zoo receive COVID-19 vaccine made for animals https://nationalgeographic.com/animals/article/first-great-apes-at-us-zoo-receive-coronavirus-vaccine-made-for-animals… via 
@NatGeo",
73,APURBA ROY CHOWDHURY,2021-03-04T17:59:44.000Z,,,,"Biden : We are all convinced that you are very serious to defeat covid 19 and other variants as early as possible.  However, why did you pardon the contract killer,Mohammed Bin Salman over the killing of Jamal Khassogi, ? Why?",
74,Harleen,2021-03-04T08:35:26.000Z,,,,"Covid Second dose done

#Covid_19 #COVID19Vaccine #CovidVaccine #CovidVaccine #Covid_19 #COVIDVaccineArrives",
75,Devarchit,2021-03-04T07:24:46.000Z,,,2.0,"“India cannot organise Ranji Trophy, need to go to UAE for IPL and look at us having #PSL6 at home in Pakistan.” - plenty of such tweets not long back. 

Let us please, please not take #COVID for granted.",
76,Mridul Sen,2021-03-03T15:07:35.000Z,,,,"@CMOMaharashtra
 If you guys cannot control covid 19 in your state which has become Coronarastra from Maharastra, learn from 
@wbdhfw
 West Bengal how to tackle the virus.",
77,TheAnupmaJha,2021-03-03T11:08:58.000Z,,4.0,26.0,"Cricketer Kapil Dev received his first dose of #COVID19Vaccine at Fortis Escorts in Okhla area of Delhi.

@therealkapildev
 #CoronaVirusUpdates #COVID19Vaccine #Corona",
78,voice of the nation.,2021-03-02T10:33:50.000Z,,,3.0,"How PM Modi used humour to lighten up atmosphere during Covid-19 vaccination
https://indiatoday.in/coronavirus-outbreak/vaccine-updates/story/how-pm-modi-used-humour-to-lighten-up-atmosphere-during-covid-19-vaccination….",
79,ABHINAV CHATTERJEE,2021-03-02T05:24:39.000Z,,,,Don't fool us you dumb. Drivers are saying we are not operating AC due to petrol fare hike and here you defend your incompetence by referring covid-19. Accept that you suck in kolkata.,
80,Sreshth Shah,2021-03-01T14:35:56.000Z,1.0,2.0,11.0,"Covid 19 case forces tonight's #PSL2021 game to be postponed. Details on 
@ESPNcricinfo
 

#Psl6",
81,aydah_alawadhi,2021-03-22 01:36:09 India Standard Time,0.0,3.0,4.0,Should we offer all breast cancer patients COVID-19 vaccination? ✅ #SGBCC21 expert consensus 👇🏻👇🏻👇🏻 #bcsm @OncoAlert  https://t.co/i0P1bCEv7E,en
82,alinamezentseva,2021-03-22 01:34:01 India Standard Time,0.0,0.0,2.0,Progress in expanding electricity access in Sub-Saharan #Africa is being reversed by the #Covid19 pandemic ⬇️,en
84,asn12345asn,2021-03-22 01:24:37 India Standard Time,0.0,0.0,2.0,High time @MoHFW_INDIA should take concerns so as to control rising #COVID19 cases in #Maharashtra. Look for the same @CMOMaharashtra and @PMOIndia !   Solutions : 1- Stop all international &amp; domestic aviation routes from the state of #Maharashtra. 2- Implement #Lockdown.,en
85,students_qatar,2021-03-22 01:17:33 India Standard Time,0.0,0.0,2.0,"✒️APPLY NOW✒️ for the 2021 @WorldBank Youth Summit Competition and share solutions on how to contribute to a resilient, greener and more inclusive recovery from the COVID-19 induced crisis. Deadline is March 31,2021.➡️  https://t.co/zxGGNajVUX #WBGYouthSummit #ForPeopleAndPlanet  https://t.co/XuVLKpDIdz",en
87,ebtihal52575730,2021-03-22 01:14:10 India Standard Time,2.0,2.0,12.0,"@TheEndoSociety  Excited to share our abstracts from @KSUInternalMed at #Endo2021  sclerosteosis supervised by #Dr_A_Ekhzaimy &amp; #Dr_A_Alzahrani  G6PD induced hemolysis in DKA, by #Dr_E_Albasri  Protocol effectiveness in Dexa induced hyperglycemia in covid19 by @Anoodo @Moh_Endo  https://t.co/AGfraIxsfK",en
91,azam61a,2021-03-22 00:50:46 India Standard Time,1.0,0.0,0.0,The vaccines against COVID19 (1 of 3)  https://t.co/2KWqDzMnGY,en
92,safikhanmagical,2021-03-22 00:49:04 India Standard Time,0.0,0.0,0.0,@AskAnshul Quite alarming status due #ClimateCrisis made destruction that's why Nature taking revenge in for of #COVID19 frequent #earthquake to awake to secure forests globally its not about #business its about balance&amp;manage ecosystem #ForestDay #WorldForestDay2021  https://t.co/1c811opNYz,en
93,safikhanmagical,2021-03-22 00:48:28 India Standard Time,0.0,0.0,0.0,@CynthiaDRitchie Quite alarming status due #ClimateCrisis made destruction that's why Nature taking revenge in for of #COVID19 frequent #earthquake to awake to secure forests globally its not about #business its about balance&amp;manage ecosystem #ForestDay #WorldForestDay2021  https://t.co/1c811opNYz,en
94,safikhanmagical,2021-03-22 00:48:11 India Standard Time,0.0,0.0,0.0,@FinancialTimes Quite alarming status due #ClimateCrisis made destruction that's why Nature taking revenge in for of #COVID19 frequent #earthquake to awake to secure forests globally its not about #business its about balance&amp;manage ecosystem #ForestDay #WorldForestDay2021  https://t.co/1c811opNYz,en
95,safikhanmagical,2021-03-22 00:43:52 India Standard Time,0.0,0.0,0.0,@FaisalJavedKhan May Allah give #PMImranKhan  &amp; #FirstLady #BushraBibi better health&amp;speedy recover to overcome from #Corona #PrayforImranKhan defeat #COVID19 #GetWellSoonPMIK after doze #COVID19Vaccine in #Pakistan it will give better outcome Hope #lockdown2021 #WearAMask  https://t.co/dWFYjLb8YB,en
96,baadbantv,2021-03-22 00:41:04 India Standard Time,0.0,0.0,0.0,"Russia, eyeing foreign markets, says Sputnik COVID-19 vaccine to cost under $20. Click on the link to see full news on BAADBAN TV  https://t.co/QnzNwco7Ax  https://t.co/D7ARAF4mhF",en
97,safikhanmagical,2021-03-22 00:39:43 India Standard Time,0.0,0.0,0.0,@betterpakistan Quite alarming status due #ClimateCrisis made destruction that's why Nature taking revenge in for of #COVID19 frequent #earthquake to awake to secure forests globally its not about #business its about balance&amp;manage ecosystem #ForestDay #WorldForestDay2021  https://t.co/1c811opNYz,en
98,safikhanmagical,2021-03-22 00:38:34 India Standard Time,0.0,0.0,0.0,@ARYNEWSOFFICIAL May Allah give #PMImranKhan  &amp; #FirstLady #BushraBibi better health&amp;speedy recover to overcome from #Corona #PrayforImranKhan defeat #COVID19 #GetWellSoonPMIK after doze #COVID19Vaccine in #Pakistan it will give better outcome Hope #lockdown2021 #WearAMask  https://t.co/dWFYjLb8YB,en
99,adityanag2002,2021-03-22 00:29:37 India Standard Time,0.0,0.0,1.0,Yes!!!! From Kitty Hawk to Mars a first in human history 1903-2021 118 years of powered flight. Happy to have lived through #Covid19 to see this #PerseveranceRover,en
100,journalistsaroj,2021-03-28 05:24:16 India Standard Time,0.0,1.0,1.0,"#Prayagraj #COVID19 update,27/03/2021,Today Positive Case_80,death_01  https://t.co/D7QoNiel6B",en
107,ayush0o,2021-03-28 02:46:04 India Standard Time,0.0,0.0,2.0,#MaharashtraGovernment Fighting #COVID19 🦠   #nightcurfew #COVID19India #Maharashtra #COVID #coronavirus #Corona #Mumbai  https://t.co/LhGUYsupgA,en
109,asma48035926,2021-03-28 01:42:59 India Standard Time,0.0,0.0,0.0,#Dry cough @Covid19 @WHO @mohapuae  https://t.co/kwzZatAx8v,en
110,sipgrab,2021-03-28 01:34:05 India Standard Time,0.0,0.0,0.0,Bruins LW Brad Marchand in COVID-19 protocol  https://t.co/SWgYFFIO2W #Sipgrab #UnitingPeopleWithThePossibilities,en
111,sirajnoorani,2021-03-28 01:09:16 India Standard Time,0.0,0.0,2.0,"#Mumbai Mayor Kishori Pednekar ordered that residential societies with five or more COVID-19 cases will be sealed by the Brihanmumbai Municipal Corporation (BMC). Currently, the active containment zones in the city stand at 53 and a total of 551 buildings are sealed.",en
112,agluhana,2021-03-28 01:06:59 India Standard Time,0.0,0.0,5.0,Please wear a mask and maintain the distance.  COVID-19 is not a joke!  https://t.co/iY7QTBdrBM,en
113,ashubagri14,2021-03-28 00:50:52 India Standard Time,1.0,1.0,1.0,First Position in People Category of Hastag of Technical Analyst.#Nifty #stocks #TechnicalAnalyst #Mumbai 🇮🇳 #Opinion #writing  #research #stocks #cryptocurrency #Markets #fintech #startups #StockMarket  #investments  #Technology #Management #quotes #COVID19 #lockdown  https://t.co/mHjULhddsn,en
115,sirajnoorani,2021-03-28 00:32:31 India Standard Time,0.0,0.0,0.0,"#UttarPradesh reports 1,061 new #COVID19 cases, four fatalities. Infection tally rises to 6,12,351, death toll 8,783. Number of active cases in the state stands at 6,615.",en
117,afreenk25065808,2021-03-28 00:20:41 India Standard Time,0.0,5.0,3.0,#Kolkata #COVID19 #2YearsWithPersona #UnforgettableSushant #BahrainGP #HoliWithSidharthShukla #balloonstarNtr #khidderporekolkata #mominporekolkata #Crypto Have you seen this person?  If you have any information Please contact me 1:-9874010927 2:-9123377488 3:-7044450408  https://t.co/SNOGmq3S7t,en
119,raojsinghtoi,2021-03-28 00:00:08 India Standard Time,1.0,1.0,3.0,More crowd than #COVID19 #vaccination centers. #SaturdayVibes #night #liquor #gurgaon #excise  #Revenue #MaskIndia #Corona  https://t.co/ZJ89m6mMtE,en
121,rokibuzzaman2,2021-03-27 23:50:12 India Standard Time,1.0,2.0,13.0,Assam in the last 24 hours reported 46 new Covid-19 cases - highest number of positive cases detected in the last five days  #AssamAssemblyPolls #COVID19,en
123,drvikaspadha,2021-03-27 23:46:04 India Standard Time,0.0,1.0,7.0,Same with me . I operated upon daignosed Covid positive patients  too . Mask is the real protection against #COVID19 infection and wearing MASK PROPERLY is the key 👇 #MaskUpIndia 🇮🇳,en
124,sanjayjena17021,2021-03-27 23:45:06 India Standard Time,0.0,0.0,0.0,"It is a tradition of sort for it to rain on  days precceding to the dolo Purnima day in Paralakhemundi and this year too Indra  did not disappoint, sunshine following rain giving way to rainbow, filling up the colors otherwise we won't be able to play because of COVID-19 rules  https://t.co/yiHyIAHnKo",en
126,abdallah_ramahi,2021-03-27 23:43:54 India Standard Time,0.0,0.0,0.0,"Great idea Steak house, one free Dynamite shrimp for every table that has at least one vaccinated person! Together against COVID 19, way to go Steak House",en
127,jasghar,2021-03-27 23:38:53 India Standard Time,1.0,5.0,16.0,"#Covid_19 #variants could soon dominate in #Britishcoulmbia experts warn The #P1 variant which has ravaged #Brazil, for example, is said to be three times more contagious than the original strain, and there have been documented cases of #reinfection.   https://t.co/bVAo8jWpQt",en
128,asma48035926,2021-03-27 23:38:48 India Standard Time,0.0,0.0,0.0,#EarthHour @Covid19 @FCHS_UAE @WHO @mohapuae FC1400086 STUDENT UNDER training 😷,en
129,sirajnoorani,2021-03-27 23:37:41 India Standard Time,0.0,1.0,0.0,"#Telangana government has made wearing mask compulsory and imposed restrictions on public gatherings, congregations, rallies and processions during the upcoming religious events in the wake of increasing #COVID19 cases in the state.",en
130,chishtysahab1,2021-03-27 23:34:21 India Standard Time,0.0,0.0,0.0,"I want to ignore you, like Pakistani are ignoring 3rd wave of #coronavirus . #NCOC #Covid_19",en
131,maxamedaadan7,2021-03-27 23:33:48 India Standard Time,0.0,0.0,0.0,"Covid 19 Immunizations  27/3/2021 @ Dhahar, Sanaag  https://t.co/5Yl0wOUDM5",en
132,sirajnoorani,2021-03-27 23:32:04 India Standard Time,1.0,0.0,2.0,"A day after #BJP MLA Atanasio Monserrate tested positive for #Covid19, the #Goa legislature department has directed all its MLAs to make themselves available for swab testing at local government hospitals.  https://t.co/PvXA9xFH8K",en
