,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet
10,1.36793e+18,1.36793e+18,2021-03-06 01:50:53 India Standard Time,06-03-21,01:50:53,530,79449173.0,vaibhavgtoi,VAIBHAV GANJAPURE,,#COVID19-19 scare may force deferment of HCBA polls. Link -   https://t.co/nVbW6wNYVN  @timesofindia @TOI_Nagpur @SunilWarrier1 @NagpurHcba @bombaybench @SCofInd @RanjitVDeshmukh @ProshuncTOI @TOIsarfaraz @abhishekcTOI @vijaypTOI @TOICitiesNews @TOIMumbai @rsprasad #coronavirus,en,"[{'screen_name': 'timesofindia', 'name': 'the times of india', 'id': '134758540'}, {'screen_name': 'toi_nagpur', 'name': 'toi nagpur', 'id': '876804173496320000'}, {'screen_name': 'sunilwarrier1', 'name': 'sunil warrier', 'id': '469150204'}, {'screen_name': 'nagpurhcba', 'name': 'hcba nagpur', 'id': '781882754438791168'}, {'screen_name': 'bombaybench', 'name': 'bombay high court', 'id': '964119191887396864'}, {'screen_name': 'scofind', 'name': 'supremecourtofindia', 'id': '3226070257'}, {'screen_name': 'ranjitvdeshmukh', 'name': 'ranjit deshmukh', 'id': '411357280'}, {'screen_name': 'proshunctoi', 'name': 'proshuntoi', 'id': '358122323'}, {'screen_name': 'toisarfaraz', 'name': 'sarfaraz', 'id': '853235237807046656'}, {'screen_name': 'abhishekctoi', 'name': 'abhishek choudhari', 'id': '3793132400'}, {'screen_name': 'vijayptoi', 'name': 'vijay pinjarkar', 'id': '3789741313'}, {'screen_name': 'toicitiesnews', 'name': 'toi cities', 'id': '30846824'}, {'screen_name': 'toimumbai', 'name': 'toi mumbai', 'id': '30859231'}, {'screen_name': 'rsprasad', 'name': 'ravi shankar prasad', 'id': '2222673457'}]",['http://toi.in/-Vxg6a59/a24gj'],[],0,0,0,"['covid19', 'coronavirus']",[],https://twitter.com/vaibhavgTOI/status/1367933153105518593,False
11,1.36793e+18,1.36793e+18,2021-03-06 01:43:33 India Standard Time,06-03-21,01:43:33,530,79449173.0,vaibhavgtoi,VAIBHAV GANJAPURE,,HCBA mulls online polling due to Covid-19 surge. Link -   https://t.co/atfw4Q9NSL   @timesofindia @TOI_Nagpur @SunilWarrier1 @NagpurHcba @ProshuncTOI @RanjitVDeshmukh @TOIsarfaraz @abhishekcTOI @bombaybench @firdosmirza @vijaypTOI @SCofInd @TOIMumbai @TOIPune #COVID19 #coronavirus,en,"[{'screen_name': 'timesofindia', 'name': 'the times of india', 'id': '134758540'}, {'screen_name': 'toi_nagpur', 'name': 'toi nagpur', 'id': '876804173496320000'}, {'screen_name': 'sunilwarrier1', 'name': 'sunil warrier', 'id': '469150204'}, {'screen_name': 'nagpurhcba', 'name': 'hcba nagpur', 'id': '781882754438791168'}, {'screen_name': 'proshunctoi', 'name': 'proshuntoi', 'id': '358122323'}, {'screen_name': 'ranjitvdeshmukh', 'name': 'ranjit deshmukh', 'id': '411357280'}, {'screen_name': 'toisarfaraz', 'name': 'sarfaraz', 'id': '853235237807046656'}, {'screen_name': 'abhishekctoi', 'name': 'abhishek choudhari', 'id': '3793132400'}, {'screen_name': 'bombaybench', 'name': 'bombay high court', 'id': '964119191887396864'}, {'screen_name': 'firdosmirza', 'name': 'firdos mirza adv.', 'id': '136581011'}, {'screen_name': 'vijayptoi', 'name': 'vijay pinjarkar', 'id': '3789741313'}, {'screen_name': 'scofind', 'name': 'supremecourtofindia', 'id': '3226070257'}, {'screen_name': 'toimumbai', 'name': 'toi mumbai', 'id': '30859231'}, {'screen_name': 'toipune', 'name': 'toi pune', 'id': '803900491864227840'}]",['http://toi.in/z2aAEY80/a24gj'],[],0,0,0,"['covid19', 'coronavirus']",[],https://twitter.com/vaibhavgTOI/status/1367931307431370752,False
12,1.36793e+18,1.36793e+18,2021-03-06 01:25:32 India Standard Time,06-03-21,01:25:32,530,279081586.0,roseattwa,ROSE  DANAO ATTWA,,Done 1st dose in vaccine covid 19 thank you MOH KSA .  https://t.co/OuZWQ2wUGe,en,[],[],[],0,0,1,[],[],https://twitter.com/roseattwa/status/1367926773875367938,False
13,1.36792e+18,1.36792e+18,2021-03-06 01:03:53 India Standard Time,06-03-21,01:03:53,530,340592610.0,iaaljumah,Abdullah Aljumah,,I really like #Iraqis. They're in the #hospital with #COVID19 and they don't give a d??n about #life! They're just #singing and #enjoying themselves 😂😂😂😂. #writing_out_loud #Trending #enjoylife #havefun #COVID #Covishield  https://t.co/QuDI8luKTa,en,[],[],[],0,0,1,"['iraqis', 'hospital', 'covid19', 'life', 'singing', 'enjoying', 'writing_out_loud', 'trending', 'enjoylife', 'havefun', 'covid', 'covishield']",[],https://twitter.com/iaaljumah/status/1367921326179168265,False
14,1.36791e+18,1.36791e+18,2021-03-06 00:27:14 India Standard Time,06-03-21,00:27:14,530,2199527293.0,baba_bhopali,चूरमा भोपाली,,@yogrishiramdev बाबाजी आप क्या खाते है?? #COVID19 #babaramdevji #BabaRamdev @PypAyurved @PParidhan @PatanjaliDairy #Coronil  https://t.co/vD6N7noKHk,hi,"[{'screen_name': 'pypayurved', 'name': 'patanjali ayurved', 'id': '708148004797030401'}, {'screen_name': 'pparidhan', 'name': 'patanjali paridhan', 'id': '1052206060709261313'}, {'screen_name': 'patanjalidairy', 'name': 'patanjali dairy', 'id': '1072004767579140096'}]",[],['https://pbs.twimg.com/media/EvvMzY2VoAEBvjB.jpg'],0,0,0,"['covid19', 'babaramdevji', 'babaramdev', 'coronil']",[],https://twitter.com/baba_bhopali/status/1367912100970950660,False
15,1.36791e+18,1.36791e+18,2021-03-06 00:03:18 India Standard Time,06-03-21,00:03:18,530,9.23092e+17,drvibhujit,Dr.vibhujit kumar sinha,,A candle march to pay tribute  to Shubhendu Shubham  2k16 NMCH who went for  heavenly abode while his fight  against the Corona Virus. #COVID19 #nmch #Bihar #CovidVaccine #Covaxin #coronavirus #CovishieldVaccine #mbbs  https://t.co/SB9vQuQEW3  https://t.co/eyZfnY6XHF,en,[],['https://youtu.be/eXygH36hle0'],['https://pbs.twimg.com/media/EvvHQePVEAEO6LK.jpg'],0,1,2,"['covid19', 'nmch', 'bihar', 'covidvaccine', 'covaxin', 'coronavirus', 'covishieldvaccine', 'mbbs']",[],https://twitter.com/DrVibhujit/status/1367906080093663232,False
16,1.36791e+18,1.36791e+18,2021-03-06 00:02:20 India Standard Time,06-03-21,00:02:20,530,395748116.0,setiyar,SEKHAR SETIYAR,,"With more than 17.7 million COVID-19 vaccines administered, take a look at the latest stats of the world’s #LargestVaccineDrive on day 48. For the latest SOPs, real-time updates, visit:  https://t.co/Mj36UxyYd5 or download the MyGov App. #IndiaFightsCorona @narendramodi @PMOIndia  https://t.co/nxEwppXtRM",en,"[{'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}, {'screen_name': 'pmoindia', 'name': 'pmo india', 'id': '471741741'}]",['https://www.mygov.in/covid-19'],['https://pbs.twimg.com/media/EvvHGv-XAAIFkph.jpg'],0,0,0,"['largestvaccinedrive', 'indiafightscorona']",[],https://twitter.com/setiyar/status/1367905834814951426,False
17,1.3679e+18,1.3679e+18,2021-03-05 23:55:16 India Standard Time,05-03-21,23:55:16,530,1.35157e+18,ijazsheikh39,Ijaz Sheikh,,𝙅𝙖𝙞𝙡 𝙍𝙤𝙖𝙙 𝙅𝙞𝙣𝙣𝙖𝙝 𝙃𝙖𝙡𝙡 𝙐𝘼𝙁😍✌ #Penthouse2 #Pakistan #COVID #COVID19 #CovidVaccine #viral #ViralVideo #uaf  https://t.co/pNE3GYFi7m,in,[],[],[],0,1,2,"['penthouse2', 'pakistan', 'covid', 'covid19', 'covidvaccine', 'viral', 'viralvideo', 'uaf']",[],https://twitter.com/Ijazsheikh39/status/1367904059609452551,False
18,1.3679e+18,1.3679e+18,2021-03-05 23:44:17 India Standard Time,05-03-21,23:44:17,530,7.80067e+17,tfgs1987,The Flowers Group,,ADMISSION OPEN   Hurry up and reserve a seat for your child! We have very limited seats remaining.   #NoAdmissionFee #AdmissionOpen #Session2021_22 #COVID19 #SchoolsReopen #OnlineEducation #TheFlowersGroupofSchools #TFGS #Landhi #Korangi #Karachi #BestMontessori  https://t.co/jNh9so3ULi,en,[],[],['https://pbs.twimg.com/media/EvvC9kMXAAIrpPI.jpg'],0,1,1,"['noadmissionfee', 'admissionopen', 'session2021_22', 'covid19', 'schoolsreopen', 'onlineeducation', 'theflowersgroupofschools', 'tfgs', 'landhi', 'korangi', 'karachi', 'bestmontessori']",[],https://twitter.com/TFGS1987/status/1367901293440872450,False
19,1.3679e+18,1.3679e+18,2021-03-05 23:43:54 India Standard Time,05-03-21,23:43:54,530,7.80067e+17,tfgs1987,The Flowers Group,,ADMISSION OPEN   Hurry up and reserve a seat for your child! We have very limited seats remaining.   #NoAdmissionFee #AdmissionOpen #Session2021_22 #COVID19 #SchoolsReopen #OnlineEducation #TheFlowersGroupofSchools #TFGS #Landhi #Korangi #Karachi #BestMontessori  https://t.co/nvbrFDAMmI,en,[],[],['https://pbs.twimg.com/media/EvvC3uTWEAkwMrI.jpg'],0,1,1,"['noadmissionfee', 'admissionopen', 'session2021_22', 'covid19', 'schoolsreopen', 'onlineeducation', 'theflowersgroupofschools', 'tfgs', 'landhi', 'korangi', 'karachi', 'bestmontessori']",[],https://twitter.com/TFGS1987/status/1367901198771228674,False
20,1.37089e+18,1.37089e+18,2021-03-14 05:29:05 India Standard Time,14-03-21,05:29:05,530,275057058.0,media_selangor,Media Selangor,"{'type': 'Point', 'coordinates': [3.03553807, 101.4483876]}","#AGENDA Saringan percuma #Covid19 di Shah Alam, USJ 7 hari ini  https://t.co/0N28lzWUVY  https://t.co/CDTry7CJDZ",in,[],['https://selangorkini.my/2021/03/saringan-percuma-covid-19-di-shah-alam-usj-7-hari-ini/?utm_source=dlvr.it&utm_medium=twitter'],['https://pbs.twimg.com/media/EwZenUeUcAMDPX7.jpg'],0,1,2,"['agenda', 'covid19']",[],https://twitter.com/Media_Selangor/status/1370887167656873984,False
21,1.37089e+18,1.37089e+18,2021-03-14 05:20:38 India Standard Time,14-03-21,05:20:38,530,1.24168e+18,penkampar,Penerangan Kampar,,#JabatanPenerangan  #PeneranganPerak  #PeneranganKampar #Covid19 #KomunikasiKita,und,[],[],[],0,0,0,"['jabatanpenerangan', 'peneranganperak', 'penerangankampar', 'covid19', 'komunikasikita']",[],https://twitter.com/Penkampar/status/1370885042554081282,False
22,1.37088e+18,1.37088e+18,2021-03-14 05:19:19 India Standard Time,14-03-21,05:19:19,530,1.24168e+18,penkampar,Penerangan Kampar,,#JabatanPenerangan  #PeneranganPerak  #PeneranganKampar #Covid19 #KomunikasiKita,und,[],[],[],0,0,0,"['jabatanpenerangan', 'peneranganperak', 'penerangankampar', 'covid19', 'komunikasikita']",[],https://twitter.com/Penkampar/status/1370884710117777408,False
23,1.37088e+18,1.37088e+18,2021-03-14 05:19:06 India Standard Time,14-03-21,05:19:06,530,1.24168e+18,penkampar,Penerangan Kampar,,#JabatanPenerangan  #PeneranganPerak  #PeneranganKampar #Covid19 #KomunikasiKita,und,[],[],[],0,0,0,"['jabatanpenerangan', 'peneranganperak', 'penerangankampar', 'covid19', 'komunikasikita']",[],https://twitter.com/Penkampar/status/1370884656896253952,False
24,1.37088e+18,1.37088e+18,2021-03-14 05:18:14 India Standard Time,14-03-21,05:18:14,530,573605445.0,emergencyar,วีอาร์ฉุกเฉิน,,กทม.แจ้งให้ประชาชนที่ไปตลาด 6 แห่งในพื้นที่เขตบางแค ตั้งแต่วันที่ 20 ก.พ. - 13 มี.ค. 64 ตรวจคัดกรอง COVID-19 หลังมีรายงานพบผู้ติดเชื้อ 80 คน  1. ตลาดสิริเศรษฐนนท์ (แสงฟ้าเก่า) 2. ตลาดศูนย์การค้าบางแค 3. ตลาดกิตติ 4. ตลาดภาสม 5. ตลาดใหม่บางแค 6. ตลาดวันเดอร์ #ให้ความร่วมมือด้วยนะ,th,[],[],[],0,0,0,['ให้ความร่วมมือด้วยนะ'],[],https://twitter.com/EmergencyAR/status/1370884436636491776,False
25,1.37088e+18,1.37088e+18,2021-03-14 05:10:46 India Standard Time,14-03-21,05:10:46,530,35167068.0,ainunnajib,Ainun Najib,,"Gila USA bisa 4.5 juta vaksinasi sehari 🤯  Populasinya dibandingkan Indonesia hanya sekitar 22% lebih banyak (1.2x lipat), tapi kecepatan vaksinasinya 15x kali lipat.  Kalau begini beneran bisa tercapai targetnya Presiden Biden untuk merdeka covid-19 di hari kemerdekaan 4 Juli.",in,[],[],[],69,242,458,[],[],https://twitter.com/ainunnajib/status/1370882557844221955,False
26,1.37088e+18,1.37088e+18,2021-03-14 05:10:10 India Standard Time,14-03-21,05:10:10,530,41330546.0,akmalarif90,AKMAL ARIF,,#Covid19 #KitaTeguhKitaMenang  https://t.co/4jybTRhVHI,und,[],[],['https://pbs.twimg.com/media/EwZaRq5VcAIZSOE.jpg'],0,0,0,"['covid19', 'kitateguhkitamenang']",[],https://twitter.com/akmalarif90/status/1370882408786980866,False
27,1.37085e+18,1.37085e+18,2021-03-14 03:16:57 India Standard Time,14-03-21,03:16:57,530,125851115.0,abusulayman,Muna AbuSulayman منى,,"The days were as slow as drop of honey rolling down the side of the jar and as fast as the wind on breezy morning cooling your tears.  A year passed..  A year that we don't want to count, But which will count as a decade of years.  #Covid19 #anniversary",en,[],[],[],2,0,9,"['covid19', 'anniversary']",[],https://twitter.com/abusulayman/status/1370853916930359298,False
28,1.37085e+18,1.37085e+18,2021-03-14 02:58:42 India Standard Time,14-03-21,02:58:42,530,1.26697e+18,reshmai0,Reshma K,,This is from a textbook of #Microbiology teaching Medical students that #TablighiJamat spread #Covid_19 through Nizamuddin Markaz Mosque. This is highly insensitive to portray a community as guilty of spreading a disease. We demand that @JPMedPub remove this and issue apology.  https://t.co/t9Zgu2Xha1,en,"[{'screen_name': 'jpmedpub', 'name': 'jp medical ltd', 'id': '562893521'}]",[],"['https://pbs.twimg.com/media/EwY8L5zXAAACdOC.jpg', 'https://pbs.twimg.com/media/EwY8MFvWYAU3bIv.jpg']",0,0,0,"['microbiology', 'tablighijamat', 'covid_19']",[],https://twitter.com/ReshmaI0/status/1370849322665877505,False
29,1.37084e+18,1.37084e+18,2021-03-14 02:30:16 India Standard Time,14-03-21,02:30:16,530,114860397.0,ramizahsan,Ramiz,,"Covid 19 layers in Pakistan are totally media controlled. They spread fear in the minds of the people on planned intervals and all of a sudden after few restrictions, it certainly eased up again.",en,[],[],[],0,0,0,[],[],https://twitter.com/RamizAhsan/status/1370842168152236033,False
30,1.37084e+18,1.37084e+18,2021-03-14 02:06:47 India Standard Time,14-03-21,02:06:47,530,847096538.0,sajidsaleem17,Sajid Saleem 🇵🇰 I stand by Imran Khan's Ideology,,We have heared about Madam @KanwalMna that she has detected COVID-19 positive result. May Allah almighty grant her speedy recovery. Amin. Because she is one of our most diligent and hardworking women.,en,"[{'screen_name': 'kanwalmna', 'name': 'kanwal shauzab mna', 'id': '1189974143493713922'}]",[],[],0,0,0,[],[],https://twitter.com/sajidsaleem17/status/1370836259900420096,False
31,1.37083e+18,1.37074e+18,2021-03-14 02:00:23 India Standard Time,14-03-21,02:00:23,530,2817253274.0,humayun204,Humayun,,@Real_MZubair Treatment required COVID-19 vaccinations completed but mental treatment still requires  https://t.co/Um6qB6ikDu,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/EwYu1xeXEAMxpfM.jpg'],0,0,1,[],[],https://twitter.com/humayun204/status/1370834646884364297,False
32,1.37083e+18,1.37083e+18,2021-03-14 01:54:35 India Standard Time,14-03-21,01:54:35,530,61372068.0,shootsprintrite,Dhanusha Gokulan,,60-second breath tests to detect Covid-19 could be a game changer in our battle against the pandemic. @DHA_Dubai,en,"[{'screen_name': 'dha_dubai', 'name': 'هيئة الصحة بدبي', 'id': '303808116'}]",[],[],0,0,1,[],[],https://twitter.com/shootsprintrite/status/1370833187581071360,False
33,1.37083e+18,1.37083e+18,2021-03-14 01:50:58 India Standard Time,14-03-21,01:50:58,530,16270130.0,nunthu,Neonthu,,@ShihamWaheed @maleehjamal @MDPSecretariat @MohamedNasheed @ibusolih @FaisalNasym MDP doesn't care about people. They want votes at any cost.. but they no are better than PPM or JP.  They are campaigning without care about spreading covid-19. We have had enough. We are sick of MDP.,en,[],[],[],1,0,1,[],[],https://twitter.com/nunthu/status/1370832279396704256,False
34,1.37083e+18,1.37083e+18,2021-03-14 01:39:16 India Standard Time,14-03-21,01:39:16,530,1.04563e+18,8fa1_,أفطيم,"{'type': 'Point', 'coordinates': [26.380645, 50.212407]}","I'm at COVID-19 Vaccination Center in Al Khobar, Ash Sharqiyah  https://t.co/5DeDNptWL1",en,[],['https://www.swarmapp.com/c/2j8NO4pB1k5'],[],0,0,1,[],[],https://twitter.com/8fa1_/status/1370829333909094400,False
35,1.37083e+18,1.37083e+18,2021-03-14 01:35:34 India Standard Time,14-03-21,01:35:34,530,1.36619e+18,ashubagri14,Ashu Bagri in to the stock and share job in India,,Sky News Fox News BREAKING NEWS ABC News Stop Fake News On SSR #Trending #CancelFox Fake News FoxNews #AajTakSabseTez #SackChrisWhitty #news #cancelFoxNews #Entertainment The BBC #foryou #COVID-19 #Trending #News #Sports #Entertainment #investing #stockmarket #indices #wealth,en,[],[],[],0,0,0,"['trending', 'cancelfox', 'aajtaksabsetez', 'sackchriswhitty', 'news', 'cancelfoxnews', 'entertainment', 'foryou', 'covid', 'trending', 'news', 'sports', 'entertainment', 'investing', 'stockmarket', 'indices', 'wealth']",[],https://twitter.com/AshuBagri14/status/1370828402651848704,False
36,1.37083e+18,1.37083e+18,2021-03-14 01:35:24 India Standard Time,14-03-21,01:35:24,530,1.36619e+18,ashubagri14,Ashu Bagri in to the stock and share job in India,,Sky News Fox News BREAKING NEWS ABC News Stop Fake News On SSR #Trending #CancelFox Fake News FoxNews #AajTakSabseTez #SackChrisWhitty #news #cancelFoxNews #Entertainment The BBC #foryou #COVID-19 #Trending #News #Sports #Entertainment #investing #stockmarket #indices #wealth,en,[],[],[],0,0,0,"['trending', 'cancelfox', 'aajtaksabsetez', 'sackchriswhitty', 'news', 'cancelfoxnews', 'entertainment', 'foryou', 'covid', 'trending', 'news', 'sports', 'entertainment', 'investing', 'stockmarket', 'indices', 'wealth']",[],https://twitter.com/AshuBagri14/status/1370828361019191301,False
37,1.37083e+18,1.37083e+18,2021-03-14 01:35:13 India Standard Time,14-03-21,01:35:13,530,1.36619e+18,ashubagri14,Ashu Bagri in to the stock and share job in India,,Sky News Fox News BREAKING NEWS ABC News Stop Fake News On SSR #Trending #CancelFox Fake News FoxNews #AajTakSabseTez #SackChrisWhitty #news #cancelFoxNews #Entertainment The BBC #foryou #COVID-19 #Trending #News #Sports #Entertainment #investing #stockmarket #indices #wealth,en,[],[],[],0,0,0,"['trending', 'cancelfox', 'aajtaksabsetez', 'sackchriswhitty', 'news', 'cancelfoxnews', 'entertainment', 'foryou', 'covid', 'trending', 'news', 'sports', 'entertainment', 'investing', 'stockmarket', 'indices', 'wealth']",[],https://twitter.com/AshuBagri14/status/1370828315724972033,False
38,1.37083e+18,1.37083e+18,2021-03-14 01:28:03 India Standard Time,14-03-21,01:28:03,530,8.3655e+17,sipgrab,SipGrab,"{'type': 'Point', 'coordinates': [19.00117717, 72.9097582]}",Portuguese island in middle of Atlantic close to COVID-19 herd immunity: doctor  https://t.co/6CXMvXkUao #Sipgrab #UnitingPeopleWithThePossibilities,en,[],['http://dlvr.it/RvZGbH'],[],0,0,0,"['sipgrab', 'unitingpeoplewiththepossibilities']",[],https://twitter.com/sipgrab/status/1370826509145968640,False
39,1.37083e+18,1.37083e+18,2021-03-14 01:26:07 India Standard Time,14-03-21,01:26:07,530,1.36619e+18,ashubagri14,Ashu Bagri in to the stock and share job in India,,Sky News Fox News BREAKING NEWS ABC News Stop Fake News On SSR #Trending #CancelFox Fake News FoxNews #AajTakSabseTez #SackChrisWhitty #news #cancelFoxNews #Entertainment The BBC #foryou #COVID-19 #Trending #News #Sports #Entertainment #investing #stockmarket #indices #wealth,en,[],[],[],0,0,0,"['trending', 'cancelfox', 'aajtaksabsetez', 'sackchriswhitty', 'news', 'cancelfoxnews', 'entertainment', 'foryou', 'covid', 'trending', 'news', 'sports', 'entertainment', 'investing', 'stockmarket', 'indices', 'wealth']",[],https://twitter.com/AshuBagri14/status/1370826022866751488,False
40,1.37233e+18,1.37233e+18,2021-03-18 05:13:24 India Standard Time,18-03-21,05:13:24,530,9.80263e+17,asma48035926,🍃,,@NutellaGlobal @dunkindonuts @NutellaUSA @Covid19 Hallo!  https://t.co/ei9emYIode,en,"[{'screen_name': 'dunkindonuts', 'name': ""dunkin'"", 'id': '8771022'}, {'screen_name': 'nutellausa', 'name': 'nutella', 'id': '414207210'}, {'screen_name': 'covid19', 'name': 'corona', 'id': '158904899'}]",[],['https://pbs.twimg.com/media/EwuBYmXVoAAGghu.jpg'],0,0,0,[],[],https://twitter.com/Asma48035926/status/1372332774489784324,False
