,tweet,clean_tweet,hastags,attherate,urls,emojis
10,@TIME Magzine best part to spread news as China not behind for corona virus .   Pathetic magzine, Magzine best part to spread news as China not behind for corona virus  Pathetic magzine,[],['@TIME'],[],[]
11,China’s Guangdong tightens #coronavirus measures as cases persist  https://t.co/fq2ZTOcryG,China’s Guangdong tightens measures as cases persist ,['#coronavirus'],[],['https://t.co/fq2ZTOcryG'],[]
12,Today's Corona News Statistics of Surat and Bardoli ..  #bardoli #bardolinagar #surat #suratcity #covid_19 #sardarnagribardoli #CoronaVirus #COVID19 #stayhomestaysafe #coronaupdates #coronapositive #bardoliguide  https://t.co/ZIQ3lWcMx4,Todays Corona News Statistics of Surat and Bardoli  ,"['#bardoli', '#bardolinagar', '#surat', '#suratcity', '#covid_19', '#sardarnagribardoli', '#CoronaVirus', '#COVID19', '#stayhomestaysafe', '#coronaupdates', '#coronapositive', '#bardoliguide']",[],['https://t.co/ZIQ3lWcMx4'],[]
13,I think Coronavirus is the best example of Secularism! 😂 Do you agree?,I think Coronavirus is the best example of Secularism  Do you agree,[],[],[],['😂']
14,Israel health officials say they have found a probable link between Pfizer and BioNTech's coronavirus vaccine and dozens of cases of heart inflammation in young men after the second dose  https://t.co/VkjwFsR0bg,Israel health officials say they have found a probable link between Pfizer and BioNTechs coronavirus vaccine and dozens of cases of heart inflammation in young men after the second dose ,[],[],['https://t.co/VkjwFsR0bg'],[]
15,Today #SriLanka recorded total 3306 new coronavirus cases. Stay Safe and continue follow health guidelines. #COVID #COVID19LK #LKA #SriLankan #COVID19SL    https://t.co/ZMU7uhSzRx,Today recorded total 3306 new coronavirus cases Stay Safe and continue follow health guidelines ,"['#SriLanka', '#COVID', '#COVID19LK', '#LKA', '#SriLankan', '#COVID19SL']",[],['https://t.co/ZMU7uhSzRx'],[]
16,@drapr007 Red Alert on Terrorist china CORONA virus n also on porkistan also😡, Red Alert on Terrorist china CORONA virus n also on porkistan also,[],['@drapr007'],[],['😡']
17,Hello everyone @VFSGlobal @CanadainIndia and everyone have a responsibility to safe people from this deadly @coronavirus. So everyone please be patience for some time and soon the @VFSGlobal will be open in @india.,Hello everyone and everyone have a responsibility to safe people from this deadly So everyone please be patience for some time and soon the will be open in ,[],"['@VFSGlobal', '@CanadainIndia', '@coronavirus.', '@VFSGlobal', '@india.']",[],[]
18,79 tested #COVID19 positive in last 24 hours in Gautam Buddha Nagar. Total figure is 1514 in UP. #CoronaPandemic #CORONAUPDATE #CoronaUpdatesInIndia #coronavirus  https://t.co/mtmnMBVdpo,79 tested positive in last 24 hours in Gautam Buddha Nagar Total figure is 1514 in UP ,"['#COVID19', '#CoronaPandemic', '#CORONAUPDATE', '#CoronaUpdatesInIndia', '#coronavirus']",[],['https://t.co/mtmnMBVdpo'],[]
19,"""Fauci admits Wuhan lab received 'modest' funds from US amid calls for probe into Covid origins"". via @WIONews #WuhanLabLeak #coronavirus  https://t.co/3jbWfQH2uu",Fauci admits Wuhan lab received modest funds from US amid calls for probe into Covid origins via ,"['#WuhanLabLeak', '#coronavirus']",['@WIONews'],['https://t.co/3jbWfQH2uu'],[]
20,"Those woo doesn't want to marry  at all :   if u r I'll,  or met with an accident or suffering from corona virus etc etc.. If there's no one to look after u,  it means HELL.  U must ve someone to take care of u, especially when u r I'll, bedridden n bcme old.  So please marry",Those woo doesnt want to marry at all : if u r Ill or met with an accident or suffering from corona virus etc etc If theres no one to look after u it means HELL U must ve someone to take care of u especially when u r Ill bedridden n bcme old So please marry,[],[],[],[]
21,"Flipkart They have no intention of parting  Rs 4044/-, my refund from Spicejet. I am attacked by flipkart financial Coronavirus. Compared to attack by biological Coronavirus, the loss due to flipkart financial Coronavirus is small. Thanks for this small loss.",Flipkart They have no intention of parting Rs 4044/ my refund from Spicejet I am attacked by flipkart financial Coronavirus Compared to attack by biological Coronavirus the loss due to flipkart financial Coronavirus is small Thanks for this small loss,[],[],[],[]
22,Due to corona virus how can we able to do board exams? Please cancel the board exams . Save the students🙏 #CancelAssamBoardExams #CancelStateBoardExams #NoCancellationNoVote #CancelExamsSaveLives  #CancelAllBoardExams  @sajin_aktar  @himantabiswa  @AdvMamtaSharma,Due to corona virus how can we able to do board exams Please cancel the board exams  Save the students ,"['#CancelAssamBoardExams', '#CancelStateBoardExams', '#NoCancellationNoVote', '#CancelExamsSaveLives', '#CancelAllBoardExams']","['@sajin_aktar', '@himantabiswa', '@AdvMamtaSharma']",[],['🙏']
23,People asking each other after getting vaccinated 😁   #COVIDVaccination #COVID19 #COVID19Vic #CoronaVaccine #coronavirus  https://t.co/w2532Bzxle,People asking each other after getting vaccinated  ,"['#COVIDVaccination', '#COVID19', '#COVID19Vic', '#CoronaVaccine', '#coronavirus']",[],['https://t.co/w2532Bzxle'],['😁']
24,"Congratulations @jacob_zhimomi ; A fighter against #coronavirus #Covid19 : looking forward to seeing you &amp; Thank you for the #Motivation ,@JPNadda @BJP4Nagaland @blsanthosh @AjayJamwalNE @MChubaAo @MmhonlumoKikon @NalinSKohli #TogetherWeCan",Congratulations  A fighter against : looking forward to seeing you amp Thank you for the  ,"['#coronavirus', '#Covid19', '#Motivation', '#TogetherWeCan']","['@jacob_zhimomi', '@BJP4Nagaland', '@blsanthosh', '@AjayJamwalNE', '@MChubaAo', '@MmhonlumoKikon', '@NalinSKohli']",[],[]
25,Coronavirus disaster leaves deep scars on India's economy  https://t.co/m1ii1w3hDF #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,Coronavirus disaster leaves deep scars on Indias economy  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/m1ii1w3hDF'],[]
26,So far today 2568 coronavirus cases report in Sri Lanka. #LKA #SriLanka #COVID19SL #COVID19LK,So far today 2568 coronavirus cases report in Sri Lanka ,"['#LKA', '#SriLanka', '#COVID19SL', '#COVID19LK']",[],[],[]
27,"Over 4,000 children stay at #coronavirus quarantine facilities without parents in #Vietnam  https://t.co/rVRMrGtAZ2",Over 4000 children stay at quarantine facilities without parents in ,"['#coronavirus', '#Vietnam']",[],['https://t.co/rVRMrGtAZ2'],[]
28,"Yogi government has failed to control corona virus in Uttar Pradesh so Yogi government is covering up failer by ""Destroyed two Mosque and killed two Innocent Muslims"" and torchering to Muslim community so that Hindu will be happy and vote in Uttar Pradesh Elections.",Yogi government has failed to control corona virus in Uttar Pradesh so Yogi government is covering up failer by Destroyed two Mosque and killed two Innocent Muslims and torchering to Muslim community so that Hindu will be happy and vote in Uttar Pradesh Elections,[],[],[],[]
29,"@sagarprasadBAMS @MuhsOnline @timesofindia @TOI_Nagpur @RanjitVDeshmukh @mswaofficial @ProshuncTOI @samant_uday @TOIsarfaraz @Student_yd @masu4justice @drishtisharma02 @SunilWarrier1 @SGattewar_NGP @Rahulbhangde @RajThackeray HC has advised all examinees to undergo RTPCR test before appearing in exams. I think, it will substantially reduce the risk of contracting #coronavirus. #muhsonlinexam #muhspostponeexams #muhspromote #COVIDSecondWaveInIndia #muhsonlinexams #CoronaKoHaranaHai @CovidTrackingIn", HC has advised all examinees to undergo RTPCR test before appearing in exams I think it will substantially reduce the risk of contracting ,"['#coronavirus.', '#muhsonlinexam', '#muhspostponeexams', '#muhspromote', '#COVIDSecondWaveInIndia', '#muhsonlinexams', '#CoronaKoHaranaHai']","['@sagarprasadBAMS', '@MuhsOnline', '@timesofindia', '@TOI_Nagpur', '@RanjitVDeshmukh', '@mswaofficial', '@ProshuncTOI', '@samant_uday', '@TOIsarfaraz', '@Student_yd', '@masu4justice', '@drishtisharma02', '@SunilWarrier1', '@SGattewar_NGP', '@Rahulbhangde', '@RajThackeray', '@CovidTrackingIn']",[],[]
30,"I don't know what to call them,buddies, brothers,or gang but it was too hard to meet them without hugs, i could only shack hands or boxers salut, i wanted to hug but didn't and it was an akward situation for me especially that I #love them 💔 fuck #covid #coronavirus  ask #china  https://t.co/A7UDyo1i9J",I dont know what to call thembuddies brothersor gang but it was too hard to meet them without hugs i could only shack hands or boxers salut i wanted to hug but didnt and it was an akward situation for me especially that I them  fuck ask ,"['#love', '#covid', '#coronavirus', '#china']",[],['https://t.co/A7UDyo1i9J'],['💔']
31,"Excellent, it will ramp up our fight against #coronavirus",Excellent it will ramp up our fight against ,['#coronavirus'],[],[],[]
32,444 Days - in the city | Documentary on Mumbai City | The city of dream which never sleep &amp; coronavirus  #adityaranoliya #admakeindia #444days  Watch the link below   https://t.co/nlYR7wvgem  @444DaysInTheCity  https://t.co/XYH3IIEe9O,444 Days  in the city | Documentary on Mumbai City | The city of dream which never sleep amp coronavirus Watch the link below  ,"['#adityaranoliya', '#admakeindia', '#444days']",['@444DaysInTheCity'],"['https://t.co/nlYR7wvgem', 'https://t.co/XYH3IIEe9O']",[]
33,"Corona virus is given self defense system by God just like human beings . Mutation is one such defense system given to virus. We must not take such ""micro"" organism as if that now wave is over. God lbows it may be in the process of becoming still deadly. Follow rigidly corona SOP",Corona virus is given self defense system by God just like human beings  Mutation is one such defense system given to virus We must not take such micro organism as if that now wave is over God lbows it may be in the process of becoming still deadly Follow rigidly corona SOP,[],[],[],[]
34,Twitter is concern about user's privacy the  same way China is Concern about Corona Virus spread across the world.  #TwitterBanInIndia,Twitter is concern about users privacy the same way China is Concern about Corona Virus spread across the world ,['#TwitterBanInIndia'],[],[],[]
35,"JK reports 1448new positive cases,266576 recovered so far  #JAMMU: The Government on Saturday informed that1448 new positive cases of novel Corona virus (COVID-19),453 from Jammu division and 995 from Kashmir division, have been reported today.  https://t.co/KeGDA3K5eh",JK reports 1448new positive cases266576 recovered so far The Government on Saturday informed that1448 new positive cases of novel Corona virus (COVID19)453 from Jammu division and 995 from Kashmir division have been reported today ,['#JAMMU:'],[],['https://t.co/KeGDA3K5eh'],[]
36,@TimesNow @AmbJohnBolton Obvious Revelations OutBreak Coronavirus From Wuhan Lab China🇨🇳Consequences Catastrophe Millions of Fatalities Around DGlobe 🌍Y D World Scientists R Unable ToExplore Antibodies Antigens ofViral  Pathogens RNA ofVirus Whichis Mutating inDifferent Variants Causing Heavy Fatalities, Obvious Revelations OutBreak Coronavirus From Wuhan Lab ChinaConsequences Catastrophe Millions of Fatalities Around DGlobe Y D World Scientists R Unable ToExplore Antibodies Antigens ofViral Pathogens RNA ofVirus Whichis Mutating inDifferent Variants Causing Heavy Fatalities,[],"['@TimesNow', '@AmbJohnBolton']",[],"['🇨🇳', '🌍']"
37,Coronavirus: Staying safe and informed on Twitter  https://t.co/mMOswBXU3w,Coronavirus: Staying safe and informed on Twitter ,[],[],['https://t.co/mMOswBXU3w'],[]
38,A testimonial from Usha garu (Head of operations at Pureprana. Pureprana helped her when she is effected with coronavirus.   Thank you for giving your valuable feedback to us.   #pureprana #covid_19 #pureair #sterilizer #testimonial  https://t.co/9tNPOJMWtB,A testimonial from Usha garu (Head of operations at Pureprana Pureprana helped her when she is effected with coronavirus Thank you for giving your valuable feedback to us ,"['#pureprana', '#covid_19', '#pureair', '#sterilizer', '#testimonial']",[],['https://t.co/9tNPOJMWtB'],[]
39,2nd dose of #Covaxin for full protection against #Covid_19. ✌️  Both vaccines are safe and effective against all variants of #coronavirus. All should get themselves jabbed &amp; keep their family safe against the pandemic. 👍👍  https://t.co/4zRFmze5hI,2nd dose of for full protection against  Both vaccines are safe and effective against all variants of All should get themselves jabbed amp keep their family safe against the pandemic  ,"['#Covaxin', '#Covid_19.', '#coronavirus.']",[],['https://t.co/4zRFmze5hI'],"['✌️', '👍', '👍']"
40,Mulund Growth    ↔️@ 0.11% Mumbai Average ↔️@ 0.13%  T-Ward Covid Growth rate till 4th June’2021 - 0.11%  #mulund  #COVID19  #coronavirus  #CoronaVirusUpdate #COVID19India #coronavirus #Mumbai  https://t.co/80ckmXDaWR,Mulund Growth @ 011% Mumbai Average @ 013% TWard Covid Growth rate till 4th June’2021  011% ,"['#mulund', '#COVID19', '#coronavirus', '#CoronaVirusUpdate', '#COVID19India', '#coronavirus', '#Mumbai']",[],['https://t.co/80ckmXDaWR'],"['↔️', '↔️']"
41,43 tested #COVID19 positive in last 24 hours in Gautam Buddha Nagar. Total figure is 1092 in UP. Total active cases reduced to 610. Unlock may happen by Monday. #CoronaPandemic #CORONAUPDATE #CoronaUpdatesInIndia #coronavirus  https://t.co/72DnoY0h9J,43 tested positive in last 24 hours in Gautam Buddha Nagar Total figure is 1092 in UP Total active cases reduced to 610 Unlock may happen by Monday ,"['#COVID19', '#CoronaPandemic', '#CORONAUPDATE', '#CoronaUpdatesInIndia', '#coronavirus']",[],['https://t.co/72DnoY0h9J'],[]
42,COVID19 Update  &gt;&gt;&gt;    Jammu and Kashmir reports 1448 fresh cases of Coronavirus and 25 deaths in last 24 hours.  https://t.co/GCKdt4b5t9,COVID19 Update gtgtgt Jammu and Kashmir reports 1448 fresh cases of Coronavirus and 25 deaths in last 24 hours ,[],[],['https://t.co/GCKdt4b5t9'],[]
43,Explained By A Doctor: Is It Safe To Get Pregnant During #coronavirus ?   https://t.co/G2USRvEvKF via @shethepeople,Explained By A Doctor: Is It Safe To Get Pregnant During   via ,['#coronavirus'],['@shethepeople'],['https://t.co/G2USRvEvKF'],[]
44,"Total number of Coronavirus patients in Sri Lanka exceeds 200,000 mark as 2280 new cases reported today and the 3rd wave the New Year Avurudu Cluster has also exceeded 100,000 patients.  https://t.co/9ejOPYlvJq #LKA #SriLanka #COVIDSL #COVID19LK #Avurudu",Total number of Coronavirus patients in Sri Lanka exceeds 200000 mark as 2280 new cases reported today and the 3rd wave the New Year Avurudu Cluster has also exceeded 100000 patients  ,"['#LKA', '#SriLanka', '#COVIDSL', '#COVID19LK', '#Avurudu']",[],['https://t.co/9ejOPYlvJq'],[]
45,Appreciated @Neiphiu_Rio @pangnyu @HealthNagaland an Ambulance to fight against #coronavirus Thank you. #TogetherWeCan #Nagaland will be #Covid free . @MChubaAo @NalinSKohli,Appreciated an Ambulance to fight against Thank you will be free  ,"['#coronavirus', '#TogetherWeCan', '#Nagaland', '#Covid']","['@Neiphiu_Rio', '@pangnyu', '@HealthNagaland', '@MChubaAo', '@NalinSKohli']",[],[]
46,"anti nationals accounts, banning the nationalist accounts, about removing blue tick, &amp; impossible screen shot attached about corona virus wuhan link status banned that organization after they said we will release fauci emails regarding corona virus link with wuhan lab. 2/4",anti nationals accounts banning the nationalist accounts about removing blue tick amp impossible screen shot attached about corona virus wuhan link status banned that organization after they said we will release fauci emails regarding corona virus link with wuhan lab 2/4,[],[],[],[]
47,"If PM modi keep her photo on covid vaccine certificate, so should be keep her photo on death certificate as well.   If you want the benefits from vaccine drive, so take the responsibility for the deaths as well.  @narendramodi #CoronaSecondWave #CoronaVaccination  #coronavirus  https://t.co/RmU7fp2fgE",If PM modi keep her photo on covid vaccine certificate so should be keep her photo on death certificate as well If you want the benefits from vaccine drive so take the responsibility for the deaths as well ,"['#CoronaSecondWave', '#CoronaVaccination', '#coronavirus']",['@narendramodi'],['https://t.co/RmU7fp2fgE'],[]
48,Appreciated @USAID_NISHTHA  #Dr. Pavitra Mohan for magnanimous gesture to fight against #coronavirus #TogetherWeCan win the battle against #covid19 : Thank you @pangnyu for your Assertiveness. @HealthNagaland @narendramodi @YanthungoPatton @jacob_zhimomi @MChubaAo @MmhonlumoKikon,Appreciated Pavitra Mohan for magnanimous gesture to fight against win the battle against : Thank you for your Assertiveness ,"['#Dr.', '#coronavirus', '#TogetherWeCan', '#covid19']","['@USAID_NISHTHA', '@pangnyu', '@HealthNagaland', '@narendramodi', '@YanthungoPatton', '@jacob_zhimomi', '@MChubaAo', '@MmhonlumoKikon']",[],[]
49,"@cospin9 @palkisu Exactly.  You yourself Cleared the doubt.  The virus which infected many Americans in July 2019 was of ""Vaping Flu"", which is similar to the CORONA virus but ""not"" #coronavirus.  Does it not mean that the corona ""originated"" in the #WuhanLab. 🙏", Exactly You yourself Cleared the doubt The virus which infected many Americans in July 2019 was of Vaping Flu which is similar to the CORONA virus but not Does it not mean that the corona originated in the ,"['#coronavirus.', '#WuhanLab.']","['@cospin9', '@palkisu']",[],['🙏']
50,"The Corona virus vaccine will help to protect you,your family and communities from the disease.... please Get yourself vaccinated as per our turn...  https://t.co/AX11nvLG6N",The Corona virus vaccine will help to protect youyour family and communities from the disease please Get yourself vaccinated as per our turn ,[],[],['https://t.co/AX11nvLG6N'],[]
51,"To protect children's #health , #nutrition , #education , #development , #survival , and #future #potential , we need to take bold #climateaction NOW.  #WorldEnvironmentDay #EnvironmentDay #COVID19 #coronavirus  https://t.co/8AXKSHtz6e",To protect childrens      and  we need to take bold NOW ,"['#health', '#nutrition', '#education', '#development', '#survival', '#future', '#potential', '#climateaction', '#WorldEnvironmentDay', '#EnvironmentDay', '#COVID19', '#coronavirus']",[],['https://t.co/8AXKSHtz6e'],[]
52,@timesofindia You mean COVID “Vaccine” Jab right! Unless someone is injecting another with a coronavirus!  https://t.co/PAA3iIeNk6, You mean COVID “Vaccine” Jab right Unless someone is injecting another with a coronavirus ,[],['@timesofindia'],['https://t.co/PAA3iIeNk6'],[]
53,UNLESS CORONAVIRUS ATTACK THE RULERS  I THINK THEY WILL TRY TO EARN AND GIVE ALL KIND OF REPLY TO ANYONE AND MAKE US A FOOL SOME BJP MEMBERS ARE TOTALLY TO BE BLAMED,UNLESS CORONAVIRUS ATTACK THE RULERS I THINK THEY WILL TRY TO EARN AND GIVE ALL KIND OF REPLY TO ANYONE AND MAKE US A FOOL SOME BJP MEMBERS ARE TOTALLY TO BE BLAMED,[],[],[],[]
54,KINDLY NOTE IAM FROM  CHENNAI I CAN SEE PEOPLE  NOT FOLLOW THE RULES OF CORONAVIRUS  NOW ONLY  POLICE GIVEN FULL POWER,KINDLY NOTE IAM FROM CHENNAI I CAN SEE PEOPLE NOT FOLLOW THE RULES OF CORONAVIRUS NOW ONLY POLICE GIVEN FULL POWER,[],[],[],[]
55,Accolades for the CHD Team @mygovindia @narendramodi @BSYBJP @karnataka_team @BbmpZone @rrnagarbbmp @BBMPSouthZone @BBMPCOMM @BbmpEast @BBMPMahadevpura @bheem_rajesh @GirishMattenna2   #covid_19 #covid #covidsupport #frontlineworkers #chd #citizenhelpdesk #coronavirus  https://t.co/JIiX0EURqp,Accolades for the CHD Team ,"['#covid_19', '#covid', '#covidsupport', '#frontlineworkers', '#chd', '#citizenhelpdesk', '#coronavirus']","['@mygovindia', '@narendramodi', '@BSYBJP', '@karnataka_team', '@BbmpZone', '@rrnagarbbmp', '@BBMPSouthZone', '@BBMPCOMM', '@BbmpEast', '@BBMPMahadevpura', '@bheem_rajesh', '@GirishMattenna2']",['https://t.co/JIiX0EURqp'],[]
56,Accolades for the CHD Team @mygovindia @narendramodi @BSYBJP @karnataka_team @BbmpZone @rrnagarbbmp @BBMPSouthZone @BBMPCOMM @BbmpEast @BBMPMahadevpura @bheem_rajesh @GirishMattenna2   #covid_19 #covid #covidsupport #frontlineworkers #chd #citizenhelpdesk #coronavirus  https://t.co/JHeUhgUUsy,Accolades for the CHD Team ,"['#covid_19', '#covid', '#covidsupport', '#frontlineworkers', '#chd', '#citizenhelpdesk', '#coronavirus']","['@mygovindia', '@narendramodi', '@BSYBJP', '@karnataka_team', '@BbmpZone', '@rrnagarbbmp', '@BBMPSouthZone', '@BBMPCOMM', '@BbmpEast', '@BBMPMahadevpura', '@bheem_rajesh', '@GirishMattenna2']",['https://t.co/JHeUhgUUsy'],[]
57,Accolades for the CHD Team @mygovindia @narendramodi @BSYBJP @karnataka_team @BbmpZone @rrnagarbbmp @BBMPSouthZone @BBMPCOMM @BbmpEast @BBMPMahadevpura @bheem_rajesh @GirishMattenna2   #covid_19 #covid #covidsupport #frontlineworkers #chd #citizenhelpdesk #coronavirus  https://t.co/7Q7Tk9RrFD,Accolades for the CHD Team ,"['#covid_19', '#covid', '#covidsupport', '#frontlineworkers', '#chd', '#citizenhelpdesk', '#coronavirus']","['@mygovindia', '@narendramodi', '@BSYBJP', '@karnataka_team', '@BbmpZone', '@rrnagarbbmp', '@BBMPSouthZone', '@BBMPCOMM', '@BbmpEast', '@BBMPMahadevpura', '@bheem_rajesh', '@GirishMattenna2']",['https://t.co/7Q7Tk9RrFD'],[]
58,Accolades for the CHD Team @mygovindia @narendramodi @BSYBJP @karnataka_team @BbmpZone @rrnagarbbmp @BBMPSouthZone @BBMPCOMM @BbmpEast @BBMPMahadevpura @bheem_rajesh @GirishMattenna2   #covid_19 #covid #covidsupport #frontlineworkers #chd #citizenhelpdesk #coronavirus  https://t.co/LTSJ9ZHE4v,Accolades for the CHD Team ,"['#covid_19', '#covid', '#covidsupport', '#frontlineworkers', '#chd', '#citizenhelpdesk', '#coronavirus']","['@mygovindia', '@narendramodi', '@BSYBJP', '@karnataka_team', '@BbmpZone', '@rrnagarbbmp', '@BBMPSouthZone', '@BBMPCOMM', '@BbmpEast', '@BBMPMahadevpura', '@bheem_rajesh', '@GirishMattenna2']",['https://t.co/LTSJ9ZHE4v'],[]
59,"For homeless, food is a bigger worry than corona virus. We  RamCharan Yuvashakthi Srikakulam team donating food and essentials to poor.  DAY 10 - FOOD DONATION  - RAMCHARAN YUVASHAKTHI SRIKAKULAM  https://t.co/VQBeTozVrZ",For homeless food is a bigger worry than corona virus We RamCharan Yuvashakthi Srikakulam team donating food and essentials to poor DAY 10  FOOD DONATION  RAMCHARAN YUVASHAKTHI SRIKAKULAM ,[],[],['https://t.co/VQBeTozVrZ'],[]
60,SIR  KINDLY  HOLD LET'S SEE HOW THE THIRD WAVE CHINA CORONAVIRUS IS  THEN I CAN TELL YOU IF THIRD WAVE IS  VERY BAD  THEN THAT'S THE END OF MODIJI AND INDIA  TWITTER SIR  THESE FARMER RALLY CAN YOU SAY HOW FOR IT THATS  THE  UNDERESTAND OF THE LAW  TWO YEARS  WHO IS PAYING,SIR KINDLY HOLD LETS SEE HOW THE THIRD WAVE CHINA CORONAVIRUS IS THEN I CAN TELL YOU IF THIRD WAVE IS VERY BAD THEN THATS THE END OF MODIJI AND INDIA TWITTER SIR THESE FARMER RALLY CAN YOU SAY HOW FOR IT THATS THE UNDERESTAND OF THE LAW TWO YEARS WHO IS PAYING,[],[],[],[]
61,TWITTER ACCOUNT  SIR  YOU  KNOW THE CITY PEOPLE  BUT PUBLIC IN VILLAGE AREA  WILL BE KILLED BY GOONS THAT'S THE REASON THE GOVERNMENT HAS TO BE LIKE THIS  KINDLY NOTE  NOT ONLY  CHINA CORONAVIRUS  INDIA HAS TO FACE BUT WAR WITH CHINA  SO YOUR COOPERATION AT THIS TIME WILL BE LIKE,TWITTER ACCOUNT SIR YOU KNOW THE CITY PEOPLE BUT PUBLIC IN VILLAGE AREA WILL BE KILLED BY GOONS THATS THE REASON THE GOVERNMENT HAS TO BE LIKE THIS KINDLY NOTE NOT ONLY CHINA CORONAVIRUS INDIA HAS TO FACE BUT WAR WITH CHINA SO YOUR COOPERATION AT THIS TIME WILL BE LIKE,[],[],[],[]
