created_at,username,tweet,language,replies_count,retweets_count,likes_count
2021-07-07 20:39:55 India Standard Time,sharmithashetty,"July 5th stats, * 2743 new #COVID19 cases in #Karnataka  * 611 new cases found in #Bangalore ( 12 deaths) * 75 deaths due to #coronavirus  https://t.co/vdCZ5l76cO",en,0,2,8
2021-07-07 20:17:13 India Standard Time,mulund_info,Mulund Growth    ↔️@ 0.07% Mumbai Average  ↔️@ 0.08%  T-Ward Covid Growth rate till 6th July’2021 - 0.07%  #mulund  #COVID19  #coronavirus  #CoronaVirusUpdate #COVID19India #coronavirus #Mumbai  https://t.co/gRGFU8tI7Y,en,0,0,0
2021-07-07 19:26:16 India Standard Time,shubham_vanmali,"Congratulations, respectable Hon. Union Minister Shri Kapilji Patil @KapilPatilMP . And thank you for accepting and appreciating our book ""Mala Laat Vhayachay"" &amp; ""Oceans Calling"". #politics #india #news #election #covid #vote #political #love #coronavirus  #government #bhiwandi  https://t.co/JBUYjqFwkG",en,0,0,0
2021-07-07 19:08:40 India Standard Time,trikutanews,"07 July 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 280 new positive cases, 309973 recovered so far  https://t.co/oaa0ZvFsBS",en,0,2,0
2021-07-07 18:09:04 India Standard Time,singhswaiman,Vaccine campaign on.  5 Rivers Heart Association.  #vaccinated #VACCINE #farmer #coronavirus #DoctorsDay2021    promises made promises deivered.  https://t.co/iBRbR3ozm0,en,1,41,167
2021-07-07 17:10:29 India Standard Time,iwm_india,"Doctors became our shield against the Coronavirus during this ongoing pandemic. It's time for us to show some support, love, care and gratitude towards them.   Team IWM salutes Doctors on National Doctors Day!  #NationalDoctorsDay #DoctorsDay #HappyDoctorsDay #IWM #Indore  https://t.co/HSOt5zCqnp",en,0,0,0
2021-07-07 14:10:09 India Standard Time,miistri1,Explain co-vid ?   A learning process which never ends   #coronavirus  https://t.co/DHHfuGnMAL,en,0,0,0
2021-07-07 14:05:18 India Standard Time,hifmradio,"If you missed it last night there’s some BIG changes to the rules in Oman, including an update about Eid:  https://t.co/pgzLTOXsJe… #coronavirus #oman",en,0,0,0
2021-07-07 11:53:20 India Standard Time,aligarhfob,Corona virus updates  https://t.co/J8YsDGnmIC,en,0,2,0
2021-07-07 11:45:21 India Standard Time,aligarhfob,Corona virus update  https://t.co/H26H6RLPBF,en,0,2,0
2021-07-08 23:21:17 India Standard Time,maraiiyaniirmal,"After seeing more craze for #ZikaVirus among humans from today, Corona Virus rn :  https://t.co/LbLk23dsIo",en,0,1,5
2021-07-08 22:58:07 India Standard Time,dhubribuzz,#COVID19 | | Cabinet approves second COVID-19 emergency response package  To know more check out our website  https://t.co/GxfqMFAEU9   #Cabinet #India #coronavirus #Relief #Assam #Dhubri #Dhubribuzz  https://t.co/TwGBvyXF8s,en,0,1,7
2021-07-08 22:52:12 India Standard Time,rashidhasanuni,"#JapanOlympics Games to be held without spectators due to rising cases of #coronavirus  A state of emergency in Tokyo will run throughout the Games, to combat coronavirus.   https://t.co/F9JsJQcIq4",en,0,0,0
2021-07-08 22:30:28 India Standard Time,sauzzers,Don't spread corona further CO-idiots. @sudhirchaudhary @ZeeNews @dna @MoHFW_INDIA #Corona #coronavirus #coidiots,en,0,0,5
2021-07-08 21:06:00 India Standard Time,robchandigarh,"#IndiaFightsCorona:  📍Do NOT believe in rumours about any coronavirus variant - Alpha, Beta, Gamma, or Delta.  ➡️Follow A-B-C-D of the fight against infodemic:  ✅A: Advise ✅B: Believe ✅C: Cross-check ✅D: Do NOT promote fear  #Unite2FightCorona #StaySafe #We4Vaccine  https://t.co/U34N0thDJM",en,0,1,1
2021-07-08 20:47:45 India Standard Time,vietnewsgateway,Southeast Asian Games in #Vietnam postponed over coronavirus  https://t.co/RSiTVPhgQu,en,0,1,4
2021-07-08 20:38:30 India Standard Time,sigmatalala,Hon'ble CM Shri @ArvindKejriwal Ji has inaugurated Covid-19 Genome Sequencing facility at Genetic Laboratory at LNJP Hospital.  This lab will study the mutating Coronavirus &amp; will aid Delhi Government's preparation to tackle the 3rd wave of Covid-19.  https://t.co/OvGxlTzYJ0,en,0,0,0
2021-07-08 19:28:15 India Standard Time,k_pundir,"There is no doubt that the delta is a very dangerous form of the corona virus, but we have ways to deal with it. Apart from masks and physical distancing, there are at least five vaccines that are effective against Delta.  https://t.co/KKl1Z5oHta",en,0,1,1
2021-07-08 18:43:16 India Standard Time,sudhanshugarg6,@mygovindia @PMOIndia @PIB_India @MIB_India @ianuragthakur @MoHFW_INDIA @mansukhmandviya We should keep our room's Window-pane closed to avoid Entrance of Corona Virus in Our Home. JaiModiRaj 🇮🇳 JaiYogiRaj 🇮🇳 JaiBharatVarsh 🇮🇳 VandeMatram 🇮🇳 #PreventWhatCanBePrevented  #जीतेगा_भारत_हारेगा_कोरोना,en,1,0,0
2021-07-08 18:38:43 India Standard Time,isurusameeraisp,Batting coach @grantflower_bat tested positive for Corona Virus #Corona #SLC #SLvIND  https://t.co/vxNlBgH1fL,en,0,0,2
2021-07-08 18:27:47 India Standard Time,srilankatweet,So far today 842 Coronavirus cases report in Sri Lanka #LKA,en,2,4,27
2021-07-08 17:37:50 India Standard Time,srilankatweet,40 Coronavirus related deaths for 07 July confirmed by DG of Health Services #LKA,en,0,2,39
2021-07-08 16:15:13 India Standard Time,commissionerlhr,"#LahoreWearsMasks  Purpose and details of #campaign.  #WeaingMask is a gesture, it's first and solid step to curtail deadly #coronavirus and #save precious lives.  #Lahore #COVID19 #Appeal #MyPeople #MyCity #Together  @OfficialNcoc @Asad_Umar @Dr_YasminRashid @GovtofPunjabPK  https://t.co/PDWr2JjCZM",en,4,5,19
2021-07-08 15:15:16 India Standard Time,satyawanbajpai,Japan declared a coronavirus state of emergency for Tokyo that will run through its hosting of the event to curb a new wave of infections,en,0,0,0
2021-07-08 14:35:53 India Standard Time,smilefoundation,"The second wave of #coronavirus has started going down. However, it is not over. We must be prepared for a possible rise in cases in the near future. With the predicted fear of #ThirdWave, #SmileOnWheels Team is ensuring #HealthCannotWait  https://t.co/kaCWF1XYI8  https://t.co/WuywGiGNtm",en,0,1,6
2021-07-08 12:36:52 India Standard Time,singhswaiman,He got many farmers out of jail but could not find a vaccine for himself in Delhi.  Now our farmers advocate is vaccinated at the protest site by farmers.  @CMODelhi #coronavirus  https://t.co/K70AOALkLb,en,3,32,131
2021-07-08 12:14:24 India Standard Time,aligarhfob,Corona virus updates  https://t.co/C4eMCuDXso,en,0,1,0
2021-07-08 12:12:47 India Standard Time,almanthria__,"I am not infected with the Corona virus, thank God . 🥺😍🤲🏻 10:40 am #صباح_السعاده  #صباح_الخير",en,0,1,6
2021-07-08 11:51:53 India Standard Time,fobsrinagar,Corona virus updates  https://t.co/SDQab39cJZ  https://t.co/f8pwcnJr4X,en,0,0,0
2021-07-08 11:35:27 India Standard Time,aligarhfob,Corona virus updates  https://t.co/hmoK3lVbym,en,0,2,1
2021-07-08 10:34:24 India Standard Time,ramavenu,"How many businesses , segments need revival ! Sounds tough and challenging .   As Tamil Nadu unlocks, hotels and restaurants in Chennai demand financial assistance - Coronavirus Outbreak News  https://t.co/sLbgpiZWXy",en,1,0,4
2021-07-08 10:18:36 India Standard Time,aligarhfob,Corona virus updates  https://t.co/wKDrgnXDBN,en,0,0,0
2021-07-08 09:05:50 India Standard Time,mkeducationsoc,MP RAVANT REDDY KI RALLY - COVID PROTOCOLS KE ULANGHANO KE SAAT. #Telangana #covid #coronavirus #COVID19 #Covid19India #CoronavirusPandemic   MP RAVANT REDDY RALLY - WITH DISOBEY COVID PROTOCOLS.  Is Political Rallies or Gathering are free from Corona.,en,0,2,0
2021-07-10 00:26:59 India Standard Time,rotaryyelahanka,"Are you ready for vaccination? Get your shot, it's important to fight with #coronavirus.  #vaccination #rby #Rotary #vaccineforall #rotarybangaloreyelahanka  https://t.co/gGE3B2m2mf",en,0,0,0
2021-07-09 22:55:36 India Standard Time,isamarths,"Lucknow: A total of 109 samples were sent to KGMU, Lucknow for genome sequencing in which Delta variant of coronavirus has been found in 107 samples. While, Kappa variant has been found in 2 samples.",en,0,3,13
2021-07-09 22:50:05 India Standard Time,utsav_aditya,Great initiative @MoHFW_INDIA 🙌 #AatmaNirbharBharat #coronavirus,en,0,0,0
2021-07-09 21:26:55 India Standard Time,sanchayitamand2,I think our #IndianGovernment and #newschannels have decided that they will run the #Corona &amp; #coronavirus show till end of #2025,en,0,0,0
2021-07-09 21:01:46 India Standard Time,soundirarajanr,Coronavirus death husband wife enjoy death best life  https://t.co/VfyoHy5eSW,en,0,0,0
2021-07-09 20:51:53 India Standard Time,iamkhanjan,"Coronavirus variants should not be named lambda, beta etc. It should be Shenzhen, Shanghai or Tianjin or Beijing variant ?",en,0,0,0
2021-07-09 20:31:48 India Standard Time,sarmabjp,@SitaramYechury  Did u not feeling shame that a state @CPIMKerala #keralamodel with 3.5 cr population is second in #coronavirus cases in #IndiaFightsCorona .. teach lessons to that #CM @vijayanpinarayi instead of blaming @PMOIndia,en,0,0,0
2021-07-09 19:38:10 India Standard Time,saudiwire,M.O.H   “ 13 new death due to Corona virus “,en,0,0,0
2021-07-09 19:36:12 India Standard Time,im_sudiptochatt,"A few days ago, I saw many people protesting against the price of petrol and diesel.   Yesterday, the government gave a package of Rs 23K crore in advance to prevent the third wave of #COVID19. Does it have self-promotion?  @WHO @mansukhmandviya #coronavirus #CovidIsNotOver",en,0,0,6
2021-07-09 18:54:59 India Standard Time,david_talukdar,Coronavirus vaccination in India Footage: David Talukdar @GettyImagesNews  #coronavirus #VaccinationDrive #India  https://t.co/P0IV9jbPtJ,en,0,1,0
2021-07-09 18:40:44 India Standard Time,mulund_info,Mulund Growth    ↔️@ 0.06% Mumbai Average  ↔️@ 0.07%  T-Ward Covid Growth rate till 8th July’2021 - 0.06%  #mulund  #COVID19  #coronavirus  #CoronaVirusUpdate #COVID19India #coronavirus #Mumbai  https://t.co/gGsDZuqxyv,en,0,0,1
2021-07-09 18:27:53 India Standard Time,menakaw9,Media Release  Covid death figures reported today 09.07.2021 #Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic  https://t.co/DNmHvktmlm,en,0,4,3
2021-07-09 18:14:06 India Standard Time,srilankatweet,So far today 964 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,en,1,9,48
2021-07-09 18:06:38 India Standard Time,drjunaidmalam,"@HamidMirPAK They r students leaders who sometime protest for reasons unwise and far away from reality. Most of students didn't studied since last 9 to 12 months, enjoying coronavirus pandemic vacations... Very small portion is genuine affectee, rest r opportunist.",en,0,0,2
2021-07-09 17:56:40 India Standard Time,fahim_parekh,Corona Virus Tou Netflix Ka Season hogaya hai....,en,0,0,0
2021-07-09 17:25:32 India Standard Time,srilankatweet,43 coronavirus related deaths confirmed for July 8th #LKA #SriLanka,en,0,5,24
2021-07-09 16:27:04 India Standard Time,nairroshan,"“The devastating 2nd wave of the coronavirus pandemic in April-May is estimated to have cost the nation Rs 2 lakh crore in terms of output, revealed an assessment made by the Reserve Bank.”  Modi was trying to save 36,000 crores by not ordering vaccines.  https://t.co/xuKqodvk8b",en,0,0,0
2021-07-09 16:23:09 India Standard Time,kumrattourism,The event #Jeshni #Kumrat is held in the month of #August in Dir Valley. All kinds of games are held in the #event. Which are played on different #grounds in #Dir Valley and #kumrat Valley.But due to the #corona #virus these events have not been #held here for the first two years  https://t.co/mv4aIPIpU8,en,0,2,7
2021-07-09 15:49:01 India Standard Time,srilankatweet,Don't forget ! Coronavirus is not over yet❗ Follow health guidelines 🙏 🔹Wash your hands 🔹Wear Face Mask 🔹Maintain Social Distance #LKA #COVID19SL #SriLanka @WHOSriLanka @HPBSriLanka  https://t.co/97U3HEBcgb,en,5,12,49
2021-07-09 15:36:59 India Standard Time,sushrutksingh,"Always Remember to wear mask whenever moving out of your home.  Always Remember this three reasons for wearing masks to control the spreading of coronavirus in our country.  Together we will wear masks, together we will become covid free country soon.  #COVID19 #CovidIsNotOver  https://t.co/VsMouvTyBC",en,1,0,2
2021-07-09 15:25:34 India Standard Time,drginisha,"Very important message conveyed as simply as it can be. Increased social mixing, circulating #coronavirus, &amp; decreased compliance of #Covid_19 appropriate behavior is a BIG problem. We all need to work at our level - individual, community, country.  https://t.co/drmTNRj9iT",en,0,0,0
2021-07-11 02:06:46 India Standard Time,j2rforever,@SaffronSunanda I just looked at the no. n thought it is the count for Coronavirus cases.😕,en,0,0,0
2021-07-11 00:04:19 India Standard Time,csrajan,Watch our Special series Bio Quest on @DDIndialive as we try to unravel the Origin of the Coronavirus..,en,0,3,13
2021-07-10 23:57:25 India Standard Time,archivedkel,"@JamesWard73 12 to 17 year olds are indeed suitable to take the coronavirus vaccine, as evident from Singapore's vaccination drive.",en,0,1,3
2021-07-10 23:50:29 India Standard Time,jayanta13998620,When will India be free of coronavirus? ICMR expert says COVID may become a flu-like endemic  https://t.co/zVwxzQvVwy,en,0,0,0
2021-07-10 23:10:58 India Standard Time,menakaw9,Media Release – 2021.07.10 Covid death figures reported today 10.07.2021 #Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic  https://t.co/aoXOIKg5Xg,en,0,4,2
2021-07-10 21:38:43 India Standard Time,sharmithashetty,"July 10th stats, * 2162 new #COVID19 cases in #Karnataka  * 452 new cases found in #Bangalore ( 5 deaths) * 48 deaths due to #coronavirus  https://t.co/7FnY93nik7",en,0,1,6
2021-07-10 21:10:05 India Standard Time,soundirarajanr,Coronavirus death husband wife enjoy death best life  https://t.co/BThrpcQRVf,en,0,0,0
2021-07-10 21:09:21 India Standard Time,soundirarajanr,Coronavirus marriage home marriage small group marriage and low budget cost marriage  https://t.co/WqTm8cGtGq,en,0,0,0
2021-07-10 19:11:52 India Standard Time,ashirva42260858,"When will our school open? We are missing our school. Having done a lot of online studies, now I have to study in school, comment how many people are missing the school day and retweet this post so that the school opens as soon as possible. #school #coronavirus #schoolfights  https://t.co/csla3PGlxC",en,0,0,2
2021-07-10 18:42:34 India Standard Time,manjumathur1,@vikramchandra Expect a new 'FOOTBALL VARIANT' of  #Corona Virus  originating at #Wembley  . What else,en,0,0,0
2021-07-10 18:16:12 India Standard Time,saifhasnat,"Bangladesh police had arrested more than 600 for violating lockdown yesterday. And locked most of them in few crowded rooms. One, who was arrested, asked a question: ""Wasn't coronavirus there in those crowded rooms? I was alone in the road, and they dragged me there."" #Covid19",en,2,1,17
2021-07-10 17:43:34 India Standard Time,sumaya24601,I'm at Mass Testing Center - Coronavirus in Riyadh  https://t.co/E6j3Ni4JDV,en,0,0,0
2021-07-10 17:42:11 India Standard Time,humansofhyd,"""Yes, I agree that there's a risk but if I don't take the risk, my family and I will die of starvation.""  Full Story &gt;&gt;  https://t.co/9nkHavgOsz  #COVID19 #Autodrivers #Survival #SupportSmallBusiness #Impact #coronavirus #journey #motivation #positivity #hope #HumansofHyderabad  https://t.co/XCnRuhwVH1",en,0,1,3
2021-07-10 17:38:25 India Standard Time,jayanta13998620,WHO chief scientist warns coronavirus pandemic is not over. Lists main reasons  https://t.co/RDOvmpz3OK,en,0,0,0
2021-07-10 17:28:22 India Standard Time,suhas02010,@ACMAIndia @DrMNPandeyMP @KPGBJP @VinMehta  Looking forward to their leadership in overcoming Post Coronavirus pandemic challenges &amp; working towards better prospects for growth &amp; development of the Indian Automotive Industry !! Special thrust is required for development of EV vehicles &amp; EV infrastructure !!,en,0,0,0
2021-07-10 16:33:30 India Standard Time,singhswaiman,Don’t use religion to push ur agenda #COVID19 #india #coronavirus #india  https://t.co/kcNqyPA9WY,en,6,68,243
2021-07-10 16:33:11 India Standard Time,ballistic_bade,@abccare 16th June Nibha Thakur tested Positive for the Novel CoronaVirus. 16th June HRCT done please with score 12 17th June Blood tests done 17th June evening Medications started after consulting Dr. Bhanwar.  20th June felt discomfort at breathing. 20th June evening HRCT done again,en,0,0,0
2021-07-10 16:32:27 India Standard Time,soundirarajanr,Coronavirus marriage home marriage small group marriage and low budget cost marriage  https://t.co/oRxW8IC3tk,en,0,0,0
2021-07-10 16:32:27 India Standard Time,ballistic_bade,"@abccare Thankyou very much for the prompt reply let me help you with some facts of the case.  hospitalised from 21st June 2021 to 25th June 2021 in Riddhi Vinayak Multi Specialty Hospital at Nallasopara West, against the Novel CoronaVirus.",en,0,0,0
2021-07-10 16:31:59 India Standard Time,soundirarajanr,Coronavirus  My home marriage every day fight please my WhatsApp tell me  https://t.co/SzPlJ8tRRE,en,0,0,0
2021-07-10 15:30:17 India Standard Time,safikhanmagical,@audreyt Just got my first doze of #COVID19 hopefully we will defeat #coronavirus #CovidIsNotOver InshahAllah global be motivated to secure ur friends&amp;beloved ones My message from #Pakistan to guide students #community be #vaccinated #vaccination #PakistanZindabad  https://t.co/HFU44QhH6v,en,0,0,1
2021-07-10 15:23:27 India Standard Time,pest_unique,Our goal is to do our part in limiting the spread of coronavirus by offering disinfecting services for commercial properties.   For more details :  https://t.co/YcwELuSIY6  #pestcontrolchennai #nomorebuggin #virusdisinfestationservices #pestservicesinchennai  https://t.co/eQ5Ubu9cRP,en,0,0,0
2021-07-10 15:00:53 India Standard Time,safikhanmagical,"Just got my first doze of #COVID19 #CoronaVacSinoVac hopefully we will defeat #coronavirus #CovidIsNotOver InshahAllah global be motivated to secure ur family,friends&amp;beloved ones My message from #Pakistan to guide students #community be #vaccinated #vaccination #PakistanZindabad  https://t.co/HFU44QhH6v",en,0,0,0
2021-07-10 14:20:17 India Standard Time,vietnewsgateway,"Ho Chi Minh City shutters 21,000-staff company over new coronavirus infections  https://t.co/fvTVEydMD1",en,1,1,9
2021-07-10 14:13:53 India Standard Time,omegaincyber,Has anyone made a coronavirus virus nursery rhyme yet?,en,1,0,1
2021-07-10 13:28:27 India Standard Time,keseaanahuaaa,Someone will tell that if i make a program then it will contain corona virus or anything else 😂😂🤣 #programmer #virus @PR0GRAMMERHUM0R  @Hakertow,en,0,0,2
2021-07-10 13:16:21 India Standard Time,keseaanahuaaa,@notmusafir Yes bro and I'm virus not corona virus....,en,0,0,0
2021-07-10 13:11:15 India Standard Time,kazimtweets,"No matter how many #coronavirus variants are found in #UttarPradesh , they can never compete with the deadliest variant of any virus in the state, viz. of commumalism &amp; #Islamophobia. It has taken over each and every institution right from top to bottom.   https://t.co/4vaexu3F9G",en,0,0,1
2021-07-10 12:55:31 India Standard Time,adnankiani,Coronavirus positivity rate nearing 4% in Pakistan.  #WakeupNCOC #NCOC  #CoronaVirusUpdates  #DeltaPlusVariant,en,0,1,0
2021-07-10 11:45:59 India Standard Time,keovatana,"Fighting Coronavirus with High Coronavirus Discharge (Cut off) Infection Technology!   Want to know more detail, click here:  https://t.co/F6GmVKqlg2  https://t.co/azJikiT3St",en,0,0,1
2021-07-10 11:16:31 India Standard Time,aligarhfob,Corona virus updates  https://t.co/8iNeSylt0E,en,0,0,0
2021-07-10 10:59:44 India Standard Time,jasghar,Coronavirus: a fourth wave  We are going through a vulnerable phase and our fourth wave has probably started. We could still reverse the course by accepting that Pakistan is still in danger.   https://t.co/2CHMqTOOW5,en,0,2,6
2021-07-10 10:52:56 India Standard Time,aligarhfob,Corona virus updates  https://t.co/gDw3DAn2xc,en,0,0,0
2021-07-10 10:25:04 India Standard Time,pathitta1978,"From April 10, 2021.. Until July 10, 2021.. It has been 3 months now, since I closed the bar that because the problem of the spreading of the Corona virus again.  #Covid19 #SaveKanchanaburiAndThailand  #PrayForKanchanaburiAndThailand  #MonkeyBarKanchanaburi  https://t.co/kGxCq25nGA",en,2,0,1
2021-07-10 09:52:28 India Standard Time,jehlamtimes,"India clocks 42,766 single-day Covid cases  NEW DELHI: India recorded 42,766 number of coronavirus (Covid-19) cases on Saturday, pushing the total tally of cases to 3,07,95,716. In the previous 24 hours 1,206 number of deaths were also reported.  https://t.co/PInX75X3uT",en,0,0,0
2021-07-10 08:06:53 India Standard Time,lochsovanaret,"Land prices in Japan fell 0.5% on average in 2021 from a year before, down for the first time in six years due to loss in demand by foreign visitors amid the coronavirus pandemic, government data showed Thursday.",en,0,0,0
2021-07-10 07:25:46 India Standard Time,gaurang9007,"Coronavirus has shown us that people can be trusted to get their work done, wherever they are. 👨‍💻🏡  #remoteworking #workfromhome #COVID19",en,0,0,3
2021-07-10 07:10:32 India Standard Time,malndankush,Coronavirus live updates: Kerala records 8.4% rise in weekly cases  https://t.co/TEMgzWJGPO via @timesofindia,en,0,0,0
2021-07-13 04:06:54 India Standard Time,avijit_patnaik,#TheCoronasaurusStories Has been included now as part of popular website Discount Book Man.  Visit your Amazon Kindle store to buy a copy.  #Covid19 #Coronavirus #stories #books #bookreview #bookstagram #booklover #covidindia #covid_19  #CovidVaccine #book  https://t.co/mEWGgBYtOO,en,0,1,0
2021-07-13 01:44:05 India Standard Time,vatsalshivendra,More than 20 people killed in coronavirus hospital fire in Iraq's southern city of Nassiriya - Local Media #FIRE  #COVID19 #Iraq  https://t.co/rjDmVXy9lt,en,0,0,0
2021-07-13 00:39:52 India Standard Time,talhaatareen,"Please follow the #COVID19 SOPs as laid down by the health policy makers @HealthDepartme5 The #coronavirus #IndianVariant is considered to be the deadliest! Do not let your guard off &amp; stay protected. Wear masks, sanitize often and maintain social distancing! #bettersafethansorry",en,0,0,2
2021-07-13 00:07:25 India Standard Time,dhruvsahai23,"@airvistara Flight 820 from Bangalore to Delhi. After a phase wise disembarkation,  we were packed like sardines in this bus for 20 minutes.  So much for #SocialDistancing. #coronavirus #superspreader #aviation @MoHFW_INDIA @MoCA_GoI  https://t.co/wCM3C32fut",en,2,0,0
2021-07-12 23:30:36 India Standard Time,mfaraz_ulislam,Expected Lockdown Coming Soon From Wednesday till Eid Days. Delta-Variant Virus Cases is increasing In lahore &amp; Islamabad Day by Day🤐.  Retweet &amp; Follow #Doctor #coronavirus #coronadebat #COVID19 #COVIDVaccination #DeltaVariant #DeltaPlusVariant  https://t.co/bqOw4wtlCC,en,1,1,5
