,username,created_at,replies_count,retweets_count,likes_count,tweet,language
72,Pratim Ranjan Bose,2021-05-23T06:12:11.000Z,,,4,"This is a fact. #Nurses suffered #covid-cut in salary in many private hospitals across the country. While hospitals blame it on loss of tertiary care patients, covid patients are paying thru their nose. Rs 3-4 lakh bill common even in small towns.",
73,Alay Dey Dey,2021-05-23T05:48:11.000Z,,,,"Replying to 
@DrRPNishank",
74,Bideep Banerjee,2021-05-23T04:58:09.000Z,,,,24x7 Hospital & Ambulance Numbers In Delhi For COVID-19 | Delhi NCR,
75,BHOLA NATH SAHA,2021-05-23T01:52:27.000Z,,,,"@WBPolice
 FACEBOOK-এ COVID-এর ভুয়ো রিপোর্টের অভিযোগ! গ্রেফতার স্বাস্থ্য দফতরের কর্মী-সহ ২ via 
@aajtak
 https://bangla.aajtak.in/west-bengal/story/fake-covid-test-racket-two-arrested-channdannagar-one-them-wb-health-department-worker-278979-2021-05-22?utm_source=atweb_story_share…
 Byline Report-Chandannagar PC cracked GANG who cheated thousands during Covid-19 in Name of Covid Test , MY REPORT for the AAJ TAK BANGLA.*",
76,Saikat Das,2021-05-22T20:57:12.000Z,,,,"Replying to 
@acefitness",
77,Pratim Ranjan Bose,2021-05-22T19:50:51.000Z,2.0,12.0,27,"Mobile was banned since first #covid wave in 2020, when State was facing criticism of suppressing covid deaths and patients took pix/video or wards piled up with dead bodies.",
78,sanjoy chakraborty,2021-05-22T19:13:48.000Z,,,,"COVID-19 DISINFECT SERVICES. WE ARE NOT DOING ONLY SANITIZATION,  ALSO DISINFECT ALL THE PATHOGENS INCLUDING COVID-19.  BOOK YOUR APPOINTMENT- 9007055151/9051212951. @ Kolkata https://instagram.com/p/CPL8KZCrKk6/?utm_medium=twitter…",
79,SAYAN KUNDU (WRITER),2021-05-22T18:57:54.000Z,,2.0,11,"Renowned actor Smt Sandhya Roy going home recoverd from Covid-19. Here seen with her doctor Dr Prasun Mitra just before discharge at Woodlands hospital, May 21, 2021.
#Sandhya_Roy",
80,Samir,2021-05-22T18:51:07.000Z,,,,"Replying to 
@vyasa1968
 
@deepaknegiii
 and 6 others",
81,Rupam Art,2021-05-22T14:23:11.000Z,28.0,71.0,1.4K,"@SonuSood
 the real life hero.
(Pencil sketch by Rupam Bhattacharya).
#sonu_sood #RupamArt #sketch #painting #drawing #pencil #arts #art #real_life_hero #soft_pastel #Rupam_Art #sonu_sir #coronavirus #covid_19 #India #sonu #o2",
82,Saikat Das,2021-05-22T12:07:42.000Z,,,,"Due to covid 19 pandemic in India, All the examination centres are closed . My exam date is 23rd June .
What should I do 
@acefitness
 .
Please help .",
83,"Dr. A. K. Singh; MD, DM (Endo) ",2021-05-22T09:04:26.000Z,1.0,9.0,40,"DM me if you are interested to know every minute details of Mucormycosis in Covid-19. Why, how when and what next ? 
@sardesairajdeep
 
@RajatSharmaLive
 
@bhupendrachaube
 
@IamSumanDe
 
@snehamordani
 
@sudhirchaudhary
 
@arnabrepublictv
 
@BanglaRepublic


@BDUTT",
84,Arpita Mukherjee,2021-05-22T07:17:13.000Z,,2.0,4,"Total cases of covid 19 ( active, confirm, recovered and death cases) in different States/UT's of India..( May 19th, 2021)
#CoronaUpdate 
#CoronaVirusUpdates 
#COVID19 
#CoronavirusIndia 
#COVID 
#coronavirus 
#Covid_19 
#CovidIndia 
#COVID19India",
85,ARIJIT MONDAL,2021-05-22T04:41:03.000Z,,1.0,1,"Let us unite to supply oxygen to Covid-19 patients and save their lives. Contribute to #OxygenForIndia initiative by Paytm Foundation. For every contribution made on the app, Paytm will contribute the exact same amount https://m.paytm.me/oxygen",
86,Bishal Kabra,2021-05-22T03:47:51.000Z,,,,"Sanitizers quality should check by the govt. Health department. Thereafter we can control over covid-19.

@PMOIndia
 

@WHO
 

@MoHFW_INDIA
 

@GeneralHospital",
87,Bishal Kabra,2021-05-22T03:45:05.000Z,,,,"All Hospitals need to sanitize properly and fully. There after control over covid-19.

@PMOIndia
 

@MoHFW_INDIA
 

@WHO",
88,Tirthadeep K,2021-05-22T00:28:12.000Z,,,,"Second wave of Covid-19 may hit India’s economy harder, say experts https://scroll.in/article/995336/second-wave-of-covid-19-may-hit-indias-economy-harder-say-experts… via 
@scroll_in",
89,Tirthadeep K,2021-05-22T00:10:23.000Z,,2.0,,"India: Marginalised communities, informal workers and women bear the brunt of COVID-19 second wave",
90,Pooja Mehta,2021-05-21T15:53:39.000Z,9.0,51.0,282,"#GoodNews: A 99-year-old lady, Arati Bhattacharya fully recovered from Covid-19 despite comorbidity like diabetes,ischemic heart disease. She was suffering from pneumonia with hypoxia & was on Noninvasive ventilation. She was discharged today from Coochbehar Medical College.",
91,Swagata Chakraborty,2021-05-21T12:23:59.000Z,1.0,,,"We 3 find positive (covid-19). Yes, it is difficult to fight  bt we r doing this 2gether, bcoz we don't have any other option. Really need good vibes & well wishes. This virus make people alone, but I believe till the humanity alive and its serve for ppl, ppl never be alone.",
92,samy ghosh,2021-05-21T11:50:51.000Z,,,,"@SonuSood
 sir i believe your health is well, you do lot of for our countries people, for this believe & faith today I'm going to ask you for some for my friends father, he is in a critical situation, he suffering from COVID 19 & pneumonia, financially bad https://pic.twitter.com/kDYKSDZm4l",
93,samy ghosh,2021-05-21T11:46:21.000Z,,,,"@SonuSood
 sir we also donating as much as we can afford & now looking to you if you can provide any kind of help, I share the links below
https://milaap.org/fundraisers/support-ram-singh-5?utm_source=whatsapp&utm_medium=fundraisers-title…

*Help My 58-Years-Old Father Ram Singh From Covid-19 & Pneumonia*
His account number - 37918328925
Ifsc - SBI0000205",
94,Arpita Chatterjee,2021-05-21T08:44:51.000Z,1.0,1.0,15,"The model village of Hiware Bazar in Ahmednagar district of Maharashtra is showing the way on how to combat the Covid-19 pandemic. From 1-20 May, there has not been a single case of Covid-19 in Hiware Bazar, located in the Nagar tehsil.

https://epaper.thedailyguardian.com/Home/MShareArticle?OrgId=215ec89a5d8…
#Salute",
95,Padmanabhan Jaikumar,2021-05-21T06:38:38.000Z,,,,"Covid-19: Railways delivers nearly 11,800 tonnes of medical oxygen across India
https://timesofindia.indiatimes.com/india/covid-19-railways-delivers-nearly-11800-tonnes-of-medical-oxygen-across-india/articleshow/82789482.cms… via NaMo App",
96,Aishik Saha,2021-05-21T04:45:24.000Z,,,,What does one do when their go-to #doctors succumb to #covid ?,
97,Ranjini Basu,2021-05-20T18:50:28.000Z,15.0,133.0,858,Lost my granny Com. Jyotsna Bose this Sunday. A lifelong trade union activist & Left worker her political involvement began with the All India Post & Telegraph Employees Strike in 1946. She is the first Indian woman to donate body for #COVID research. Proud to uphold this legacy,
98,Shubhankar Saha,2021-05-20T17:38:02.000Z,,,1,ICMR has approved the self-test rapid antigen Covid-19 testing kit 'Coviself' developed by Mylab Solutions. Using the kit people can collect their own nasal swab and check results within minutes. This will immensely help in early and quick detection.,
99,Amit Mukherjee,2021-05-20T16:20:22.000Z,,,,"I, as an ordinary citizen of the country, want the recovery from #Covid  of Honourable Justice Chandrachur Sir. You recover quickly. You need the country... Get well soon Sir..... 
@LiveLawIndia
 
@barandbench",
100,Arihant Jain ,2021-05-20T16:03:47.000Z,,,,"Thankz for your love and Support #WestBengal 


@CPIM_WESTBENGAL


@cpimspeak
 #RedVolunteers #helpforcovid #Warriors #Kolkata 
@jdhankhar1
 #India #Corona",
101,Shamit Das,2021-05-20T15:54:45.000Z,,,,"Me and my my wife have got our first jab of vaccine today in office. Thanks a lot #KPMG for this wonderful oppourtunity.

#kpmg #kpmgindia #leadership #covid #vaccinationdrive #togetheragainstcovid19 #HappyAtKPMG",
102,Sanjib Kumar Das,2021-05-20T14:17:34.000Z,,,,"COVID-19: India is nowhere near ‘herd immunity’ yet, says ICMR director https://gn24.ae/bb9d5abb97be000
#ICMR #CoronavirusPandemic #LargestVaccineDrive #IndiaCoronavirus ##StayStrongIndia",
103,Sudipto Halder | সুদীপ্ত হালদার,2021-05-20T13:10:06.000Z,,,,"I was listening to the Prime Minister today and one thing did strike me. His leadership appeared totally, as a decorated post, his words were purely ornamental. He is acting like he is the President not the prime minister. What is wrong? Why's he so casual? #COVIDEmergency #COVID",
104,Urbasi Bhattacharyya,2021-05-20T10:14:52.000Z,,2.0,4,Hiroshima Bombing too was man made ...the suffering of the people is still continuing. Covid 19 effect will have more or less same effect in India the only difference is - this effect could be avoided.  A strong government with its pro people policy ...need of the hour...alas...,
105,NABARUP GANGULY,2021-05-20T09:56:56.000Z,,,,"#World_Bee_Day
This year’s theme “Bee engaged – Build Back Better for Bees”,  encourages #global_cooperation and #solidarity in facing the threats and impacts posed by the #COVID-19 pandemic, particularly in food security and agricultural livelihoods.",
106,Arpita Chatterjee,2021-05-20T09:31:39.000Z,7.0,,119,"ICMR has approved Pune-based Mylab Discovery Solutions’ self-test COVID-19 kit called the CoviSelf COVID-19 OTC Antigen LF device. The kit will allow you to test yourself for COVID-19 right at home. The kit will be out in the market in a week. Well, that’s a good news indeed!!",
107,Megha Kejriwal,2021-05-20T08:13:39.000Z,,,,"#JustIN: Renowned playback singer #ArijitSingh’s mother, Aditi Singh passed away at #AMRI Dhakuria. She was admitted with #COVID and was put on ECMO. She tested negative on 17th May but succumbed to a cerebral stroke.",
108,BHOLA NATH SAHA,2021-05-20T05:56:30.000Z,,1.0,,"Rabindra Bhawan .
His SON *ARIJIT DUTTA ( Contct No. 86177 85967) 
  Made *TEARFUL submission through SOCIAL MEDIA* requesting that Since his father battling for life while struggling to get rid of pandemic Covid-19 as his father is a *small businessman the boy who is pursuing",
