,Unnamed: 0,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet,emojis
10,10,There's a less chance for Hasan Ali to play tomorrow because he's not fully fit after Covid-19!! 😢 #PAKvSA #SAvPAK,en,"['#PAKvSA', '#SAvPAK']",[],[],"['There', ""'s"", 'a', 'less', 'chance', 'for', 'Hasan', 'Ali', 'to', 'play', 'tomorrow', 'because', 'he', ""'s"", 'not', 'fully', 'fit', 'after', 'Covid-19', '😢', 'PAKvSA', 'SAvPAK']","['fit', 'play', 'Ali', 'chance', 'There', 'fully', ""'s"", 'less', 'PAKvSA', 'SAvPAK', '😢', 'tomorrow', 'Covid-19', 'Hasan']",Theres a less chance for Hasan Ali to play tomorrow because hes not fully fit after Covid19 😢 ,['😢']
11,11,: Compass CEO Robert Reffkin: COVID created a ‘permanent shift’ in real-estate demand  https://t.co/6jRoyLe93D #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/6jRoyLe93D'],"['Compass', 'CEO', 'Robert', 'Reffkin', 'COVID', 'created', 'a', '‘', 'permanent', 'shift', '’', 'in', 'real-estate', 'demand', 'https', 't.co/6jRoyLe93D', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['shift', 'Compass', 'UnitingPeopleWithThePossibilities', 'CEO', 'https', 'demand', 'COVID', '‘', 'Nifty', 'Sipgrab', 'permanent', 't.co/6jRoyLe93D', 'created', 'Reffkin', '’', 'Robert', 'real-estate']",: Compass CEO Robert Reffkin: COVID created a ‘permanent shift’ in realestate demand  ,[]
12,12,Modi has sufficient time to blame others but not for his audience to be save from covid   by using mask and distance.,en,[],[],[],"['Modi', 'has', 'sufficient', 'time', 'to', 'blame', 'others', 'but', 'not', 'for', 'his', 'audience', 'to', 'be', 'save', 'from', 'covid', 'by', 'using', 'mask', 'and', 'distance']","['audience', 'using', 'covid', 'sufficient', 'Modi', 'others', 'blame', 'distance', 'mask', 'time', 'save']",Modi has sufficient time to blame others but not for his audience to be save from covid by using mask and distance,[]
13,13,"Respected education Minister, This message is in regard of the students of MNIT Jaipur.  When all other NITs are functioning online then why MNIT jaipur is putting the students life at risk amidst the rising number of covid cases.  @PrakashJavdekar @AmitShah  @narendramodi",en,[],"['@PrakashJavdekar', '@AmitShah', '@narendramodi']",[],"['Respected', 'education', 'Minister', 'This', 'message', 'is', 'in', 'regard', 'of', 'the', 'students', 'of', 'MNIT', 'Jaipur', 'When', 'all', 'other', 'NITs', 'are', 'functioning', 'online', 'then', 'why', 'MNIT', 'jaipur', 'is', 'putting', 'the', 'students', 'life', 'at', 'risk', 'amidst', 'the', 'rising', 'number', 'of', 'covid', 'cases', 'PrakashJavdekar', 'AmitShah', 'narendramodi']","['putting', 'online', 'This', 'education', 'Minister', 'cases', 'NITs', 'amidst', 'regard', 'Respected', 'number', 'covid', 'When', 'Jaipur', 'message', 'MNIT', 'risk', 'narendramodi', 'jaipur', 'students', 'PrakashJavdekar', 'functioning', 'AmitShah', 'rising', 'life']",Respected education Minister This message is in regard of the students of MNIT Jaipur When all other NITs are functioning online then why MNIT jaipur is putting the students life at risk amidst the rising number of covid cases ,[]
14,14,@EssexPR Those who got admitted in hospital with other reasons and caught covid there in hospitals.,en,[],['@EssexPR'],[],"['EssexPR', 'Those', 'who', 'got', 'admitted', 'in', 'hospital', 'with', 'other', 'reasons', 'and', 'caught', 'covid', 'there', 'in', 'hospitals']","['EssexPR', 'covid', 'reasons', 'Those', 'got', 'admitted', 'caught', 'hospital', 'hospitals']", Those who got admitted in hospital with other reasons and caught covid there in hospitals,[]
15,15,"Alhamdollilah, Allah gave them complete health wich are effected with Covid-19. And stay blessed",en,[],[],[],"['Alhamdollilah', 'Allah', 'gave', 'them', 'complete', 'health', 'wich', 'are', 'effected', 'with', 'Covid-19', 'And', 'stay', 'blessed']","['wich', 'And', 'Allah', 'health', 'gave', 'blessed', 'complete', 'stay', 'effected', 'Alhamdollilah', 'Covid-19']",Alhamdollilah Allah gave them complete health wich are effected with Covid19 And stay blessed,[]
16,16,"@abhymurarka @dakuwithchaku Hinduja Hospital - 9969201003. They'll register details &amp; allocate bed as soon as its available.   But If patient is not having any breathing issue, then covid center at Nesco, Parasdham Ghatkopar or BKC is anytime better options to opt immediately. Take care.",en,[],"['@abhymurarka', '@dakuwithchaku']",[],"['abhymurarka', 'dakuwithchaku', 'Hinduja', 'Hospital', '9969201003', 'They', ""'ll"", 'register', 'details', 'amp', 'allocate', 'bed', 'as', 'soon', 'as', 'its', 'available', 'But', 'If', 'patient', 'is', 'not', 'having', 'any', 'breathing', 'issue', 'then', 'covid', 'center', 'at', 'Nesco', 'Parasdham', 'Ghatkopar', 'or', 'BKC', 'is', 'anytime', 'better', 'options', 'to', 'opt', 'immediately', 'Take', 'care']","['bed', 'soon', 'Parasdham', 'issue', 'If', 'details', 'better', 'dakuwithchaku', 'allocate', 'breathing', 'patient', 'opt', 'amp', 'abhymurarka', 'immediately', 'Nesco', 'Ghatkopar', 'But', 'anytime', 'They', 'covid', 'options', 'Hinduja', 'Take', ""'ll"", '9969201003', 'BKC', 'care', 'center', 'register', 'available', 'Hospital']", Hinduja Hospital  9969201003 Theyll register details amp allocate bed as soon as its available But If patient is not having any breathing issue then covid center at Nesco Parasdham Ghatkopar or BKC is anytime better options to opt immediately Take care,[]
17,17,People with disabilities should be prioritized &amp; get vaccinated soon. I teach at a special school &amp; I know that immune system of our kids is weak.The new British variant of Covid is dangerous &amp; hard on kids.Government should  make vaccine available and accessible for PWD #COVID,en,['#COVID'],[],[],"['People', 'with', 'disabilities', 'should', 'be', 'prioritized', 'amp', 'get', 'vaccinated', 'soon', 'I', 'teach', 'at', 'a', 'special', 'school', 'amp', 'I', 'know', 'that', 'immune', 'system', 'of', 'our', 'kids', 'is', 'weak.The', 'new', 'British', 'variant', 'of', 'Covid', 'is', 'dangerous', 'amp', 'hard', 'on', 'kids.Government', 'should', 'make', 'vaccine', 'available', 'and', 'accessible', 'for', 'PWD', 'COVID']","['soon', 'new', 'hard', 'dangerous', 'school', 'Covid', 'disabilities', 'weak.The', 'accessible', 'teach', 'kids', 'amp', 'COVID', 'kids.Government', 'British', 'variant', 'People', 'system', 'I', 'prioritized', 'vaccine', 'immune', 'special', 'know', 'PWD', 'available', 'vaccinated', 'make', 'get']",People with disabilities should be prioritized amp get vaccinated soon I teach at a special school amp I know that immune system of our kids is weakThe new British variant of Covid is dangerous amp hard on kidsGovernment should make vaccine available and accessible for PWD ,[]
18,18,#AmitShah #NarendraModi  &amp; senior leadership of #BJP is doing election campaigns in #tn #WestBengal &amp; Assam. These senior responsible leaders are kicking the Covid Rules that we all are followin religiously for us and our family and to be saved from Cash Challans.  Is this right?  https://t.co/1LxwJMnF3o,en,"['#AmitShah', '#NarendraModi', '#BJP', '#tn', '#WestBengal']",[],['https://t.co/1LxwJMnF3o'],"['AmitShah', 'NarendraModi', 'amp', 'senior', 'leadership', 'of', 'BJP', 'is', 'doing', 'election', 'campaigns', 'in', 'tn', 'WestBengal', 'amp', 'Assam', 'These', 'senior', 'responsible', 'leaders', 'are', 'kicking', 'the', 'Covid', 'Rules', 'that', 'we', 'all', 'are', 'followin', 'religiously', 'for', 'us', 'and', 'our', 'family', 'and', 'to', 'be', 'saved', 'from', 'Cash', 'Challans', 'Is', 'this', 'right', 'https', 't.co/1LxwJMnF3o']","['religiously', 'Assam', 'https', 'Covid', 'NarendraModi', 'campaigns', 'WestBengal', 'saved', 'Rules', 'leadership', 't.co/1LxwJMnF3o', 'us', 'amp', 'BJP', 'election', 'right', 'These', 'Challans', 'family', 'kicking', 'responsible', 'AmitShah', 'followin', 'Is', 'senior', 'Cash', 'leaders', 'tn']", amp senior leadership of is doing election campaigns in amp Assam These senior responsible leaders are kicking the Covid Rules that we all are followin religiously for us and our family and to be saved from Cash Challans Is this right ,[]
19,19,I everyone I am journalist I hope everyone also fine but I asked everyone covid 9 (corona) was very spread in India then everyone use mask and take care your self 🙏🏻 I hopI will try my best to bring you the accumulated strength of the case in a positive way #jornalist  #Covid_19  https://t.co/cO1IMzN4SF,en,"['#jornalist', '#Covid_19']",[],['https://t.co/cO1IMzN4SF'],"['I', 'everyone', 'I', 'am', 'journalist', 'I', 'hope', 'everyone', 'also', 'fine', 'but', 'I', 'asked', 'everyone', 'covid', '9', 'corona', 'was', 'very', 'spread', 'in', 'India', 'then', 'everyone', 'use', 'mask', 'and', 'take', 'care', 'your', 'self', '🙏🏻', 'I', 'hopI', 'will', 'try', 'my', 'best', 'to', 'bring', 'you', 'the', 'accumulated', 'strength', 'of', 'the', 'case', 'in', 'a', 'positive', 'way', 'jornalist', 'Covid_19', 'https', 't.co/cO1IMzN4SF']","['case', '🙏🏻', 'https', 'mask', 'accumulated', 'try', 'take', 'use', 'hopI', 'jornalist', 'journalist', 'spread', 'corona', 'India', 'covid', 'fine', 'strength', 'way', 'I', 'hope', 'asked', 't.co/cO1IMzN4SF', 'also', 'self', 'Covid_19', 'positive', 'everyone', 'care', 'bring', '9', 'best']",I everyone I am journalist I hope everyone also fine but I asked everyone covid 9 (corona) was very spread in India then everyone use mask and take care your self 🙏🏻 I hopI will try my best to bring you the accumulated strength of the case in a positive way ,['🙏🏻']
20,20,Temporarily closed due to pandemic #Covid_19  https://t.co/l71WUDF1WI,en,['#Covid_19'],[],['https://t.co/l71WUDF1WI'],"['Temporarily', 'closed', 'due', 'to', 'pandemic', 'Covid_19', 'https', 't.co/l71WUDF1WI']","['https', 'Temporarily', 'closed', 'pandemic', 't.co/l71WUDF1WI', 'due', 'Covid_19']",Temporarily closed due to pandemic ,[]
21,21,"🛑🚨some very critical work by my buddy @andrabi_raiees on the #Covid’s, now infamous, spike proteins. He and his team conclude that this work may facilitate the development of new vaccines.",en,"['#Covid’s,']",['@andrabi_raiees'],[],"['🛑🚨some', 'very', 'critical', 'work', 'by', 'my', 'buddy', 'andrabi_raiees', 'on', 'the', 'Covid', '’', 's', 'now', 'infamous', 'spike', 'proteins', 'He', 'and', 'his', 'team', 'conclude', 'that', 'this', 'work', 'may', 'facilitate', 'the', 'development', 'of', 'new', 'vaccines']","['spike', 'andrabi_raiees', 'development', 'new', 'may', '’', 'critical', 'buddy', 'Covid', 'vaccines', 'proteins', 'facilitate', 'He', 'conclude', 'infamous', 'work', 'team', '🛑🚨some']",🛑🚨some very critical work by my buddy on the now infamous spike proteins He and his team conclude that this work may facilitate the development of new vaccines,"['🛑', '🚨']"
22,22,B.1.1.7 variant of COVID-19 spreading rapidly in United States  https://t.co/fiwnja3yQt #Nifty #sipgrab,en,"['#Nifty', '#sipgrab']",[],['https://t.co/fiwnja3yQt'],"['B.1.1.7', 'variant', 'of', 'COVID-19', 'spreading', 'rapidly', 'in', 'United', 'States', 'https', 't.co/fiwnja3yQt', 'Nifty', 'sipgrab']","['rapidly', 'variant', 'States', 'B.1.1.7', 'https', 'United', 'Nifty', 'spreading', 'COVID-19', 't.co/fiwnja3yQt', 'sipgrab']",B117 variant of COVID19 spreading rapidly in United States  ,[]
23,23,Request everyone in #Mumbai &amp; #Maharashtra to come forward voluntarily &amp; donate blood. We don’t have the time &amp; we don’t know what future holds for us as far as Covid is concerned. Do it &amp; do it now. @BloodDonorsIn,en,"['#Mumbai', '#Maharashtra']",['@BloodDonorsIn'],[],"['Request', 'everyone', 'in', 'Mumbai', 'amp', 'Maharashtra', 'to', 'come', 'forward', 'voluntarily', 'amp', 'donate', 'blood', 'We', 'don', '’', 't', 'have', 'the', 'time', 'amp', 'we', 'don', '’', 't', 'know', 'what', 'future', 'holds', 'for', 'us', 'as', 'far', 'as', 'Covid', 'is', 'concerned', 'Do', 'it', 'amp', 'do', 'it', 'now', 'BloodDonorsIn']","['forward', 'Covid', 'holds', 'us', 'Request', 'amp', 'Mumbai', 'come', 'far', '’', 'Maharashtra', 'concerned', 'Do', 'future', 'voluntarily', 'We', 'time', 'donate', 'everyone', 'blood', 'know', 'BloodDonorsIn']",Request everyone in amp to come forward voluntarily amp donate blood We don’t have the time amp we don’t know what future holds for us as far as Covid is concerned Do it amp do it now ,[]
24,24,"@PMOIndia @narendramodi  @vijayrupanibjp @collectorvalsad  My impression of Government run PHC was not good but change after visiting PHC, ORVAD, UDVADA, DIST. VALSAD, GUJARAT for Covid Vaccine. Very good improvement &amp; staff. Administrative &amp; Medical staff deserve appreciation.",en,[],"['@PMOIndia', '@narendramodi', '@vijayrupanibjp', '@collectorvalsad']",[],"['PMOIndia', 'narendramodi', 'vijayrupanibjp', 'collectorvalsad', 'My', 'impression', 'of', 'Government', 'run', 'PHC', 'was', 'not', 'good', 'but', 'change', 'after', 'visiting', 'PHC', 'ORVAD', 'UDVADA', 'DIST', 'VALSAD', 'GUJARAT', 'for', 'Covid', 'Vaccine', 'Very', 'good', 'improvement', 'amp', 'staff', 'Administrative', 'amp', 'Medical', 'staff', 'deserve', 'appreciation']","['impression', 'UDVADA', 'Medical', 'appreciation', 'Covid', 'vijayrupanibjp', 'staff', 'Vaccine', 'Administrative', 'amp', 'DIST', 'good', 'collectorvalsad', 'Very', 'My', 'narendramodi', 'PMOIndia', 'visiting', 'Government', 'improvement', 'VALSAD', 'change', 'ORVAD', 'deserve', 'PHC', 'run', 'GUJARAT']", My impression of Government run PHC was not good but change after visiting PHC ORVAD UDVADA DIST VALSAD GUJARAT for Covid Vaccine Very good improvement amp staff Administrative amp Medical staff deserve appreciation,[]
25,25,@AUThackeray @mybmc Pls start COVID centers on urgent basis....,en,[],"['@AUThackeray', '@mybmc']",[],"['AUThackeray', 'mybmc', 'Pls', 'start', 'COVID', 'centers', 'on', 'urgent', 'basis']","['start', 'mybmc', 'Pls', 'COVID', 'AUThackeray', 'basis', 'centers', 'urgent']", Pls start COVID centers on urgent basis,[]
26,26,So LRH new allied building 500 beded is being emptied for covid patients Meaning all services are being withheld for covid pandemic 3rd wave  God bless us all !! #CoronaUpdate #KPKUpdates,en,"['#CoronaUpdate', '#KPKUpdates']",[],[],"['So', 'LRH', 'new', 'allied', 'building', '500', 'beded', 'is', 'being', 'emptied', 'for', 'covid', 'patients', 'Meaning', 'all', 'services', 'are', 'being', 'withheld', 'for', 'covid', 'pandemic', '3rd', 'wave', 'God', 'bless', 'us', 'all', 'CoronaUpdate', 'KPKUpdates']","['500', '3rd', 'new', 'allied', 'bless', 'KPKUpdates', 'LRH', 'patients', 'us', 'beded', 'services', 'CoronaUpdate', 'withheld', 'covid', 'God', 'emptied', 'Meaning', 'wave', 'building', 'pandemic', 'So']",So LRH new allied building 500 beded is being emptied for covid patients Meaning all services are being withheld for covid pandemic 3rd wave God bless us all  ,[]
27,27,"@A_Troglodyte_ Almost like covid but without sore throat. Headache,weakness,unusual fever.",en,[],['@A_Troglodyte_'],[],"['A_Troglodyte', 'Almost', 'like', 'covid', 'but', 'without', 'sore', 'throat', 'Headache', 'weakness', 'unusual', 'fever']","['like', 'sore', 'weakness', 'without', 'covid', 'unusual', 'fever', 'Almost', 'throat', 'A_Troglodyte', 'Headache']", Almost like covid but without sore throat Headacheweaknessunusual fever,[]
28,28,#enjoythejourney #Fun #covid_19 #besafe #vaccination  Tour and Traveling is most enjoyable part of life but this is unprecedented time of pandemic so #besafeeveryone.  #enjoythejourney #anatomyofaction #theofficialanatomyofaction  @Gov_of_india @iucngys @GlobalGoals  https://t.co/Xt8fJJmOJm,en,"['#enjoythejourney', '#Fun', '#covid_19', '#besafe', '#vaccination', '#besafeeveryone.', '#enjoythejourney', '#anatomyofaction', '#theofficialanatomyofaction']","['@Gov_of_india', '@iucngys', '@GlobalGoals']",['https://t.co/Xt8fJJmOJm'],"['enjoythejourney', 'Fun', 'covid_19', 'besafe', 'vaccination', 'Tour', 'and', 'Traveling', 'is', 'most', 'enjoyable', 'part', 'of', 'life', 'but', 'this', 'is', 'unprecedented', 'time', 'of', 'pandemic', 'so', 'besafeeveryone', 'enjoythejourney', 'anatomyofaction', 'theofficialanatomyofaction', 'Gov_of_india', 'iucngys', 'GlobalGoals', 'https', 't.co/Xt8fJJmOJm']","['t.co/Xt8fJJmOJm', 'besafe', 'enjoythejourney', 'unprecedented', 'Gov_of_india', 'GlobalGoals', 'covid_19', 'https', 'besafeeveryone', 'theofficialanatomyofaction', 'enjoyable', 'vaccination', 'iucngys', 'part', 'Traveling', 'Tour', 'anatomyofaction', 'time', 'life', 'pandemic', 'Fun']", Tour and Traveling is most enjoyable part of life but this is unprecedented time of pandemic so ,[]
