UserName,userhandle,Time,comments,retweets,likes,Tweet
Prasanta Mitra,@MrPrasantaMitra,2021-04-27T12:37:45.000Z,,,,"In a show of solidarity, CEOs of some 40 top American companies have come together to create a global task force to mobilise resources to help India fight the battle against Covid-19."
Jaydeep Bose,@JaydeepBose,2021-04-27T11:50:02.000Z,,,,"In these Covid times our earnest prayer to Lord Hanuman to guide us towards Sanjeevani Booti to get this world rid of Covid-19

#hanumanjayanti #hanuman #pawanputra #lordhanuman"
Arnab,@Arnab85865001,2021-04-27T08:09:32.000Z,,,,"If you are  aged 45 years or above, Go and get yourself vaccinated now. The COVID-19 vaccine is safe & available at your nearest healthcare center. From 1st may Vaccine will be available for  everyone above the age of 18 years. 
#IndiaStayStrong 
#VaccineBhiPrecautionsBhi"
tanima biswas,@_tanima_biswas,2021-04-27T06:00:23.000Z,,,1,"#Bengal #covid #report Covid cases in the state have gone up by 30 times in the last one month. Yes, in the #election month. Please note 
@ECISVEEP"
N.I.H. Alumni Association,@i_alumni,2021-04-27T03:30:25.000Z,,,,"
Sorry to inform you all that 
Dr. Goutam Naskar, DipNIH, 11th Batch, is no more with us . 
Being Covid-19 infected he was admitted in Charnok Hospital for last 10-12 days and died yesterday at 9.30 pm. 
Om Shanti. 

See FB page for dt."
Oil India Limited,@OilIndiaLimited,2021-04-27T03:07:03.000Z,1,1,12,"Ensure that your loved ones wear masks. 
Ensure that they have washed their hands with soap or alcohol based handrub, before they put their masks on.
#covidsafety #covid_19 #mask #COVID19 #CovidIndia  #oilindia #oilindialimited #oilindialtd"
Debaditya Dutta,@deb2903dutta,2021-04-27T02:48:07.000Z,,,,"How could a nation get entertained watching 
@IPL
 when its people are loosing jobs, getting infected with #COVID and dying without getting Oxygen. Shame on #centralgovernment, 
@BCCI
 and all related Sponsors. These entities seem to have no compassion towards the grave situation "
Dips Singhania,@Dips_Singhania,2021-04-27T01:56:12.000Z,,,2,"I think that God is giving a message to us through covid-19 which is : you are only guest of this earth, you are not owner of this earth.
#Corona2ndWave "
Dips Singhania,@Dips_Singhania,2021-04-26T22:34:45.000Z,,,1,"Dear God kindly help us from covid-19 second wave of India.
#COVID19 "
Sumant Kumar,@SumantKumar2019,2021-04-26T21:14:33.000Z,,,1,"Covid-19 is hitting way too close to everyone's home. With a sad heart but with strong faith in the God, today I kneel down in prayer, asking for a full recovery of those with Covid-19  and in pain, and God I'm asking You to protect & cover us with your healing hands and love."
TARUN RAHUL ,@TARUNRAHUL,2021-04-26T20:56:49.000Z,,,1,"Delhi Pradesh Congress Committee has set up a Control Room to help those who are affected by the COVID-19, Pandemic in Delhi. 

The Mobile No 9625777907 & Whatsapp No.9625777907 will be operational round the clock 
@INCIndia
  
@TARUNRAHUL"
SUBHARANJAN,@Subharanjan_,2021-04-26T20:09:44.000Z,,,,India’s covid-19 tragedy: Photos and videos show a nation on the brink - The Washington Post
SUBHARANJAN,@Subharanjan_,2021-04-26T20:06:55.000Z,,,2,"Brilliant article on #COVID19India and the administrative failures of #ModiGovt - As Covid-19 Devastates India, Deaths Go Undercounted  #BJPFails"
Debjit,@cdebjit,2021-04-26T18:17:04.000Z,,,,"This is innovative & intuitive ..but the work of creating a polarised society will keep them from flowing .. 

Nurses in Brazil help isolated patients fight Covid-19 with warm latex g... https://youtu.be/R04anekVOiM via 
@YouTube"
Adrija Chatterjee,@adrijac,2021-04-26T17:27:35.000Z,1,,1,"Similar situation in Bengal. Rich are pre-booking #Covid beds in private hospitals. Yes, pre-booking."
ইন্দ্রজিৎ | INDRAJIT,@iindrojit,2021-04-26T17:12:47.000Z,4,15,47,"One more candidate falls prey to #Covid in #Bengal 

Samir Ghosh, independent candidate at Malda's Baishnabnagar seat dies"
Firdaus yasin sheikh,@firu0007,2021-04-26T16:12:59.000Z,,,3,"Ignoring the tough COVID-19 Crisis, PM is busy holding rallies, campaigns In WestBengal Elections every voter realise how present govt. Is eating up the nation. From Bank ki line to shamshan ki line India has come along way  To save the nation, it's time to pledge #NoVoteToBJP"
SAYAN KUNDU (WRITER),@KunduWriter,2021-04-26T15:33:22.000Z,,2,3,"While hearing a case, Madras High Court Chief Justice Sanjib Banerjee slams Election Commission of India for not stopping political parties from holding election rallies. He says it is the only institution singularly responsible for the second wave of #Covid_19"
Rana | Please #Vaccinate,@bladeit,2021-04-26T15:22:20.000Z,,,,"""COVID-19: Keep up with the latest on safety and vaccine guidance in India"""
Avik,@aavikiam,2021-04-26T14:51:03.000Z,,,,"Replying to 
@patcummins30"
ইন্দ্রজিৎ | INDRAJIT,@iindrojit,2021-04-26T14:35:39.000Z,6,9,53,"#Bengal #Covid Update: 15,992 fresh cases recorded in last 24 hrs

Huge jump in cases in #Kolkata

City records 3868 new cases"
Neha Singh,@Neha9123,2021-04-26T14:14:02.000Z,,,,"Death of Covid patients are just number until it becomes the people you know 

Wear Mask 
Stay Home Stay Safe 
#MaskUpIndia #BreakTheChain #Covid_19 #WearAMask #StayStrongIndia #StayHomeStaySafe #COVID #FightAgainstCOVID19"
Sanjib Kumar Das,@moumiayush,2021-04-26T13:52:00.000Z,,,,"COVID-19 ‘second wave’: India teetering on the brink of disaster https://gn24.ae/b9addef52845000
#COVID #India Covid #IndiaFightsCorona #IndiaFightsCOVID19"
Sayanti Majumder,@Sayanti_NKDA,2021-04-26T13:51:33.000Z,1,3,3,"Get vaccinated! Let's unite to fight back Covid-19! 
Stay Safe! Stay Protected! 
#TrustHIDCO #TrustNKDA #wearmask"
Adhrit Bhowmick,@AdhritB,2021-04-26T11:49:11.000Z,,,1,"You are winning our hearts in every aspect  We love you 3000 Patty 
@patcummins30
 #PMCaresFund #COVIDEmergency2021 #COVID19 #Covid_19"
Bideep Banerjee,@bideepbanerjee,2021-04-26T10:13:53.000Z,,,,COVID-19 Karnataka: Government announces 14 day 'Covid Curfew' starting April 27
MUNSHI MARUF HOSSAIN,@mmhossain1952,2021-04-26T08:43:35.000Z,,,,"Replying to 
@t_v_rao
 
@imtiaz_jaleel
 and 2 others"
Jay Prakash Majumdar,@jay_majumdar,2021-04-26T07:10:03.000Z,3,24,57,"Completed the 2nd dose of Covid vaccination at Rubi General Hospital.
#COVID19Vaccine 
#Covid_19 
#IndiaFightsCOVID19 
#IndiaFightsBack"
ramen aditya,@AdityaRamen,2021-04-26T05:40:34.000Z,,,,"2nd wave covid 19.
50 tbou cases/day.
--Jan28 PM -India has saved the world from disaster.
-Mar7 Health Min.-we are in the end game..
2 lakh cases/day
- Apr17, PM in a rally in Bengal-he has never seen so huge crowd.25% people already affected.
-Apr25 PM- the 2nd wave is a storm."
Rudranil Ghosh,@RudranilGhosh20,2021-04-26T05:39:30.000Z,2,,,"Dear 
@narendramodi
  You are such a kind person. You can send free #Covid vaccine to Pakistan. But you can not provide free vaccine and #Oxygen to us(Indian people). Why we elected you as our PM? Why police can't arrest politicians organising mass gathering without Covid protocol?"
Raj Sinha ,@Raj23Sinha,2021-04-26T05:28:42.000Z,,,2,Be patient  in the storm and focus on the sunshine after...that is the only way we can face this difficult times of #covid  Good Morning  #StaySafe #StayHappy #StayCalm  #mondaythoughts #mondayvibes #MondayMorning #mondaymotivation #mondaymood #goodmorningmonday 
tanima biswas,@_tanima_biswas,2021-04-26T04:57:37.000Z,1,1,1,Let's not forget. #Kolkata is voting at a time when nearly 4000 #Covid cases have been recorded in a day. It was near the 2000 mark just earlier last week. And these are official figures #Bengalelection
Ritobroto Banerjee,@ritorbandco,2021-04-26T04:08:28.000Z,,,,"Swara Bhasker thanks Shoaib Akhtar for his 'gesture of humanity' after he urges Pakistani fans to support India amid COVID-19 crisis - Times of India https://timesofindia.indiatimes.com/videos/entertainment/hindi/swara-bhasker-thanks-shoaib-akhtar-for-his-gesture-of-humanity-after-he-urges-pakistani-fans-to-support-india-amid-covid-19-crisis/videoshow/82241244.cms… via 
@GoogleNews
 1 Pakistani will help from the front and 100 Pakistanis will stab from behind."
Alok Kumar Sharma,@AlokKum08322985,2021-04-26T01:23:46.000Z,,,,"Replying to 
@narendramodi"
Indranil Majumdar,@majumdarindra,2021-04-25T20:18:46.000Z,,,2,Ravichandran Ashwin decides to take a break from #IPL2021 since family is putting up a fight against Covid-19 #CovidIndia
Oindrila,@Oin_talks,2021-04-25T18:34:34.000Z,,,,Some relief.. a ray of hope.. #StayStrongIndia #Covid
Tapan Singha,@itapansingha,2021-04-25T17:45:37.000Z,,,,Nutrition advice for adults during the COVID-19 outbreak:
Tapan Singha,@itapansingha,2021-04-25T17:45:31.000Z,,,,Nutrition advice for adults during the COVID-19 outbreak:
mukeshg123@hotmail.com,@mukeshg123hotm1,2021-04-25T17:41:22.000Z,,,,I pray to God that India come out soon from this Covid 19 second wave and ask people not to panic but too fight it out all together ! Jai Hind !
ramen aditya,@AdityaRamen,2021-04-25T16:12:35.000Z,,,,"US defends restrictions on export of COVID-19 vaccine raw materials amid India's request to lift ban. Biden administration's first obligation is to take care of the requirements of the American people.
But India exported oxygen without its obligation to Indians welcoming deaths."
Pooja Mehta,@pooja_news,2021-04-25T15:53:06.000Z,,7,8,"Kolkata alone reported 3779 cases, followed by North 24 pgs with 3140 cases. 

As many as 18 people died due to Covid-19 in Kolkata, followed by 15 in North 24 pgs district."
Sougata Mandal,@sougata_journal,2021-04-25T15:41:14.000Z,,,,"West Bengal registers highest single-day spike of 15,889 COVID-19 cases, 57 more fatalities 
@ECISVEEP
 
#MaskUp"
Rakesh Sinha ,@RakeshS76429257,2021-04-25T14:35:58.000Z,,,,"Delhi is seeing high rate of Covid-19 infections with persons having high respiratory problems, oxygen level in their body dropping low, mainly because of the high level of pollution in Delhi, the lungs of the residents have become very weak."
Santanu Bhattacharya,@Santanu1999,2021-04-25T14:20:26.000Z,,,,"COVAXIN® demonstrated overall clinical efficacy of 78% and efficacy of 100% against severe COVID-19 disease in phase 3 efficacy analysis.
#Phase3 #VaccineEfficacy #StopCovidWave2 #Covaxin

@DrKrishnaElla
 
@SuchitraElla"
Santanu Bhattacharya,@Santanu1999,2021-04-25T14:16:27.000Z,1,,,"Bharat Biotech - Covaxin, indigenous COVID-19 vaccine of 
 
@BharatBiotech
 & Dr. K.M Ellareddy,  kudos you Sir & your team on this tremendous gift to Global Citizens. 
#StopCovidWave2"
Code name Nemesis,@AritraM777,2021-04-25T14:09:33.000Z,1,1,,"@SRLDiagnostics
 
@srlcare
 

SRL lab in kolkata charging extra Rs.300 for Covid-19 RT-PCR TEST. For which they refuse to give receipt. They only gave me receipt of Rs.950 but they chargee me Rs. 1250.
Cheating patients in the hour of need isn't a good practice."
Lakshmi Singh@laks,@hallabollaks,2021-04-25T13:18:00.000Z,,5,5,"Yogi Adityanath Orders Officials To Seize Property Of Rumour Mongerers Amid Covid-19 Second Wave https://swarajyamag.com/insta/yogi-adityanath-orders-officials-to-seize-property-of-rumour-mongerers-amid-covid-19-second-wave… via 
@swarajyamag"
Nitesh Yadav,@Niteshy5475,2021-04-25T10:47:18.000Z,,,1,"#AkshayKumar donates Rs 1 crore to the Gautam Gambhir Foundation to help those who are battling COVID-19 
@akshaykumar"
Cricket All Day,@Wriddhaayan,2021-04-25T10:36:28.000Z,,,1,"And today, every second person in Kolkata is Covid positive. 

#COVIDIOTS #Covid_19 #KolkataCovid"
planetSetu,@PlanetSetuHQ,2021-04-25T10:34:37.000Z,,1,1,#SocialDistancing is the key. Please follow all #Covid_19 protocols. Don't be #COVIDIOTS #COVIDEmergency2021
Anirban Bhattacharya,@aanirbanbh,2021-04-25T09:25:35.000Z,1,1,1,"SOS #KOLKATA 

31 year old #COVID positive patient with high fever (103 degrees) from #Maheshtala looking for urgent medical attention / admission in any govt hospital. Not even getting oxygen. 

PLS HELP 

Contact : 6289146796 
@MahuaMoitra
 
@abhishekaitc
 
@iindrojit
 
@CPKolkata"
Manoj Kumar Satapathy,@ManojKu41110193,2021-04-25T09:18:40.000Z,,,,We Safe from Corona... #Covid_19
CS SAIBAL CHANDRA DUTTA,@Saibal_Ch_Dutta,2021-04-25T08:05:06.000Z,,,,"Replying to 
@smth_gentleman
 
@Rakeyshanthal
 and 3 others"
CS SAIBAL CHANDRA DUTTA,@Saibal_Ch_Dutta,2021-04-25T08:04:59.000Z,,,,"Replying to 
@AwesomeAbhinash
 
@chenweihua
 and 
@SecBlinken"
CS SAIBAL CHANDRA DUTTA,@Saibal_Ch_Dutta,2021-04-25T08:03:59.000Z,,,,"Replying to 
@chenweihua
 and 
@SecBlinken"
NP AGARWAL世界一フォローを目指しますAiming best in world.,@np_grwl,2021-04-25T07:37:37.000Z,,,,"Replying to 
@pbhushan1"
Pooja Mehta,@pooja_news,2021-04-25T07:08:11.000Z,13,28,135,#JUST IN| Union Minister Babul Supriyo and his wife test positive for Covid-19. Supriyo tested positive for 2nd time.
planetSetu,@PlanetSetuHQ,2021-04-25T06:40:02.000Z,,8,10,"#MaskUpIndia Our fight with #Covid continues. Wear Mask. Save yourself. Please follow all #Covid Safety Protocols. #SocialDistancing #sanitizer Sketch Credit & ©: 
@indroganguli
 (Posted with Permission)"
Pranab Chakrabortty,@PranabC74013869,2021-04-25T06:22:05.000Z,,,,"A regime that even suffocated data on everything even covid 19 death. 
At a large crematorium ground at Ahmedabad..Suresh bhai writes only 'bimari' bimari 'bimari..."
BHOLA NATH SAHA,@bsaha1712,2021-04-25T06:19:53.000Z,,,,"@MamataOfficial


@abhishekaitc
 
@AITC_Parliament


@AITCofficial
 
@ECISVEEP
 
@CEOWestBengal

Unfateful News of West Bengal Assembly Election 2021 - TMC candidate from Khardah Assembly & Social worker Kajol Sinha died while battling against Covid-19 , RIP...May his soul rest in peace."
Pooja Mehta,@pooja_news,2021-04-25T06:04:38.000Z,3,15,33,"#Breaking| TMC candidate from Khardah seat Kajal Sinha passes away today due to Covid-19. Polls were held on his seat, Khardah on April 22 
@ZeeNews"
Kolkata Cloud Chasers,@KolCloudChasers,2021-04-25T05:49:15.000Z,,,1,"Salute & Love to all those volunteers who are collecting, compiling, verifying & sharing Covid Resources infos! 
.
#TogetherWeCan #covid #India"
Rana | Please #Vaccinate,@bladeit,2021-04-25T05:08:24.000Z,1,2,1,"Checked this for #Kolkata. Bed availability and updation. Please amplify.  https://kolkatacovidresource.glideapp.io 
#CovidResourses #CovidHelp #CovidHelp #Beds #KolkataCovid #indianeedoxygen #Covid #SOSKolkata"
Prince Thakur17,@Thakur17Prince,2021-04-25T05:04:34.000Z,,,1,You denied to give raw material of covid-19 vaccine to INDIA.We gave you HCQ when you need it most. We will remember this and karma hits back.  #America_Exposed
Rana | Please #Vaccinate,@bladeit,2021-04-25T05:00:58.000Z,,,1,"#kolkata please come forward. Please contact 
@ajaymittal033
 he is doing exemplary work at the his trying times. #CovidResources #CovidHelp #Plasma #indianeedoxygen #PlasmaDonors #Covid"
Kamrul Alam,@Kamrul1712,2021-04-25T04:32:34.000Z,,,4,"@IndianRedCross
 
@IrcsBengal
 Surge Team Members organised Street Campaign (awareness) on COVID 19 Pandemic. 
@IFRCAsiaPacific"
Chirasree Chakraborty,@Chirasree,2021-04-25T04:30:55.000Z,,,3,"Salute & Love to all those volunteers who are collecting, compiling, verifying & sharing Covid Resources infos! 
Some of them are my very close friends & my bros & sis... 
Hat's off to you all, guys 
.
#CovidIndia #TogetherWeCan #Covid #India"
Santanu Bhattacharya,@Santanu1999,2021-04-25T03:50:18.000Z,,,,"Replying to 
@drdeb_d
 and 
@MAHE_Manipal"
Siddhartha Guha Sircar,@SiddharthaGuh19,2021-04-25T03:39:35.000Z,,,,"@narendramodi
 
@MamataOfficial
 covid vacvine registration still not available for 18+. Such negligence...horrible COVID-19 #Covid_19 #CoronavirusVaccine #COVID #COVID19 #AIIMS #LargestVaccineDrive"
Ayan Parichha,@parichha_ayan,2021-04-25T01:49:49.000Z,,,,"Recently people have started to circulate a post on social media about periods and covid19 vaccine. The post is absolutely baseless.
Girls oug there , do not fear taking the vaccine.
#VaccinesWork
#COVID
#CoronavirusVaccine #vaccine #KnowYourVaccine"
CS SAIBAL CHANDRA DUTTA,@Saibal_Ch_Dutta,2021-04-24T20:22:56.000Z,,,,"Replying to 
@chenweihua
 
@adarpoonawalla
 and 
@POTUS"
CS SAIBAL CHANDRA DUTTA,@Saibal_Ch_Dutta,2021-04-24T20:22:16.000Z,,,,"Replying to 
@chenweihua
 
@adarpoonawalla
 and 
@POTUS"
CS SAIBAL CHANDRA DUTTA,@Saibal_Ch_Dutta,2021-04-24T20:20:25.000Z,,,,"Replying to 
@chenweihua
 
@adarpoonawalla
 and 
@POTUS"
SOVIT ADAK,@AdakSovit,2021-04-24T19:07:52.000Z,,,1,Stay together we will beat covid 19. #COVID19 .
Tirthadeep K,@TirthadeepK,2021-04-24T17:56:19.000Z,,,,"'This is hell.' Prime Minister Narendra Modi's failure to lead is deepening India's COVID-19 crisis, writes 
@RanaAyyub"
Debjit,@cdebjit,2021-04-24T17:43:13.000Z,,,,"Brazil once vaccinated 10 million people for polio in a day. What went wrong with COVID-19? https://nationalgeographic.com/science/article/brazil-once-vaccinated-10-million-people-for-polio-in-a-day-what-went-wrong-with-covid-19… via 
@NatGeo"
Sumellika and RK Fan Club,@SumallikaC,2021-04-24T17:19:40.000Z,,,,"Replying to 
@Beatking_Sumedh"
DR. S.P BHATTACHARYA,@spbwb,2021-04-24T16:48:48.000Z,,,,"COVID-19: Hospitals in Delhi gasp for oxygen amid staggered supply

https://economictimes.indiatimes.com/news/india/covid-19-hospitals-in-delhi-gasp-for-oxygen-amid-staggered-supply/articleshow/82228449.cms…

 Download Economic Times App to stay updated with Business News - https://etapp.onelink.me/tOvY/135dde21"
DJ NOBIT GAMER,@NobitDj,2021-04-24T16:33:56.000Z,,,,"Covid - 19 special video free fire

https://youtube.com/channel/UCLUqle6aQdNAIAyzxB7U1MA…"
Sona Pramanik ,@i_pramanik,2021-04-24T15:42:13.000Z,,,,What do you think about COVID-19 #Covid_19
Pratim Ranjan Bose,@pratimbose,2021-04-24T15:35:42.000Z,,,,"Replying to 
@mysuru_sen
 
@drharshvardhan
 and 
@AmitShah"
§ɴᴏᴘɪᴇᴇ⁷ ,@Dimples_of_Hobi,2021-04-24T11:40:28.000Z,,,,"@BangtanINDIA
 & bts armys frm around the world r donating & contributing fr India's critical condition in covid, if also u r nt an army donate some fr the sake of humanity !! 
#COVIDEmergency2021 #CovidIndia #COVID19India #CovidResources #CovidHelp #Covid_19 #KolkataCovidCare"
