,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken
1099,"Caring for others is very important, but covid-19 taught us that sometimes by caring for yourself, you're caring for others too...😁",en,[],[],[],"['Caring', 'for', 'others', 'is', 'very', 'important', 'but', 'covid-19', 'taught', 'us', 'that', 'sometimes', 'by', 'caring', 'for', 'yourself', 'you', ""'re"", 'caring', 'for', 'others', 'too', '😁']","['caring', 'Caring', 'taught', 'us', 'sometimes', 'others', ""'re"", 'covid-19', '😁', 'important']"
1100,There is one &amp; only one test which comes negative but you are happy #coronavirus #COVID19,en,"['#coronavirus', '#COVID19']",[],[],"['There', 'is', 'one', 'amp', 'only', 'one', 'test', 'which', 'comes', 'negative', 'but', 'you', 'are', 'happy', 'coronavirus', 'COVID19']","['happy', 'comes', 'negative', 'There', 'one', 'amp', 'test', 'coronavirus', 'COVID19']"
1101,"@myogiadityanath @dmallahabad @allahabad please help for the Covid19 patient, numbers mentioned on  https://t.co/jRcN2HWMXS not working or getting picked, no beds available",en,[],"['@myogiadityanath', '@dmallahabad', '@allahabad']",['https://t.co/jRcN2HWMXS'],"['myogiadityanath', 'dmallahabad', 'allahabad', 'please', 'help', 'for', 'the', 'Covid19', 'patient', 'numbers', 'mentioned', 'on', 'https', 't.co/jRcN2HWMXS', 'not', 'working', 'or', 'getting', 'picked', 'no', 'beds', 'available']","['Covid19', 'working', 'available', 'https', 'getting', 'picked', 't.co/jRcN2HWMXS', 'beds', 'numbers', 'please', 'help', 'allahabad', 'mentioned', 'dmallahabad', 'myogiadityanath', 'patient']"
1102,@_lokeshsharma Our city #Udaipur is completely under the grip of #COVID19 . People are not following the guidelines implemented by our #CM sir. #COVIDIOTS The whole city could become a containment zone. Need to lock-down the city. @RajCMO @ashokgehlot51,en,"['#Udaipur', '#COVID19', '#CM', '#COVIDIOTS']","['@_lokeshsharma', '@RajCMO', '@ashokgehlot51']",[],"['lokeshsharma', 'Our', 'city', 'Udaipur', 'is', 'completely', 'under', 'the', 'grip', 'of', 'COVID19', 'People', 'are', 'not', 'following', 'the', 'guidelines', 'implemented', 'by', 'our', 'CM', 'sir', 'COVIDIOTS', 'The', 'whole', 'city', 'could', 'become', 'a', 'containment', 'zone', 'Need', 'to', 'lock-down', 'the', 'city', 'RajCMO', 'ashokgehlot51']","['following', 'COVIDIOTS', 'Udaipur', 'whole', 'become', 'could', 'Need', 'grip', 'RajCMO', 'People', 'implemented', 'COVID19', 'zone', 'sir', 'ashokgehlot51', 'Our', 'lock-down', 'city', 'guidelines', 'CM', 'completely', 'lokeshsharma', 'containment', 'The']"
1103,"After EC warning, parties says political campaigning as important as Covid-19 control  https://t.co/K1yQkbDtMl #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/K1yQkbDtMl'],"['After', 'EC', 'warning', 'parties', 'says', 'political', 'campaigning', 'as', 'important', 'as', 'Covid-19', 'control', 'https', 't.co/K1yQkbDtMl', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['UnitingPeopleWithThePossibilities', 'https', 'says', 'Sipgrab', 'important', 'EC', 'After', 'Covid-19', 't.co/K1yQkbDtMl', 'campaigning', 'parties', 'warning', 'control', 'political', 'Nifty']"
1104,"#WeekendLockdown #Mumbai  Deserted roads, bus stops &amp; railway station during a weekend lockdown imposed by the state government amidst rising COVID19 cases in Mumbai. Photo @PareshKanade96  #PhotoOfTheDay #MumbaiFightsCorona  https://t.co/DXzPINrxXC",en,"['#WeekendLockdown', '#Mumbai', '#PhotoOfTheDay', '#MumbaiFightsCorona']",['@PareshKanade96'],['https://t.co/DXzPINrxXC'],"['WeekendLockdown', 'Mumbai', 'Deserted', 'roads', 'bus', 'stops', 'amp', 'railway', 'station', 'during', 'a', 'weekend', 'lockdown', 'imposed', 'by', 'the', 'state', 'government', 'amidst', 'rising', 'COVID19', 'cases', 'in', 'Mumbai', 'Photo', 'PareshKanade96', 'PhotoOfTheDay', 'MumbaiFightsCorona', 'https', 't.co/DXzPINrxXC']","['lockdown', 'PhotoOfTheDay', 'government', 't.co/DXzPINrxXC', 'cases', 'Mumbai', 'MumbaiFightsCorona', 'https', 'bus', 'station', 'amidst', 'stops', 'weekend', 'railway', 'COVID19', 'state', 'imposed', 'Deserted', 'amp', 'WeekendLockdown', 'PareshKanade96', 'Photo', 'roads', 'rising']"
1105,@sanghaviharsh #China cannot be forgotten for this massacre.  #COVID19 #COVID19India #India #IndiaFightsCorona,en,"['#China', '#COVID19', '#COVID19India', '#India', '#IndiaFightsCorona']",['@sanghaviharsh'],[],"['sanghaviharsh', 'China', 'can', 'not', 'be', 'forgotten', 'for', 'this', 'massacre', 'COVID19', 'COVID19India', 'India', 'IndiaFightsCorona']","['IndiaFightsCorona', 'India', 'forgotten', 'massacre', 'China', 'COVID19India', 'COVID19', 'sanghaviharsh']"
1106," https://t.co/6K6AVG5ruG Pls give a view, share &amp; subscribe #cancelboardexams2021 #COVID19 #IPL2021 #Netflix #splitsvilla13 #Friends #TonyKakkar #NehaKakkar #gym #followback #ViralVideos #business  https://t.co/l5PgUA1aXb",en,"['#cancelboardexams2021', '#COVID19', '#IPL2021', '#Netflix', '#splitsvilla13', '#Friends', '#TonyKakkar', '#NehaKakkar', '#gym', '#followback', '#ViralVideos', '#business']",[],"['https://t.co/6K6AVG5ruG', 'https://t.co/l5PgUA1aXb']","['https', 't.co/6K6AVG5ruG', 'Pls', 'give', 'a', 'view', 'share', 'amp', 'subscribe', 'cancelboardexams2021', 'COVID19', 'IPL2021', 'Netflix', 'splitsvilla13', 'Friends', 'TonyKakkar', 'NehaKakkar', 'gym', 'followback', 'ViralVideos', 'business', 'https', 't.co/l5PgUA1aXb']","['cancelboardexams2021', 'view', 't.co/6K6AVG5ruG', 'followback', 'business', 'Friends', 'Netflix', 'ViralVideos', 'NehaKakkar', 'share', 'gym', 'https', 'give', 'subscribe', 'COVID19', 'Pls', 't.co/l5PgUA1aXb', 'amp', 'splitsvilla13', 'IPL2021', 'TonyKakkar']"
1107,"Thats because of covid19 prevention, Ruili block all border trade, not only for watermelon...",en,[],[],[],"['Thats', 'because', 'of', 'covid19', 'prevention', 'Ruili', 'block', 'all', 'border', 'trade', 'not', 'only', 'for', 'watermelon']","['prevention', 'Thats', 'Ruili', 'watermelon', 'block', 'trade', 'covid19', 'border']"
1108,"Precipitation in Mumbai 8.30 PM. Rare! Daytime, it was very hot. #LBSRD Ghatkopar-w is wet, slippery. But, fewer vehicles #Covid19 restrictions. @RoadsOfMumbai @mumbaitraffic @RidlrMUM @smart_mumbaikar @VOGNewsLive @ChemburChapters  https://t.co/RCSDtciuSd",en,"['#LBSRD', '#Covid19']","['@RoadsOfMumbai', '@mumbaitraffic', '@RidlrMUM', '@smart_mumbaikar', '@VOGNewsLive', '@ChemburChapters']",['https://t.co/RCSDtciuSd'],"['Precipitation', 'in', 'Mumbai', '8.30', 'PM', 'Rare', 'Daytime', 'it', 'was', 'very', 'hot', 'LBSRD', 'Ghatkopar-w', 'is', 'wet', 'slippery', 'But', 'fewer', 'vehicles', 'Covid19', 'restrictions', 'RoadsOfMumbai', 'mumbaitraffic', 'RidlrMUM', 'smart_mumbaikar', 'VOGNewsLive', 'ChemburChapters', 'https', 't.co/RCSDtciuSd']","['smart_mumbaikar', 't.co/RCSDtciuSd', 'restrictions', 'Ghatkopar-w', 'Daytime', 'wet', 'Precipitation', 'Mumbai', 'VOGNewsLive', 'But', 'RoadsOfMumbai', 'https', 'hot', 'LBSRD', 'slippery', 'Covid19', 'ChemburChapters', 'Rare', 'mumbaitraffic', '8.30', 'RidlrMUM', 'PM', 'fewer', 'vehicles']"
1109,Dear @AhmedabadPolice @AmdavadAMC without hafta whether this is possible #Ahmedabad : Food stalls fearlessly running despite night curfew in place in Naroda.@dgpgujarat @Mukeshias  #COVID19  https://t.co/aJG5YX4hNv,en,"['#Ahmedabad', '#COVID19']","['@AhmedabadPolice', '@AmdavadAMC', '@Mukeshias']",['https://t.co/aJG5YX4hNv'],"['Dear', 'AhmedabadPolice', 'AmdavadAMC', 'without', 'hafta', 'whether', 'this', 'is', 'possible', 'Ahmedabad', 'Food', 'stalls', 'fearlessly', 'running', 'despite', 'night', 'curfew', 'in', 'place', 'in', 'Naroda', 'dgpgujarat', 'Mukeshias', 'COVID19', 'https', 't.co/aJG5YX4hNv']","['dgpgujarat', 'Naroda', 'despite', 'Ahmedabad', 'whether', 'possible', 'running', 'https', 't.co/aJG5YX4hNv', 'COVID19', 'night', 'AmdavadAMC', 'Mukeshias', 'curfew', 'AhmedabadPolice', 'Dear', 'fearlessly', 'stalls', 'hafta', 'place', 'Food', 'without']"
1110,#LockdownMaharashtra People are putting mask on the face in hospital after they are diagnosed with #COVID19India . Everybody should understand mask is necessary so that we can avoid #Covid_19 and be safe from it #MaskUp,en,"['#LockdownMaharashtra', '#COVID19India', '#Covid_19', '#MaskUp']",[],[],"['LockdownMaharashtra', 'People', 'are', 'putting', 'mask', 'on', 'the', 'face', 'in', 'hospital', 'after', 'they', 'are', 'diagnosed', 'with', 'COVID19India', 'Everybody', 'should', 'understand', 'mask', 'is', 'necessary', 'so', 'that', 'we', 'can', 'avoid', 'Covid_19', 'and', 'be', 'safe', 'from', 'it', 'MaskUp']","['necessary', 'avoid', 'MaskUp', 'diagnosed', 'putting', 'Covid_19', 'understand', 'LockdownMaharashtra', 'Everybody', 'face', 'hospital', 'mask', 'safe', 'People', 'COVID19India']"
1111,"Because of covid19 prevention, Ruili block all the border trade, not ban Myanmar watermelon import, U are telling the fake news.",en,[],[],[],"['Because', 'of', 'covid19', 'prevention', 'Ruili', 'block', 'all', 'the', 'border', 'trade', 'not', 'ban', 'Myanmar', 'watermelon', 'import', 'U', 'are', 'telling', 'the', 'fake', 'news']","['prevention', 'telling', 'Myanmar', 'watermelon', 'block', 'ban', 'Because', 'Ruili', 'news', 'trade', 'covid19', 'import', 'fake', 'U', 'border']"
1112,Here is the list of #Remdesivir injection's price of different companies. Price starts from Rs. 899 and goes upto 5400 and not more than that. #COVIDSecondWave #COVID19India #GujaratCoronaUpdate  https://t.co/O3hed0X1tQ,en,"['#Remdesivir', '#COVIDSecondWave', '#COVID19India', '#GujaratCoronaUpdate']",[],['https://t.co/O3hed0X1tQ'],"['Here', 'is', 'the', 'list', 'of', 'Remdesivir', 'injection', ""'s"", 'price', 'of', 'different', 'companies', 'Price', 'starts', 'from', 'Rs', '899', 'and', 'goes', 'upto', '5400', 'and', 'not', 'more', 'than', 'that', 'COVIDSecondWave', 'COVID19India', 'GujaratCoronaUpdate', 'https', 't.co/O3hed0X1tQ']","['upto', 'Rs', ""'s"", 'COVID19India', 'Here', 'goes', 'https', 'companies', 'list', 'Price', '5400', 'injection', 'Remdesivir', 't.co/O3hed0X1tQ', '899', 'COVIDSecondWave', 'GujaratCoronaUpdate', 'price', 'different', 'starts']"
1113,My Dada ji is battling corona infection in an ICU in Indore.  Doses of Remdesivir and Tocilizumab administered but the condition is not improving.  Please pray for my Dada ji 🙏,en,[],[],[],"['My', 'Dada', 'ji', 'is', 'battling', 'corona', 'infection', 'in', 'an', 'ICU', 'in', 'Indore', 'Doses', 'of', 'Remdesivir', 'and', 'Tocilizumab', 'administered', 'but', 'the', 'condition', 'is', 'not', 'improving', 'Please', 'pray', 'for', 'my', 'Dada', 'ji', '🙏']","['ICU', 'Dada', 'Remdesivir', 'condition', 'My', 'ji', 'Indore', 'Please', '🙏', 'administered', 'corona', 'pray', 'improving', 'battling', 'Tocilizumab', 'Doses', 'infection']"
1114,"@InfoJalgaon @JalgaonDM @DrShingnespeaks @AmitV_Deshmukh @rajeshtope11 @InfoDivNashik @KHANDESHI_TADKA @MarathiDivya @MiLOKMAT @Tarunbharatjal_ You should publish list of all medicals where Remdesivir is available, and if possible daily stock.",en,[],"['@InfoJalgaon', '@JalgaonDM', '@DrShingnespeaks', '@AmitV_Deshmukh', '@rajeshtope11', '@InfoDivNashik', '@KHANDESHI_TADKA', '@MarathiDivya', '@MiLOKMAT', '@Tarunbharatjal_']",[],"['InfoJalgaon', 'JalgaonDM', 'DrShingnespeaks', 'AmitV_Deshmukh', 'rajeshtope11', 'InfoDivNashik', 'KHANDESHI_TADKA', 'MarathiDivya', 'MiLOKMAT', 'Tarunbharatjal', 'You', 'should', 'publish', 'list', 'of', 'all', 'medicals', 'where', 'Remdesivir', 'is', 'available', 'and', 'if', 'possible', 'daily', 'stock']","['medicals', 'rajeshtope11', 'You', 'possible', 'MiLOKMAT', 'MarathiDivya', 'daily', 'stock', 'InfoDivNashik', 'list', 'Tarunbharatjal', 'InfoJalgaon', 'available', 'Remdesivir', 'publish', 'KHANDESHI_TADKA', 'DrShingnespeaks', 'AmitV_Deshmukh', 'JalgaonDM']"
1115,Yesterday Bought Remdesivir Injection @Rs3800 with Gst Bill from Pvt Hospital. Today Bought same Remdesivir Injection @Rs720 from Govt Hospital Medical Store. Mrp Rs 4800 Price Control Needed !! @narendramodi @PMOIndia @DrJagdishSurat @vijayrup @CRPaatil @DarshanaJardosh @MySurat,en,[],"['@Rs3800', '@Rs720', '@narendramodi', '@PMOIndia', '@DrJagdishSurat', '@vijayrup', '@CRPaatil', '@DarshanaJardosh', '@MySurat']",[],"['Yesterday', 'Bought', 'Remdesivir', 'Injection', 'Rs3800', 'with', 'Gst', 'Bill', 'from', 'Pvt', 'Hospital', 'Today', 'Bought', 'same', 'Remdesivir', 'Injection', 'Rs720', 'from', 'Govt', 'Hospital', 'Medical', 'Store', 'Mrp', 'Rs', '4800', 'Price', 'Control', 'Needed', 'narendramodi', 'PMOIndia', 'DrJagdishSurat', 'vijayrup', 'CRPaatil', 'DarshanaJardosh', 'MySurat']","['CRPaatil', 'Gst', 'Rs', 'PMOIndia', '4800', 'vijayrup', 'Mrp', 'Pvt', 'Injection', 'Needed', 'Bill', 'DrJagdishSurat', 'Rs720', 'MySurat', 'Price', 'Remdesivir', 'Bought', 'Hospital', 'DarshanaJardosh', 'Medical', 'Govt', 'narendramodi', 'Control', 'Yesterday', 'Store', 'Rs3800', 'Today']"
1116,@DipeshPande Just received a message from some1. Remdesivir is available at Goldcity hospital.,en,[],['@DipeshPande'],[],"['DipeshPande', 'Just', 'received', 'a', 'message', 'from', 'some1', 'Remdesivir', 'is', 'available', 'at', 'Goldcity', 'hospital']","['available', 'Remdesivir', 'received', 'DipeshPande', 'Goldcity', 'Just', 'hospital', 'some1', 'message']"
1117,@Si_lv_er @Deveshvari Not sure some remdesivir... They using it to treat,en,[],"['@Si_lv_er', '@Deveshvari']",[],"['Si_lv_er', 'Deveshvari', 'Not', 'sure', 'some', 'remdesivir', 'They', 'using', 'it', 'to', 'treat']","['sure', 'Not', 'remdesivir', 'using', 'Si_lv_er', 'treat', 'They', 'Deveshvari']"
1118,Looking for Remdesivir Injection for a friend plz help if anyone have contact or something  injection is needed in Jalgaon,en,[],[],[],"['Looking', 'for', 'Remdesivir', 'Injection', 'for', 'a', 'friend', 'plz', 'help', 'if', 'anyone', 'have', 'contact', 'or', 'something', 'injection', 'is', 'needed', 'in', 'Jalgaon']","['Injection', 'injection', 'Remdesivir', 'help', 'plz', 'Looking', 'friend', 'anyone', 'Jalgaon', 'contact', 'needed', 'something']"
1119,"@erhussain6 @mybmcWardGN @MantralayaRoom @mybmc Dear @erhussain6 .... This is to inform above mentioned patients he is my Father you that patient is stable now, hospital and doctors are cooperative (Dr. Waghmare &amp; Dr. Tausif.)  My I request you to please get Remdesivir injection available to Sai Hospital, Dharavi, Mumbai.",en,[],"['@erhussain6', '@mybmcWardGN', '@MantralayaRoom', '@mybmc', '@erhussain6']",[],"['erhussain6', 'mybmcWardGN', 'MantralayaRoom', 'mybmc', 'Dear', 'erhussain6', 'This', 'is', 'to', 'inform', 'above', 'mentioned', 'patients', 'he', 'is', 'my', 'Father', 'you', 'that', 'patient', 'is', 'stable', 'now', 'hospital', 'and', 'doctors', 'are', 'cooperative', 'Dr', 'Waghmare', 'amp', 'Dr', 'Tausif', 'My', 'I', 'request', 'you', 'to', 'please', 'get', 'Remdesivir', 'injection', 'available', 'to', 'Sai', 'Hospital', 'Dharavi', 'Mumbai']","['This', 'Dharavi', 'Father', 'mybmc', 'My', 'patient', 'patients', 'Mumbai', 'Waghmare', 'MantralayaRoom', 'erhussain6', 'mybmcWardGN', 'request', 'Dr', 'Sai', 'I', 'doctors', 'injection', 'available', 'Remdesivir', 'stable', 'inform', 'amp', 'hospital', 'Hospital', 'mentioned', 'get', 'Dear', 'cooperative', 'please', 'Tausif']"
1120,Sir I believe remdesivir is in short supply in mumbai/maha please do help the common people so that there is relief @drharshvardhan @DrHVoffice 🙏🙏💥,en,[],"['@drharshvardhan', '@DrHVoffice']",[],"['Sir', 'I', 'believe', 'remdesivir', 'is', 'in', 'short', 'supply', 'in', 'mumbai/maha', 'please', 'do', 'help', 'the', 'common', 'people', 'so', 'that', 'there', 'is', 'relief', 'drharshvardhan', 'DrHVoffice', '🙏🙏💥']","['short', 'Sir', 'DrHVoffice', 'relief', 'supply', 'people', 'believe', 'remdesivir', 'common', '🙏🙏💥', 'please', 'help', 'mumbai/maha', 'drharshvardhan', 'I']"
1121,@CMOMaharashtra @AUThackeray - there is a serious shortage of remdesivir injections in entire kalyan and Dombivili. People are dying due to shortage of the medicine. Request your assistance ASAP,en,[],"['@CMOMaharashtra', '@AUThackeray']",[],"['CMOMaharashtra', 'AUThackeray', 'there', 'is', 'a', 'serious', 'shortage', 'of', 'remdesivir', 'injections', 'in', 'entire', 'kalyan', 'and', 'Dombivili', 'People', 'are', 'dying', 'due', 'to', 'shortage', 'of', 'the', 'medicine', 'Request', 'your', 'assistance', 'ASAP']","['People', 'Dombivili', 'due', 'serious', 'remdesivir', 'injections', 'CMOMaharashtra', 'ASAP', 'kalyan', 'Request', 'shortage', 'medicine', 'AUThackeray', 'entire', 'dying', 'assistance']"
1122,Any distributor or seller of #Remdesivir in #Vapi area?   @SOSSaviours @TeamSOSIndia @MNCDFbombay,en,"['#Remdesivir', '#Vapi']","['@SOSSaviours', '@TeamSOSIndia', '@MNCDFbombay']",[],"['Any', 'distributor', 'or', 'seller', 'of', 'Remdesivir', 'in', 'Vapi', 'area', 'SOSSaviours', 'TeamSOSIndia', 'MNCDFbombay']","['area', 'Any', 'seller', 'Remdesivir', 'SOSSaviours', 'TeamSOSIndia', 'Vapi', 'MNCDFbombay', 'distributor']"
1123,@healthminmp plz available #Remdesivir in district khargone,en,['#Remdesivir'],['@healthminmp'],[],"['healthminmp', 'plz', 'available', 'Remdesivir', 'in', 'district', 'khargone']","['district', 'available', 'Remdesivir', 'plz', 'healthminmp', 'khargone']"
1124,#Remdesivir Injection is available to the Covid Patients in need at the MRP Rs. 899/- at @GCSMCHRC   #Ahmedabad #COVID19  https://t.co/43e8APWjER,en,"['#Remdesivir', '#Ahmedabad', '#COVID19']",['@GCSMCHRC'],['https://t.co/43e8APWjER'],"['Remdesivir', 'Injection', 'is', 'available', 'to', 'the', 'Covid', 'Patients', 'in', 'need', 'at', 'the', 'MRP', 'Rs', '899', 'at', 'GCSMCHRC', 'Ahmedabad', 'COVID19', 'https', 't.co/43e8APWjER']","['Injection', 'available', 'Patients', 'https', 'Rs', 'Remdesivir', 'Ahmedabad', 'need', 'GCSMCHRC', 't.co/43e8APWjER', '899', 'MRP', 'Covid', 'COVID19']"
1125,"@rohini_sgh Pl check madam, they have shortage of remdesivir not vaccines",en,[],['@rohini_sgh'],[],"['rohini_sgh', 'Pl', 'check', 'madam', 'they', 'have', 'shortage', 'of', 'remdesivir', 'not', 'vaccines']","['check', 'remdesivir', 'vaccines', 'shortage', 'rohini_sgh', 'madam', 'Pl']"
1126,Considering Remdesevir over HCQS and IVM in Maharashtra causing resurgence of covid ? #COVID19 #Remdesivir #hcqs #ivermectin @Covid19Crusher,en,"['#COVID19', '#Remdesivir', '#hcqs', '#ivermectin']",['@Covid19Crusher'],[],"['Considering', 'Remdesevir', 'over', 'HCQS', 'and', 'IVM', 'in', 'Maharashtra', 'causing', 'resurgence', 'of', 'covid', 'COVID19', 'Remdesivir', 'hcqs', 'ivermectin', 'Covid19Crusher']","['Remdesevir', 'Covid19Crusher', 'resurgence', 'Remdesivir', 'hcqs', 'Considering', 'Maharashtra', 'causing', 'covid', 'ivermectin', 'IVM', 'HCQS', 'COVID19']"
1127,Urgently in need of REMDESIVIR  CONTACT 9664997999 salman.  IF N E ONE CAN HELP plz do 🙏 @sandhyafernez @DrRahulGhule11 @MNCDFbombay @mybmc @MantralayaRoom @CovidIndiaSeva @AUThackeray @CMOMaharashtra @ShivsenaComms @Iamrahulkanal @mybmcHealthDept @MoHFW_INDIA  https://t.co/arR20tTRMl,en,[],"['@sandhyafernez', '@DrRahulGhule11', '@MNCDFbombay', '@mybmc', '@MantralayaRoom', '@CovidIndiaSeva', '@AUThackeray', '@CMOMaharashtra', '@ShivsenaComms', '@Iamrahulkanal', '@mybmcHealthDept', '@MoHFW_INDIA']",['https://t.co/arR20tTRMl'],"['Urgently', 'in', 'need', 'of', 'REMDESIVIR', 'CONTACT', '9664997999', 'salman', 'IF', 'N', 'E', 'ONE', 'CAN', 'HELP', 'plz', 'do', '🙏', 'sandhyafernez', 'DrRahulGhule11', 'MNCDFbombay', 'mybmc', 'MantralayaRoom', 'CovidIndiaSeva', 'AUThackeray', 'CMOMaharashtra', 'ShivsenaComms', 'Iamrahulkanal', 'mybmcHealthDept', 'MoHFW_INDIA', 'https', 't.co/arR20tTRMl']","['CONTACT', 'ShivsenaComms', 'CovidIndiaSeva', 'mybmc', '🙏', 'MoHFW_INDIA', 'REMDESIVIR', 'CAN', 'mybmcHealthDept', 'MantralayaRoom', 'https', 'Urgently', 'plz', 'CMOMaharashtra', '9664997999', 'MNCDFbombay', 'E', 'DrRahulGhule11', 'need', 'N', 'salman', 'AUThackeray', 'IF', 't.co/arR20tTRMl', 'ONE', 'Iamrahulkanal', 'sandhyafernez', 'HELP']"
1128,"@KiritSomaiya @BJP4Maharashtra @BJP4India @Dev_Fadnavis @ChDadaPatil Our trust, Bharat Chamber Trust, wants to donate 480 vials to 7 Hills Hospital. Plz send us invoice,bank details to transfer funds, so that Remdesivir can be directly delivered asap, for benefit of needy. Humble request to @mybmc @rajeshtope11 @drharshvardhan @CMOMaharashtra 🙏💐  https://t.co/VoWT2rOcYX",en,[],"['@KiritSomaiya', '@BJP4Maharashtra', '@BJP4India', '@Dev_Fadnavis', '@ChDadaPatil', '@mybmc', '@rajeshtope11', '@drharshvardhan', '@CMOMaharashtra']",['https://t.co/VoWT2rOcYX'],"['KiritSomaiya', 'BJP4Maharashtra', 'BJP4India', 'Dev_Fadnavis', 'ChDadaPatil', 'Our', 'trust', 'Bharat', 'Chamber', 'Trust', 'wants', 'to', 'donate', '480', 'vials', 'to', '7', 'Hills', 'Hospital', 'Plz', 'send', 'us', 'invoice', 'bank', 'details', 'to', 'transfer', 'funds', 'so', 'that', 'Remdesivir', 'can', 'be', 'directly', 'delivered', 'asap', 'for', 'benefit', 'of', 'needy', 'Humble', 'request', 'to', 'mybmc', 'rajeshtope11', 'drharshvardhan', 'CMOMaharashtra', '🙏💐', 'https', 't.co/VoWT2rOcYX']","['directly', 'transfer', 'vials', 'rajeshtope11', 'send', 'mybmc', 'bank', 'benefit', 'details', 'KiritSomaiya', 'needy', 'https', 'ChDadaPatil', 'us', 'donate', 'invoice', 'Bharat', 'CMOMaharashtra', 'delivered', 'request', 'funds', 'drharshvardhan', '🙏💐', 't.co/VoWT2rOcYX', 'Trust', 'Remdesivir', 'Our', 'wants', 'Hospital', 'Hills', '480', 'trust', 'BJP4India', 'Plz', 'Dev_Fadnavis', '7', 'BJP4Maharashtra', 'Humble', 'asap', 'Chamber']"
1129,"@KiritSomaiya @yogashar99 @BJP4Maharashtra @BJP4India @Dev_Fadnavis @ChDadaPatil Our trust, Bharat Chamber Trust, wants to donate 480 vials to 7 Hills Hospital. Plz send us invoice,bank details to transfer funds, so that Remdesivir can be directly delivered asap, for benefit of needy. Humble request to @mybmc @rajeshtope11 @drharshvardhan @CMOMaharashtra 🙏💐",en,[],"['@KiritSomaiya', '@yogashar99', '@BJP4Maharashtra', '@BJP4India', '@Dev_Fadnavis', '@ChDadaPatil', '@mybmc', '@rajeshtope11', '@drharshvardhan', '@CMOMaharashtra']",[],"['KiritSomaiya', 'yogashar99', 'BJP4Maharashtra', 'BJP4India', 'Dev_Fadnavis', 'ChDadaPatil', 'Our', 'trust', 'Bharat', 'Chamber', 'Trust', 'wants', 'to', 'donate', '480', 'vials', 'to', '7', 'Hills', 'Hospital', 'Plz', 'send', 'us', 'invoice', 'bank', 'details', 'to', 'transfer', 'funds', 'so', 'that', 'Remdesivir', 'can', 'be', 'directly', 'delivered', 'asap', 'for', 'benefit', 'of', 'needy', 'Humble', 'request', 'to', 'mybmc', 'rajeshtope11', 'drharshvardhan', 'CMOMaharashtra', '🙏💐']","['directly', 'transfer', 'vials', 'rajeshtope11', 'send', 'mybmc', 'bank', 'benefit', 'details', 'KiritSomaiya', 'needy', 'ChDadaPatil', 'us', 'donate', 'invoice', 'Bharat', 'CMOMaharashtra', 'delivered', 'request', 'funds', 'drharshvardhan', '🙏💐', 'Trust', 'Remdesivir', 'Our', 'wants', 'Hospital', 'Hills', 'yogashar99', '480', 'trust', 'BJP4India', 'Plz', 'Dev_Fadnavis', '7', 'BJP4Maharashtra', 'Humble', 'asap', 'Chamber']"
1130,@PMCPune @PMCHealthDept #PuneFightsCorona My friend needs 2 injections of #Remdesivir. Need help..Please contact immediately,en,"['#PuneFightsCorona', '#Remdesivir.']","['@PMCPune', '@PMCHealthDept']",[],"['PMCPune', 'PMCHealthDept', 'PuneFightsCorona', 'My', 'friend', 'needs', '2', 'injections', 'of', 'Remdesivir', 'Need', 'help', 'Please', 'contact', 'immediately']","['Remdesivir', 'injections', 'help', 'Need', 'My', 'PMCPune', 'needs', 'Please', '2', 'friend', 'PMCHealthDept', 'PuneFightsCorona', 'contact', 'immediately']"
1131,@ndtv There is an acute shortage of beds and Remdesivir in most of the cities in Maharashtra and M.P can you please highlight this.,en,[],['@ndtv'],[],"['ndtv', 'There', 'is', 'an', 'acute', 'shortage', 'of', 'beds', 'and', 'Remdesivir', 'in', 'most', 'of', 'the', 'cities', 'in', 'Maharashtra', 'and', 'M.P', 'can', 'you', 'please', 'highlight', 'this']","['acute', 'There', 'beds', 'Remdesivir', 'please', 'Maharashtra', 'cities', 'shortage', 'M.P', 'highlight', 'ndtv']"
1132,Dawa Bazar Indore Remdesivir injection Demand . . . Follow @indore_able use #indore_able for more updates . . Video by - @iloveindore Caption by - @indore_able  . . . . . . . . . . . . #COVID19 #IndoreFightsCorona  https://t.co/L5P7ml2zP8,en,"['#indore_able', '#COVID19', '#IndoreFightsCorona']","['@indore_able', '@iloveindore', '@indore_able']",['https://t.co/L5P7ml2zP8'],"['Dawa', 'Bazar', 'Indore', 'Remdesivir', 'injection', 'Demand', 'Follow', 'indore_able', 'use', 'indore_able', 'for', 'more', 'updates', 'Video', 'by', 'iloveindore', 'Caption', 'by', 'indore_able', 'COVID19', 'IndoreFightsCorona', 'https', 't.co/L5P7ml2zP8']","['Video', 'injection', 'https', 'iloveindore', 'Remdesivir', 'indore_able', 'Indore', 'IndoreFightsCorona', 'Bazar', 'Follow', 't.co/L5P7ml2zP8', 'Demand', 'updates', 'Dawa', 'Caption', 'COVID19', 'use']"
