,username,created_at,replies_count,retweets_count,likes_count,tweet,language
176,Debasish hota,2021-04-22T03:03:18.000Z,0.0,0.0,1.0,"INDIA NEEDS #IMS (INDIAN MEDICAL SERVICES)
Others leading all health institutions is root cause of worst health infrastructure in India,~1.28% GDP(LOW) spent on health
INDIAN HEALTH SECTOR IS ALMOST COLLAPSED & WE ON VERGE OF NATIONAL #LOCKDOWN2, NOT BECAUSE OF #COVID",en
181,AHANJEET DEY,2021-04-21T20:25:45.000Z,0.0,0.0,0.0,"@ApolloInter
 
@MoHFW_INDIA
 
@HomeBengal
 
@KolkataPolice
 
@CPKolkata
 
@MahuaMoitra
 
@Zee24Ghanta
 
@BanglarGorboMB
 
@MamataOfficial
 
@wbdhfw
 
@WHO
 My father 62+ road accident victim, Diabetes patient gone after registration for COVID 19 vaccine in apollo clinic. But refused to give 1st dose.",en
186,Ratan Kumar Singh,2021-04-21T12:11:19.000Z,0.0,0.0,0.0,"Replying to 
@AimraIndia
 
@FinMinIndia
 and 13 others",en
189,Tamshuk Dutt,2021-04-21T09:56:19.000Z,0.0,0.0,0.0,"@msdhoni
's mother, Devaki Devi and father, Pan Singh have been tested positive for Covid-19. 
Keep them in your prayers, may they get well soon ",en
190,Kolkata Cloud Chasers,2021-04-21T09:35:26.000Z,0.0,1.0,6.0,"Amidst the whooping number of Positive Cases, this is our appeal to all -
 WEAR YOUR MASK, Properly
WASH/SANITIZE YOUR HANDS
 MAINTAIN SOCIAL DISTANCING
GET VACCINATED
.
#Corona #MaskUpIndia #WearMask #COVIDSecondWave #Unite2FightCorona #weather",en
196,Prasun Bhattacharjee,2021-04-21T05:25:09.000Z,0.0,0.0,0.0,Almost 3 lakhs of Indians are officially getting infected by Covid 19 every day and all my neighborhood aunties are worried about is my unmarried status. They are really above earthly matters. #COVID19 #COVIDSecondWaveInIndia,en
198,Arko Denria,2021-04-21T01:22:28.000Z,0.0,0.0,1.0,"at this covid-19 situtation CBSE and ICSE cancelled class 10 final board exam thinking of their health,so WBBSE should think of class 10 and 12 students and either cancel their exam or postpone it,hope you guys will take action if you read this...",en
200,Dips Singhania,2021-04-20T21:56:50.000Z,1.0,2.0,2.0,"What you always used to say in your election #JobCreation in our country we believed but nothing is happening regarding Job and youth. People are dying and Mr 
@narendramodi
 Ji you're unable to do any kinds of help and more. 
#modihataodeshbachao 
#ModiGovtSeNaHoPayega 
#COVID",en
202,Pooja Mehta,2021-04-20T18:10:16.000Z,1.0,21.0,25.0,Hospital contact numbers & home care facility for Covid-19 patients under home isolation.,en
205,Rahul M Maheswari ,2021-04-20T16:29:46.000Z,0.0,0.0,2.0,"INDIA WAIVES CUSTOM DUTIES ON COVID-19 DRUG REMDESIVIR, REMDESIVIR API AND INJECTIONS - STATEMENT #CovidIndiaInfo https://twitter.com/askanshul/status/1384066975089917956…",en
208,Agniva Roy,2021-04-20T10:17:39.000Z,0.0,0.0,0.0,"Praying for 
@RahulGandhi
 s quick covid 19 recovery #RahulGandhi #COVIDSecondWaveInIndia",en
212,SASWATI PAUL,2021-04-20T08:49:29.000Z,0.0,2.0,0.0,"Covid 19 cases rises.... Modi Ji Silent! 
Election is important.... Lives Do Not Matter!! What a PM?! 
#ResignModi 
#ModiMadeDisaster 
#ModiHataoDeshBachao",en
