tweet,clean_tweet,hastags,attherate,urls,emojis
"@di2122 Just think how shitvwe have it now, it may come as a relief. KEEP CALM AND CONTINUE BEING CONNED BY COVID.😆", Just think how shitvwe have it now it may come as a relief KEEP CALM AND CONTINUE BEING CONNED BY COVID,[],['@di2122'],[],['😆']
"@candicespag For tourists, Qatar is a major airline hub. it gets people visiting on stopovers, business, from all over. During covid it was closed to visitors, but it’s open again from next week.", For tourists Qatar is a major airline hub it gets people visiting on stopovers business from all over During covid it was closed to visitors but it’s open again from next week,[],['@candicespag'],[],[]
"@candicespag @samanthamaiden @ACurrentAffair9 You’ve an app for covid. You have to show it on entry to all offices, shops, bars, restaurants, etc. The app shows quarantining status, vax status, and monitors your proximity to others. If someone had covid &amp; you were close by, you get alerted to test  BTW bars are proper bars🍻", You’ve an app for covid You have to show it on entry to all offices shops bars restaurants etc The app shows quarantining status vax status and monitors your proximity to others If someone had covid amp you were close by you get alerted to test BTW bars are proper bars,[],"['@candicespag', '@samanthamaiden', '@ACurrentAffair9']",[],['🍻']
Mahathir former Prime Minister of Malaysia &amp; MP Langkawi w family assets worth 💲billions 👉 did not make packets of food to feed the hungry families of Malaysia during the Covid Pandemic 👉 DOES MAHATHIR REALLY CARE FOR THE PEOPLE ❓ But a restaurant owner did the good need,Mahathir former Prime Minister of Malaysia amp MP Langkawi w family assets worth billions  did not make packets of food to feed the hungry families of Malaysia during the Covid Pandemic  DOES MAHATHIR REALLY CARE FOR THE PEOPLE  But a restaurant owner did the good need,[],[],[],"['💲', '👉', '👉', '❓']"
@FranticKL It's a tragedy unfolding in Malaysia. With 4 suicide cases daily apart from covid 19 deaths., Its a tragedy unfolding in Malaysia With 4 suicide cases daily apart from covid 19 deaths,[],['@FranticKL'],[],[]
@SinarOnline Tak sempat pun nak suicide. Covid is killing us faster than we can think about committing suicide.tengok angka Selangor sudah le, Tak sempat pun nak suicide Covid is killing us faster than we can think about committing suicidetengok angka Selangor sudah le,[],['@SinarOnline'],[],[]
"@candicespag @samanthamaiden @ACurrentAffair9 It is voluntary to be vaccinated, easily accessible, &amp; benefits for vaxxing like:  1. No quarantine: On arrival into Doha airport you have a PCR test, but no quarantining unless covid pos.  2. Vaccinated people can go to restaurants, bars, pools, gyms,   People want the jab!", It is voluntary to be vaccinated easily accessible amp benefits for vaxxing like: 1 No quarantine: On arrival into Doha airport you have a PCR test but no quarantining unless covid pos 2 Vaccinated people can go to restaurants bars pools gyms People want the jab,[],"['@candicespag', '@samanthamaiden', '@ACurrentAffair9']",[],[]
Due to covid many have lost their jobs its the best opportunity ty @nawabmalikncp saahab @OfficeofNM @NCPspeaks @MumbaiNCP #Jobs #JobFair #opportunity #ncp #भाजपा #Cabinet #nawabmalik #Maharashtra #HDFC #COVID19 #Covid_19  https://t.co/PyQZtkQFp2,Due to covid many have lost their jobs its the best opportunity ty saahab ,"['#Jobs', '#JobFair', '#opportunity', '#ncp', '#भाजपा', '#Cabinet', '#nawabmalik', '#Maharashtra', '#HDFC', '#COVID19', '#Covid_19']","['@nawabmalikncp', '@OfficeofNM', '@NCPspeaks', '@MumbaiNCP']",['https://t.co/PyQZtkQFp2'],[]
@nahhzifa Thats terrible :( covid has got the worst of everyone, Thats terrible :( covid has got the worst of everyone,[],['@nahhzifa'],[],[]
No one is safe until everyone is safe. Get the COVID-19 vaccine to protect yourself. Save Lives!  https://t.co/sYnFS2Avjw,No one is safe until everyone is safe Get the COVID19 vaccine to protect yourself Save Lives ,[],[],['https://t.co/sYnFS2Avjw'],[]
"@NSWHealth @LadyPoop2 i rented this neat house off a dad looking guy to hold a party all welcome starts at 6pm 109 Kirribilli Ave, Kirribilli NSW  Plenty of parking great harbour views please follow NSW covid suggestion #auspol", i rented this neat house off a dad looking guy to hold a party all welcome starts at 6pm 109 Kirribilli Ave Kirribilli NSW Plenty of parking great harbour views please follow NSW covid suggestion ,['#auspol'],"['@NSWHealth', '@LadyPoop2']",[],[]
"i rented this neat house off a dad looking guy to hold a party all welcome starts at 6pm 109 Kirribilli Ave, Kirribilli NSW  Plenty of parking great harbour views please follow NSW covid suggestion #auspol",i rented this neat house off a dad looking guy to hold a party all welcome starts at 6pm 109 Kirribilli Ave Kirribilli NSW Plenty of parking great harbour views please follow NSW covid suggestion ,['#auspol'],[],[],[]
"The BCCI Secretary has spoken to Sri Lanka Cricket chairman over the COVID concerns. Lanka may have to put together a different team from the one that’s returned from England,  and quarantining, or defer the start of the series by a few days #BREAKING #IndvsSL @BCCI",The BCCI Secretary has spoken to Sri Lanka Cricket chairman over the COVID concerns Lanka may have to put together a different team from the one that’s returned from England and quarantining or defer the start of the series by a few days ,"['#BREAKING', '#IndvsSL']",['@BCCI'],[],[]
Me and my wife are traveling from sec to vijayawada by train .in this train is durty and wash rooms smell spread entire S2 box. no cleaning we are getting vomitings all passengers are very suffer I request to IRCTC please make the clean in this covid situation.train no is 02710  https://t.co/m1U1b1u402,Me and my wife are traveling from sec to vijayawada by train in this train is durty and wash rooms smell spread entire S2 box no cleaning we are getting vomitings all passengers are very suffer I request to IRCTC please make the clean in this covid situationtrain no is 02710 ,[],[],['https://t.co/m1U1b1u402'],[]
"@Airtel_Presence @Speedtest In the DM's you're not supposed to advise : restart device .. that I know.. and since that did not work &amp; your support team is useless for a month of complaining...  I'm escalating!!! How irresponsible yaa! Covid, Yes I understand... but basic Service dedo!  #sucks @airtelindia", In the DMs youre not supposed to advise : restart device  that I know and since that did not work amp your support team is useless for a month of complaining Im escalating How irresponsible yaa Covid Yes I understand but basic Service dedo ,['#sucks'],"['@Airtel_Presence', '@Speedtest', '@airtelindia']",[],[]
@ArvindKejriwal Govt starts providing financial assistance to those who lost their loved ones to covid Link to apply:  https://t.co/sLqmsGqhXp #KejriwalCares @msisodia @RamNiwasGoelAap @ipathak25 @AtishiAAP  https://t.co/RumLW7NPW6, Govt starts providing financial assistance to those who lost their loved ones to covid Link to apply:  ,['#KejriwalCares'],"['@ArvindKejriwal', '@msisodia', '@RamNiwasGoelAap', '@ipathak25', '@AtishiAAP']","['https://t.co/sLqmsGqhXp', 'https://t.co/RumLW7NPW6']",[]
Pray for Malaysia and Tunis. Their Covid cases are out of control. 😥,Pray for Malaysia and Tunis Their Covid cases are out of control ,[],[],[],['😥']
"What WHO and govt needs to say about mRNA.  FROM YOUR POINT OF VIEW,  Considered over 2 years where you will likely be infected with covid19, Even if you are young  The risk of heart inflammation which mostly is recoverable is still much lower than being killed/damaged by covid",What WHO and govt needs to say about mRNA FROM YOUR POINT OF VIEW Considered over 2 years where you will likely be infected with covid19 Even if you are young The risk of heart inflammation which mostly is recoverable is still much lower than being killed/damaged by covid,[],[],[],[]
"Is it coming home finally? Watch the match at Kudo’s on 150” FULL HD Screen! 😍🔥  England vs Italy final! Doesn’t get better 🤩 It's going to be a fun night, book your passes now! Link :  https://t.co/ca3XbJoHqE Mandatory to follow the Covid-related SOPs. No entry without masks.  https://t.co/h8rz8Vnzaf",Is it coming home finally Watch the match at Kudo’s on 150” FULL HD Screen  England vs Italy final Doesn’t get better  Its going to be a fun night book your passes now Link :  Mandatory to follow the Covidrelated SOPs No entry without masks ,[],[],"['https://t.co/ca3XbJoHqE', 'https://t.co/h8rz8Vnzaf']","['😍', '🔥', '🤩']"
Uk overcame Covid? No mask or physical distance measures followed during #Wimbledon2021 my confused..,Uk overcame Covid No mask or physical distance measures followed during my confused,['#Wimbledon2021'],[],[],[]
@nytimes So the covid is finished there? Or they r known to d drama now?, So the covid is finished there Or they r known to d drama now,[],['@nytimes'],[],[]
"Role of Railway Schools, clubs, stadiums, golf clubs are to be reviewed/ redefined. Railway Medical procurements need a close review, especially during COVID period. Substandard stock medicines are being supplied to Railway beneficiaries. There is no watch dog system prevailing.",Role of Railway Schools clubs stadiums golf clubs are to be reviewed/ redefined Railway Medical procurements need a close review especially during COVID period Substandard stock medicines are being supplied to Railway beneficiaries There is no watch dog system prevailing,[],[],[],[]
"@pedoqpop My husband handle covid kat JB and die mmg ade bagitau something pasal numbers ni kat i. Tak berani la nak expose, just want everyone to follow SOP, stay safe and klu dpt vaccine tu, pegila amik.", My husband handle covid kat JB and die mmg ade bagitau something pasal numbers ni kat i Tak berani la nak expose just want everyone to follow SOP stay safe and klu dpt vaccine tu pegila amik,[],['@pedoqpop'],[],[]
"Tiber teringat kat sorang pakcik ni. Staff bank. Frequent passengers, bertongkat. Last MCO he still boarding. This time around tak nampak langsung. Either company lay off/ caught covid/ WFH. Last time I always thought kenapa pakcik ni dah bertongkat bagai company tak bagi WFH",Tiber teringat kat sorang pakcik ni Staff bank Frequent passengers bertongkat Last MCO he still boarding This time around tak nampak langsung Either company lay off/ caught covid/ WFH Last time I always thought kenapa pakcik ni dah bertongkat bagai company tak bagi WFH,[],[],[],[]
"@sudarshanweb @Saliltoday @MinhazMerchant Call for protest over price rise,etc is democratic right.But people seem to feel Modi Govt have handled Covid situation &amp; other offshoot problems exceedingly well in given  https://t.co/5E0efYNluP other govt in these conditions could have done better.Opposition compulsive beraters", Call for protest over price riseetc is democratic rightBut people seem to feel Modi Govt have handled Covid situation amp other offshoot problems exceedingly well in given  other govt in these conditions could have done betterOpposition compulsive beraters,[],"['@sudarshanweb', '@Saliltoday', '@MinhazMerchant']",['https://t.co/5E0efYNluP'],[]
Now let’s see the covid cases. #Euro2020Final #EURO2020,Now let’s see the covid cases ,"['#Euro2020Final', '#EURO2020']",[],[],[]
So anyway. Next week in England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 and Italy 🇮🇹 …Covid numbers…  https://t.co/BToffCueYu,So anyway Next week in England  and Italy  …Covid numbers… ,[],[],['https://t.co/BToffCueYu'],"['🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f', '🇮🇹']"
Feeling bad for #England General feeling during covid lockdown we wanted to ROME and not sit at HOME...  Thank you for entertaining the world with complete football @azzurri #ItalyVsEngFinal #EURO2020,Feeling bad for General feeling during covid lockdown we wanted to ROME and not sit at HOME Thank you for entertaining the world with complete football ,"['#England', '#ItalyVsEngFinal', '#EURO2020']",['@azzurri'],[],[]
"On another note, Can I get a count of the number of Covid cases in London after today’s Wembley version of Kumbh mela? #Euro2020",On another note Can I get a count of the number of Covid cases in London after today’s Wembley version of Kumbh mela ,['#Euro2020'],[],[],[]
"Aku respect #ITA not just football, but also how they managed to recover from pandemic. Awal2 suffer kut gagal back in march 2020 tapi now top 10 negara yg recover dari covid ni. Respect!",Aku respect not just football but also how they managed to recover from pandemic Awal2 suffer kut gagal back in march 2020 tapi now top 10 negara yg recover dari covid ni Respect,['#ITA'],[],[],[]
A Gift to Italian Nation after Covid 19 Outbreak ❤️🇮🇹  #EURO2020  https://t.co/jYlGYzJ7Cc,A Gift to Italian Nation after Covid 19 Outbreak  ,['#EURO2020'],[],['https://t.co/jYlGYzJ7Cc'],"['❤️', '🇮🇹']"
Italy needed this badly after last year's Covid disaster. Wembley was too hot to handle for English men. They cracked under pressure. Penalty is all about mental strength. Congrats Italian Stallions #Euro2020Final #Italy #wembleystadium #London #rome,Italy needed this badly after last years Covid disaster Wembley was too hot to handle for English men They cracked under pressure Penalty is all about mental strength Congrats Italian Stallions ,"['#Euro2020Final', '#Italy', '#wembleystadium', '#London', '#rome']",[],[],[]
The only thing that's coming home after flouting all norms and dancing naked is COVID. #euro2020 #england #italy #penalties #final,The only thing thats coming home after flouting all norms and dancing naked is COVID ,"['#euro2020', '#england', '#italy', '#penalties', '#final']",[],[],[]
What’s happening in Balaji temple see no one follow the covid rules and mask @Mehndipur sdm @PMOIndia @narendramodi @ABPNews @YRajshthan @aajtak  @ZeeNews  https://t.co/DKJJiD87KE,What’s happening in Balaji temple see no one follow the covid rules and mask sdm ,[],"['@Mehndipur', '@PMOIndia', '@narendramodi', '@ABPNews', '@YRajshthan', '@aajtak', '@ZeeNews']",['https://t.co/DKJJiD87KE'],[]
"#PhuketSandbox #VacayChun Day #6 (7/12/21) ~ covid test #2 (most painful nasal swab ever!), walk around #KataBeach, &amp; pool in the sun! #AvistaGrande #FirstSunnyDay @ Kata Beach Phuket  https://t.co/J3jGY8dyrb", Day (7/12/21) ~ covid test (most painful nasal swab ever) walk around amp pool in the sun @ Kata Beach Phuket ,"['#PhuketSandbox', '#VacayChun', '#6', '#2', '#KataBeach,', '#AvistaGrande', '#FirstSunnyDay']",['@'],['https://t.co/J3jGY8dyrb'],[]
"At least 36 people have been killed in a fire at #COVID isolation ward in southern #Iraq city of Nasiriya, a health official has told .@AFP. Charred corpses pulled out of the explosion, others suffocating. Last April, 82 were killed in a Baghdad #Covid19 hospital fire",At least 36 people have been killed in a fire at isolation ward in southern city of Nasiriya a health official has told  Charred corpses pulled out of the explosion others suffocating Last April 82 were killed in a Baghdad hospital fire,"['#COVID', '#Iraq', '#Covid19']",[],[],[]
@NitishKumar @mishranitish @lalitjha1984 @BiharHealthDept Kindly look into this matter .The fare from Madhepur(Dist-Madhubani) To Patna Bus conductor charging single seat 450Rs Per Person . They are totally violating Covid 19 Rule Guidelines . Bus name Is Shiv Ganga . #NoMasks  https://t.co/tT7Bv51IwL, Kindly look into this matter The fare from Madhepur(DistMadhubani) To Patna Bus conductor charging single seat 450Rs Per Person  They are totally violating Covid 19 Rule Guidelines  Bus name Is Shiv Ganga  ,['#NoMasks'],"['@NitishKumar', '@mishranitish', '@lalitjha1984', '@BiharHealthDept']",['https://t.co/tT7Bv51IwL'],[]
#TheCoronasaurusStories Has been included now as part of popular website Discount Book Man.  Visit your Amazon Kindle store to buy a copy.  #Covid19 #Coronavirus #stories #books #bookreview #bookstagram #booklover #covidindia #covid_19  #CovidVaccine #book  https://t.co/mEWGgBYtOO, Has been included now as part of popular website Discount Book Man Visit your Amazon Kindle store to buy a copy ,"['#TheCoronasaurusStories', '#Covid19', '#Coronavirus', '#stories', '#books', '#bookreview', '#bookstagram', '#booklover', '#covidindia', '#covid_19', '#CovidVaccine', '#book']",[],['https://t.co/mEWGgBYtOO'],[]
"Consumption of coffee, vegetables, and being breastfed as a baby were favorably associated with incident COVID-19.  https://t.co/9NOlgf7YH7",Consumption of coffee vegetables and being breastfed as a baby were favorably associated with incident COVID19 ,[],[],['https://t.co/9NOlgf7YH7'],[]
NYC Sees 32% Increase in New COVID Cases as Neighborhood Concerns Mount  https://t.co/GzWJgdInL3,NYC Sees 32% Increase in New COVID Cases as Neighborhood Concerns Mount ,[],[],['https://t.co/GzWJgdInL3'],[]
Here taking my covid test,Here taking my covid test,[],[],[],[]
@Starr_Lord__ @vibes__N Seems like Covid recovery sahi se nhi hui kind of film 😑 so disappointed., Seems like Covid recovery sahi se nhi hui kind of film  so disappointed,[],"['@Starr_Lord__', '@vibes__N']",[],['😑']
@Samir58860100 @CMODelhi These people if the goes hospital for any other treatments for exp even for emergency they recommend covid19 test as well along. They see any symptoms related to covid they suggest you to go for lab test covid, These people if the goes hospital for any other treatments for exp even for emergency they recommend covid19 test as well along They see any symptoms related to covid they suggest you to go for lab test covid,[],"['@Samir58860100', '@CMODelhi']",[],[]
Same minister that came up with this gold 1) warm water cures covid 2) conference call with 500 countries,Same minister that came up with this gold 1) warm water cures covid 2) conference call with 500 countries,[],[],[],[]
PM-CARES Fund Helps Nation in Fight against COVID-19  https://t.co/ggw9AQLXVS via NaMo App  https://t.co/9FWuBKBYGi,PMCARES Fund Helps Nation in Fight against COVID19  via NaMo App ,[],[],"['https://t.co/ggw9AQLXVS', 'https://t.co/9FWuBKBYGi']",[]
"And less than 15 minutes did Second dose of corona covid 19 vaccine Thank you, the Saudi Ministry of Health, and always in pride, progress and prosperity Thank you Custodian of the Two Holy Mosques Thank you, Crown Prince Thank you, Saudi Arabia @SaudiMOH @EngrShamy  https://t.co/KEYoZViDEf",And less than 15 minutes did Second dose of corona covid 19 vaccine Thank you the Saudi Ministry of Health and always in pride progress and prosperity Thank you Custodian of the Two Holy Mosques Thank you Crown Prince Thank you Saudi Arabia ,[],"['@SaudiMOH', '@EngrShamy']",['https://t.co/KEYoZViDEf'],[]
@TheOmarrization 2021 even the clouds look like covid-19 🙃, 2021 even the clouds look like covid19 ,[],['@TheOmarrization'],[],['🙃']
"""The Rationing of a Last-Resort Covid Treatment""  https://t.co/xypNSS4sOT",The Rationing of a LastResort Covid Treatment ,[],[],['https://t.co/xypNSS4sOT'],[]
#KanwarYatra is Covid over ?  Double standards   https://t.co/MEQrmyLobH, is Covid over  Double standards ,['#KanwarYatra'],[],['https://t.co/MEQrmyLobH'],[]
The latest covid cluster is not surprising  Tutor Cleaner Market shop owner Food outlet Company colleague  And now  ktv socialite   If u just stop and think. Everyone meet everyone in modern world.  So it's not surprising there are many jobs where people are always meeting pple,The latest covid cluster is not surprising Tutor Cleaner Market shop owner Food outlet Company colleague And now ktv socialite If u just stop and think Everyone meet everyone in modern world So its not surprising there are many jobs where people are always meeting pple,[],[],[],[]
@IRCTCofficial   My RAC is on 19# I will be travel to my home town on 17th July. Am I eligible to travel on RAC During this covid situation. Please advise.  Jai Hind, My RAC is on 19# I will be travel to my home town on 17th July Am I eligible to travel on RAC During this covid situation Please advise Jai Hind,[],['@IRCTCofficial'],[],[]
