tweet,clean_tweet,hastags,attherate,urls,emojis
@ianbremmer @gzeromedia 1 - Modi attended tons of rallies not wearing a mask  2 - The health minister literally participated  in the launch of a fake cure for Coronavirus introduced by a notorious quack:   https://t.co/MomlbF0skG, 1  Modi attended tons of rallies not wearing a mask 2  The health minister literally participated in the launch of a fake cure for Coronavirus introduced by a notorious quack: ,[],"['@ianbremmer', '@gzeromedia']",['https://t.co/MomlbF0skG'],[]
The country is not in a state of shock because the healthcare system has collapsed. It is in the state of shock because the #healthcare system has #collapsed for the #Rich too.  #health #medicines #doctors #coronavirus #wellness #nurses #care #Mentalhealth #hospitals,The country is not in a state of shock because the healthcare system has collapsed It is in the state of shock because the system has for the too ,"['#healthcare', '#collapsed', '#Rich', '#health', '#medicines', '#doctors', '#coronavirus', '#wellness', '#nurses', '#care', '#Mentalhealth', '#hospitals']",[],[],[]
@Atmos_Air Very healthy report about transmission of corona virus., Very healthy report about transmission of corona virus,[],['@Atmos_Air'],[],[]
11 hrs no #electricity in #Titwala @CMOMaharashtra @ThePrintIndia @OfficeofUT @ndtv @ABPNews @LoksattaLive worse than #coronavirus,11 hrs no in worse than ,"['#electricity', '#Titwala', '#coronavirus']","['@CMOMaharashtra', '@ThePrintIndia', '@OfficeofUT', '@ndtv', '@ABPNews', '@LoksattaLive']",[],[]
"The third wave of coronavirus has rung alarm bells as it is proving to be more lethal and contagious than before. Keeping in view the expansion of coronavirus cases across the country, third-time educational institutions are closed. No one knows when this dilemma will end. #CL  https://t.co/0VHmYc6FcA",The third wave of coronavirus has rung alarm bells as it is proving to be more lethal and contagious than before Keeping in view the expansion of coronavirus cases across the country thirdtime educational institutions are closed No one knows when this dilemma will end ,['#CL'],[],['https://t.co/0VHmYc6FcA'],[]
Officially: for the 1st time “WHO” allows the Sinopharm vaccine against Coronavirus.  https://t.co/b6JPs4MuzA  #vaccination #vaccinated #Sinopharm #who #COVID19 #coronavirus #Bahrain #بحرين #Bahrain,Officially: for the 1st time “WHO” allows the Sinopharm vaccine against Coronavirus  ,"['#vaccination', '#vaccinated', '#Sinopharm', '#who', '#COVID19', '#coronavirus', '#Bahrain', '#بحرين', '#Bahrain']",[],['https://t.co/b6JPs4MuzA'],[]
Australia aiming to begin India repatriation flights next week after backlash to travel ban  https:#COVID19India #Australia #India #coronavirus  https://t.co/VuC5nWV3J0,Australia aiming to begin India repatriation flights next week after backlash to travel ban https: ,"['#Australia', '#India', '#coronavirus']",[],"['https:#COVID19India', 'https://t.co/VuC5nWV3J0']",[]
COVID-19 infections and deaths are mounting with alarming speed in India with no end in sight to the crisis. #coronavirus #COVIDEmergencyIndia  https://t.co/9ZBzIjiX7o,COVID19 infections and deaths are mounting with alarming speed in India with no end in sight to the crisis ,"['#coronavirus', '#COVIDEmergencyIndia']",[],['https://t.co/9ZBzIjiX7o'],[]
"New cases in India have surpassed 400,000—the highest caseload yet. Even that is sure to be an underestimate #coronavirus #CovidIndia #news  https://t.co/pIZhTf6F5i",New cases in India have surpassed 400000—the highest caseload yet Even that is sure to be an underestimate ,"['#coronavirus', '#CovidIndia', '#news']",[],['https://t.co/pIZhTf6F5i'],[]
India moves fastest to stock up on Covid-19 vaccines  #CoronaVaccine #coronavirus #Covid_19 #Covid_19Vaccine #COVID  https://t.co/xKSJiuZcr9 via @indiatoday,India moves fastest to stock up on Covid19 vaccines  via ,"['#CoronaVaccine', '#coronavirus', '#Covid_19', '#Covid_19Vaccine', '#COVID']",['@indiatoday'],['https://t.co/xKSJiuZcr9'],[]
"India reports 3,57,229 new #COVID19 cases, 3,20,289 discharges and 3,449 deaths in the last 24 hours, as per Union Health Ministry   Total cases: 2,02,82,833 Total recoveries: 1,66,13,292 Death toll: 2,22,408 Active cases: 34,47,133  Total vaccination: 15,89,32,921  #coronavirus",India reports 357229 new cases 320289 discharges and 3449 deaths in the last 24 hours as per Union Health Ministry Total cases: 20282833 Total recoveries: 16613292 Death toll: 222408 Active cases: 3447133 Total vaccination: 158932921 ,"['#COVID19', '#coronavirus']",[],[],[]
"""English"" Has been Effected by Corona Virus. 😂😂🤐                    (Rip in Advance)  https://t.co/Sq1LQPU8xP",English Has been Effected by Corona Virus  (Rip in Advance) ,[],[],['https://t.co/Sq1LQPU8xP'],"['😂', '😂', '🤐']"
May these difficult times gets over soon. #coronavirus  ❤️🤞 #WeWillRiseAgain  #FightAgainstCorona,May these difficult times gets over soon  ,"['#coronavirus', '#WeWillRiseAgain', '#FightAgainstCorona']",[],[],"['❤️', '🤞']"
In case any one in need Noor nagar sarvoday school  30 beds+oxygen support  Johri Farm Association #coronavirus #CoronaSecondWave #OxygenCrisis #COVIDEmergency  https://t.co/lQ3i4kgOoF,In case any one in need Noor nagar sarvoday school 30 beds+oxygen support Johri Farm Association ,"['#coronavirus', '#CoronaSecondWave', '#OxygenCrisis', '#COVIDEmergency']",[],['https://t.co/lQ3i4kgOoF'],[]
"Last year it was just about #surviving #lockdown,   this year it's about #survival  Yatindar Bansal   #qoutes #coronavirus #coronastrain #lockdown #Delhi #Mumbai #IndiaFightsBack",Last year it was just about this year its about Yatindar Bansal ,"['#surviving', '#lockdown,', '#survival', '#qoutes', '#coronavirus', '#coronastrain', '#lockdown', '#Delhi', '#Mumbai', '#IndiaFightsBack']",[],[],[]
"Greetings !! Hope everything is fine out there.  Nothing lasts forever. This shall pass too.  Stay Home, Stay Safe – is the only best medicine found till now against coronavirus. Take care of yourself and your family #STAYTUNED :  https://t.co/SHxucegqv1  # PRAY🙏🏻   :  @SURAJKALRA",Greetings  Hope everything is fine out there Nothing lasts forever This shall pass too Stay Home Stay Safe – is the only best medicine found till now against coronavirus Take care of yourself and your family :  # PRAY : ,"['#STAYTUNED', '#']",['@SURAJKALRA'],['https://t.co/SHxucegqv1'],['🙏🏻']
"You call out 17 Muslim names and ask if it's a ""Madrassa""... So was it a matta or a church that the other 180 were non Muslim? #TejasviSuryaExposed #BJP #COVIDSecondWave #COVID19India #COVIDEmergency2021 #Corona #coronavirus #ModiHataoDeshBachao",You call out 17 Muslim names and ask if its a Madrassa So was it a matta or a church that the other 180 were non Muslim ,"['#TejasviSuryaExposed', '#BJP', '#COVIDSecondWave', '#COVID19India', '#COVIDEmergency2021', '#Corona', '#coronavirus', '#ModiHataoDeshBachao']",[],[],[]
#actionagainstchina #WorldForgetChina! Birthplace of #coronavirus. #China is celebrating Wuhan Music Festival &amp; rest of world fighting for #breath!  Time to take strict action by #UnitedNation &amp; we all shud protest fuckin #China!  https://t.co/2h1tJSoXtu, Birthplace of is celebrating Wuhan Music Festival amp rest of world fighting for Time to take strict action by amp we all shud protest fuckin ,"['#actionagainstchina', '#WorldForgetChina!', '#coronavirus.', '#China', '#breath!', '#UnitedNation', '#China!']",[],['https://t.co/2h1tJSoXtu'],[]
"@hamzashafqaat @Asma_Baloch In fact, not giving space to coronavirus 🤫🤫  https://t.co/KLRbS4wTrR", In fact not giving space to coronavirus  ,[],"['@hamzashafqaat', '@Asma_Baloch']",['https://t.co/KLRbS4wTrR'],"['🤫', '🤫']"
Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #hmmm #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/KavzGcO6DB,Verified by volunteers ,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#hmmm', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/KavzGcO6DB'],[]
Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #hmmm #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/85xmF0jvlS,Verified by volunteers ,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#hmmm', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/85xmF0jvlS'],[]
Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/ECh9L3cpbH,Verified by volunteers ,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/ECh9L3cpbH'],[]
Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/3Bq5zyp85F,Verified by volunteers ,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/3Bq5zyp85F'],[]
Verified by our volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948  https://t.co/yDpZPNFg14,Verified by our volunteers ,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948']",[],['https://t.co/yDpZPNFg14'],[]
Verified by our volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948  https://t.co/5A7JYCniCc,Verified by our volunteers ,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948']",[],['https://t.co/5A7JYCniCc'],[]
#srilanka bans travellers from India #COVID19 #coronavirus  https://t.co/l9QpRkIjC2, bans travellers from India ,"['#srilanka', '#COVID19', '#coronavirus']",[],['https://t.co/l9QpRkIjC2'],[]
"Coronavirus stats in #SriLanka 🔵Total 119,424 infected 🔵100,885 recovered  🔵745 deaths 🔴17,805 active cases 🔴Daily cases 1895 (May 5) 🟢Daily PCR tests avg 23,000 🟢Vaccinated 2nd dose about 175,000  https://t.co/YTD1DxnIc4 #LKA #SriLanka #COVID19SL",Coronavirus stats in Total 119424 infected 100885 recovered 745 deaths 17805 active cases Daily cases 1895 (May 5) Daily PCR tests avg 23000 Vaccinated 2nd dose about 175000  ,"['#SriLanka', '#LKA', '#SriLanka', '#COVID19SL']",[],['https://t.co/YTD1DxnIc4'],"['🔵', '🔵', '🔵', '🔴', '🔴', '🟢', '🟢']"
"#Rajasthan government announces ""strict #lockdown"" from May 10-24 as #coronavirus cases surge", government announces strict from May 1024 as cases surge,"['#Rajasthan', '#lockdown""', '#coronavirus']",[],[],[]
View: India's coronavirus disaster is now the world's problem  https://t.co/dDAGTIazKh #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,View: Indias coronavirus disaster is now the worlds problem  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/dDAGTIazKh'],[]
"11 more coronavirus related deaths report in Sri Lanka, total death count is now 745. #LKA #SriLanka #COVID19SL",11 more coronavirus related deaths report in Sri Lanka total death count is now 745 ,"['#LKA', '#SriLanka', '#COVID19SL']",[],[],[]
Spike in new #coronavirus cases and fatality in India is unprecedented. Despite that religious festivities and election rallies are not stopping. Globally the spike of new cases is supper steep. #COVID19  https://t.co/GgkseGcJ1n,Spike in new cases and fatality in India is unprecedented Despite that religious festivities and election rallies are not stopping Globally the spike of new cases is supper steep ,"['#coronavirus', '#COVID19']",[],['https://t.co/GgkseGcJ1n'],[]
"Why Indian Varient , UK varient word coined around the world ? Why not “Chainess Varient “ word coined by International Media ? #coronavirus @sudhirchaudhary @anjanaomkashyap @RubikaLiyaquat @aajtak @ZeeNews @BBCHindi @MoHFW_INDIA",Why Indian Varient  UK varient word coined around the world  Why not “Chainess Varient “ word coined by International Media  ,['#coronavirus'],"['@sudhirchaudhary', '@anjanaomkashyap', '@RubikaLiyaquat', '@aajtak', '@ZeeNews', '@BBCHindi', '@MoHFW_INDIA']",[],[]
#Day6th Today Distribution of Lime water to the Corona warriors and food to needy corona patients by the pious guidance of GodPa Saint Dr. @Gurmeetramrahim Singh Ji Insan🙏 #CoronaVirus #SaluteToCoronaWarriors  #CoronaVirusIndia #COVID19 #COVID19India #CovidIndia #Covid19help  https://t.co/1ldFMu9Um1, Today Distribution of Lime water to the Corona warriors and food to needy corona patients by the pious guidance of GodPa Saint Dr Singh Ji Insan ,"['#Day6th', '#CoronaVirus', '#SaluteToCoronaWarriors', '#CoronaVirusIndia', '#COVID19', '#COVID19India', '#CovidIndia', '#Covid19help']",['@Gurmeetramrahim'],['https://t.co/1ldFMu9Um1'],['🙏']
India has beaten all bigger countries in new cases and deaths because of #Corona in recent months. The spike in cases and fatality is super steep. #COVID19 #coronavirus  https://t.co/NNs3HDlcTN,India has beaten all bigger countries in new cases and deaths because of in recent months The spike in cases and fatality is super steep ,"['#Corona', '#COVID19', '#coronavirus']",[],['https://t.co/NNs3HDlcTN'],[]
"As per India today hundreds of women #defy_covid_norms to gather at #Gujarat_temple to #eradicate #coronavirus @ Gujarat, India  https://t.co/iqmFx9yFs7",As per India today hundreds of women to gather at to @ Gujarat India ,"['#defy_covid_norms', '#Gujarat_temple', '#eradicate', '#coronavirus']",['@'],['https://t.co/iqmFx9yFs7'],[]
@hSHIGRI @OfficialNcoc @ImranKhanPTI Symptoms then you may have corona virus many many people who feels no symptoms but still positive for corona virus, Symptoms then you may have corona virus many many people who feels no symptoms but still positive for corona virus,[],"['@hSHIGRI', '@OfficialNcoc', '@ImranKhanPTI']",[],[]
"#Australia's Victoria on alert after first #COVID19 case in two months.  The fact that it happened despite two weeks qurantine, just goes to show that the #CORONAVIRUS can possibly stay alive in the body for much longer before infecting the recipient.  https://t.co/c2WHMtX16z", Victoria on alert after first case in two months The fact that it happened despite two weeks qurantine just goes to show that the can possibly stay alive in the body for much longer before infecting the recipient ,"[""#Australia's"", '#COVID19', '#CORONAVIRUS']",[],['https://t.co/c2WHMtX16z'],[]
Scores of dead bodies have been found floating down the Ganges River in east India as the country battles a ferocious surge in corona virus infections. Authorities said Tuesday they haven't yet determined the cause of death. #71 It's was the #deadheadline  #afterbedeffect  https://t.co/lFCIJdndo4,Scores of dead bodies have been found floating down the Ganges River in east India as the country battles a ferocious surge in corona virus infections Authorities said Tuesday they havent yet determined the cause of death Its was the ,"['#71', '#deadheadline', '#afterbedeffect']",[],['https://t.co/lFCIJdndo4'],[]
#Telangana lo #lockdown 6 to 10   Correct r wrong  #TRS #Hyderabad #Telangana @trspartyonline #india #CoronavirusPandemic #coronavirus #Corona #COVIDSecondWaveInIndia #public #StaySafe #StayHome #StayStrongIndia #SonuSoodRealHero #Sonu, lo 6 to 10 Correct r wrong ,"['#Telangana', '#lockdown', '#TRS', '#Hyderabad', '#Telangana', '#india', '#CoronavirusPandemic', '#coronavirus', '#Corona', '#COVIDSecondWaveInIndia', '#public', '#StaySafe', '#StayHome', '#StayStrongIndia', '#SonuSoodRealHero', '#Sonu']",['@trspartyonline'],[],[]
"COVID-19 Find available slots, get registered for vaccination &amp; get all updates about Covid-19 on your fingertips..!! #Covid_19 #LargestVaccinationDrive #CovishieldVaccine #COVID19Vaccination #CoronaVirusUpdates #CowinApp #coronavirus #CovidIndia   https://t.co/XsLuSLFg6a",COVID19 Find available slots get registered for vaccination amp get all updates about Covid19 on your fingertips ,"['#Covid_19', '#LargestVaccinationDrive', '#CovishieldVaccine', '#COVID19Vaccination', '#CoronaVirusUpdates', '#CowinApp', '#coronavirus', '#CovidIndia']",[],['https://t.co/XsLuSLFg6a'],[]
"The corona virus has killed 202 doctors and 30 paramedics in Pakistan.  The highest death toll was 74 in Punjab, 65 in Sindh, 53 in KPK, six in Balochistan, three in Azad Kashmir and one in Gilgit-Baltistan.  Dr. Qaiser Sajjad Secretary PMA @OfficialNcoc  https://t.co/dPgcCxtAa8",The corona virus has killed 202 doctors and 30 paramedics in Pakistan The highest death toll was 74 in Punjab 65 in Sindh 53 in KPK six in Balochistan three in Azad Kashmir and one in GilgitBaltistan Dr Qaiser Sajjad Secretary PMA ,[],['@OfficialNcoc'],['https://t.co/dPgcCxtAa8'],[]
True news pls give attention @karunazero #COVID19Vaccination BREAKING NEWS #CoronavirusIndia #vaccinate #coronavirus,True news pls give attention BREAKING NEWS ,"['#COVID19Vaccination', '#CoronavirusIndia', '#vaccinate', '#coronavirus']",['@karunazero'],[],[]
"@SushilModi Sir you see only the  wining and losing ratio, but this time the deadly corona virus creates pandemic and the government of bihar only doing promises, what you think for local people and what you want to tell about dead bodies flush in holy river ganga @narendramodi @PMOIndia", Sir you see only the wining and losing ratio but this time the deadly corona virus creates pandemic and the government of bihar only doing promises what you think for local people and what you want to tell about dead bodies flush in holy river ganga ,[],"['@SushilModi', '@narendramodi', '@PMOIndia']",[],[]
"Bahrain authorizes the use of the new Russian “Sputnik Light” vaccine, with only one dose   https://t.co/13p7p3RM1H  #bahrain #SputnikLight #Commit4Bahrain #VACCINATEANDSTAYSAFE #COVID19 #coronavirus #vaccinate #vaccinated #CovidVaccine #بحرين",Bahrain authorizes the use of the new Russian “Sputnik Light” vaccine with only one dose  ,"['#bahrain', '#SputnikLight', '#Commit4Bahrain', '#VACCINATEANDSTAYSAFE', '#COVID19', '#coronavirus', '#vaccinate', '#vaccinated', '#CovidVaccine', '#بحرين']",[],['https://t.co/13p7p3RM1H'],[]
Sir please take responsibility for samastipur people ? I hope MLA samastipur take the ground reality and taken serious action against this deadly Corona virus in favor of samastipur people @yadavtejashwi @RJDforIndia @officecmbihar @NitishKumar @KashishBihar @News18Bihar,Sir please take responsibility for samastipur people  I hope MLA samastipur take the ground reality and taken serious action against this deadly Corona virus in favor of samastipur people ,[],"['@yadavtejashwi', '@RJDforIndia', '@officecmbihar', '@NitishKumar', '@KashishBihar', '@News18Bihar']",[],[]
#AndhraPradesh: #FIR lodged against #ChandrababuNaidu for creating fear over #N440K strain of #coronavirus   https://t.co/XDsX6GertJ, lodged against for creating fear over strain of ,"['#AndhraPradesh:', '#FIR', '#ChandrababuNaidu', '#N440K', '#coronavirus']",[],['https://t.co/XDsX6GertJ'],[]
"'Coronavirus that causes Covid-19 mutated more than 6,600 times'.",Coronavirus that causes Covid19 mutated more than 6600 times,[],[],[],[]
It's not Corona Virus It's #chinas_Virus @PMOIndia @narendramodi  https://t.co/VtI9KOF8KQ,Its not Corona Virus Its ,['#chinas_Virus'],"['@PMOIndia', '@narendramodi']",['https://t.co/VtI9KOF8KQ'],[]
"Opening mosques, and prayer halls for the Eid prayer  https://t.co/SmIQCwVfOw  #Bahrain #eid #بحرين #COVID19 #coronavirus #Commit4Bahrain #VACCINATEANDSTAYSAFE #prayer #mosque",Opening mosques and prayer halls for the Eid prayer  ,"['#Bahrain', '#eid', '#بحرين', '#COVID19', '#coronavirus', '#Commit4Bahrain', '#VACCINATEANDSTAYSAFE', '#prayer', '#mosque']",[],['https://t.co/SmIQCwVfOw'],[]
How #Mumbai stayed a step ahead of the #CoronaVirus -    https://t.co/DfVxxqqz4A,How stayed a step ahead of the  ,"['#Mumbai', '#CoronaVirus']",[],['https://t.co/DfVxxqqz4A'],[]
@drsangitareddy @TelanganaCMO At last your thought and vision to control Corona Virus..  our CM have Eyes to read your tweet and Have Lock Down today.   #Lockdown for control Corona Virus and Saving Lives 🙏🙏🙏, At last your thought and vision to control Corona Virus our CM have Eyes to read your tweet and Have Lock Down today for control Corona Virus and Saving Lives ,['#Lockdown'],"['@drsangitareddy', '@TelanganaCMO']",[],"['🙏', '🙏', '🙏']"
@UnionBankTweets It is universally accepted fact that weak immunity invites diseases Accordingly senior citizens are accessible to Covid 19 by age &amp; poor immunity Kindly help  retired people to fight Corona virus, It is universally accepted fact that weak immunity invites diseases Accordingly senior citizens are accessible to Covid 19 by age amp poor immunity Kindly help retired people to fight Corona virus,[],['@UnionBankTweets'],[],[]
stupidity is always more contagious than coronavirus,stupidity is always more contagious than coronavirus,[],[],[],[]
"Carona Curfew in all 20 districts of #JammuAndKashmir which is presently in place, extended from 7 am on 17th May till 7am on 24th of May in an effort to contain the spread of #Coronavirus infection. However, the curfew will be strict except for a few essential services.",Carona Curfew in all 20 districts of which is presently in place extended from 7 am on 17th May till 7am on 24th of May in an effort to contain the spread of infection However the curfew will be strict except for a few essential services,"['#JammuAndKashmir', '#Coronavirus']",[],[],[]
Stay strong! Think positive! Take care yourself! We are together in this tight! Everything will we normal one day !  #StayHome #Corona #coronavirus #CoronaSecondWave #IndiaCovidCrisis #IndiaFightsCOVID19,Stay strong Think positive Take care yourself We are together in this tight Everything will we normal one day  ,"['#StayHome', '#Corona', '#coronavirus', '#CoronaSecondWave', '#IndiaCovidCrisis', '#IndiaFightsCOVID19']",[],[],[]
"@callmezainul @calmequeen As we were already Tensed with Corona Virus , Bhoi Attacked Us with Raadhe Virus , And That is the only Virus That can't be cured ... 😞😞", As we were already Tensed with Corona Virus  Bhoi Attacked Us with Raadhe Virus  And That is the only Virus That cant be cured  ,[],"['@callmezainul', '@calmequeen']",[],"['😞', '😞']"
"In a last few days I lost many relatives, friends and my closer ones , we all are facing with very difficult times in this pandemic ,My request you to all please wear a mask ,stay at home, protect yourself, Avoid unnecessary travelling and make social distancing #coronavirus",In a last few days I lost many relatives friends and my closer ones  we all are facing with very difficult times in this pandemic My request you to all please wear a mask stay at home protect yourself Avoid unnecessary travelling and make social distancing ,['#coronavirus'],[],[],[]
When will this coronavirus end ? Any prediction? #COVID19 #coronavirus #CoronaPandemic @WHO,When will this coronavirus end  Any prediction ,"['#COVID19', '#coronavirus', '#CoronaPandemic']",['@WHO'],[],[]
"both partners committed to “operate on a not-for-profit basis for the duration of the coronavirus pandemic, with only the costs of production and distribution being covered”.",both partners committed to “operate on a notforprofit basis for the duration of the coronavirus pandemic with only the costs of production and distribution being covered”,[],[],[],[]
"""Covirgin"" A person who is not been infected with Covid-19.  #COVID19 #coronavirus #covirgin #CoronaSecondWave #Covaxin #Covishield",Covirgin A person who is not been infected with Covid19 ,"['#COVID19', '#coronavirus', '#covirgin', '#CoronaSecondWave', '#Covaxin', '#Covishield']",[],[],[]
Has anyone of you thanked the nature for the free #Oxygen it has given you for all these years without asking anything in return.    #COVID19 #coronavirus #nature,Has anyone of you thanked the nature for the free it has given you for all these years without asking anything in return ,"['#Oxygen', '#COVID19', '#coronavirus', '#nature']",[],[],[]
"The Delhi govt. has started the coronavirus vaccine shots for the age group of 18-44 years but it is not possible for the people's of Tilak Nagar (110018) area as there is only one Vaccination centre i.e. Sarvodaya Bal Vidhyala 1514005, Tilak Nagar, New Delhi-110018 @AtishiAAP",The Delhi govt has started the coronavirus vaccine shots for the age group of 1844 years but it is not possible for the peoples of Tilak Nagar (110018) area as there is only one Vaccination centre ie Sarvodaya Bal Vidhyala 1514005 Tilak Nagar New Delhi110018 ,[],['@AtishiAAP'],[],[]
